Date,Price,Open,High,Low,Vol.,Change %
2018-01-31,"1,790.00","1,790.00","1,790.00","1,790.00",-,1.42%
2018-02-01,"1,815.00","1,815.00","1,815.00","1,815.00",-,1.40%
2018-02-02,"1,850.00","1,850.00","1,850.00","1,850.00",-,1.93%
2018-02-03,"1,850.00","1,850.00","1,850.00","1,850.00",-,1.93%
2018-02-04,"1,850.00","1,850.00","1,850.00","1,850.00",-,1.93%
2018-02-05,"1,850.00","1,850.00","1,850.00","1,850.00",-,0.00%
2018-02-06,"1,850.00","1,850.00","1,850.00","1,850.00",-,0.00%
2018-02-07,"1,850.00","1,850.00","1,850.00","1,850.00",-,0.00%
2018-02-08,"1,840.00","1,840.00","1,840.00","1,840.00",-,-0.54%
2018-02-09,"1,830.00","1,830.00","1,830.00","1,830.00",-,-0.54%
2018-02-10,"1,830.00","1,830.00","1,830.00","1,830.00",-,-0.54%
2018-02-11,"1,830.00","1,830.00","1,830.00","1,830.00",-,-0.54%
2018-02-12,"1,830.00","1,830.00","1,830.00","1,830.00",-,0.00%
2018-02-13,"1,820.00","1,820.00","1,820.00","1,820.00",-,-0.55%
2018-02-14,"1,820.00","1,820.00","1,820.00","1,820.00",-,0.00%
2018-02-15,"1,820.00","1,820.00","1,820.00","1,820.00",-,0.00%
2018-02-16,"1,830.00","1,830.00","1,830.00","1,830.00",-,0.55%
2018-02-17,"1,830.00","1,830.00","1,830.00","1,830.00",-,0.55%
2018-02-18,"1,830.00","1,830.00","1,830.00","1,830.00",-,0.55%
2018-02-19,"1,830.00","1,830.00","1,830.00","1,830.00",-,0.00%
2018-02-20,"1,840.00","1,840.00","1,840.00","1,840.00",-,0.55%
2018-02-21,"1,840.00","1,840.00","1,840.00","1,840.00",-,0.00%
2018-02-22,"1,840.00","1,840.00","1,840.00","1,840.00",-,0.00%
2018-02-23,"1,840.00","1,840.00","1,840.00","1,840.00",-,0.00%
2018-02-24,"1,840.00","1,840.00","1,840.00","1,840.00",-,0.00%
2018-02-25,"1,840.00","1,840.00","1,840.00","1,840.00",-,0.00%
2018-02-26,"1,850.00","1,850.00","1,850.00","1,850.00",-,0.54%
2018-02-27,"1,850.00","1,850.00","1,850.00","1,850.00",-,0.00%
2018-02-28,"1,860.00","1,860.00","1,860.00","1,860.00",-,0.54%
2018-03-01,"1,860.00","1,860.00","1,860.00","1,860.00",-,0.00%
2018-03-02,"1,860.00","1,860.00","1,860.00","1,860.00",-,0.00%
2018-03-03,"1,860.00","1,860.00","1,860.00","1,860.00",-,0.00%
2018-03-04,"1,860.00","1,860.00","1,860.00","1,860.00",-,0.00%
2018-03-05,"1,860.00","1,860.00","1,860.00","1,860.00",-,0.00%
2018-03-06,"1,860.00","1,860.00","1,860.00","1,860.00",-,0.00%
2018-03-07,"1,850.00","1,850.00","1,850.00","1,850.00",-,-0.54%
2018-03-08,"1,850.00","1,850.00","1,850.00","1,850.00",-,0.00%
2018-03-09,"1,850.00","1,850.00","1,850.00","1,850.00",-,0.00%
2018-03-10,"1,850.00","1,850.00","1,850.00","1,850.00",-,0.00%
2018-03-11,"1,850.00","1,850.00","1,850.00","1,850.00",-,0.00%
2018-03-12,"1,850.00","1,850.00","1,850.00","1,850.00",-,0.00%
2018-03-13,"1,850.00","1,850.00","1,850.00","1,850.00",-,0.00%
2018-03-14,"1,865.00","1,865.00","1,865.00","1,865.00",-,0.81%
2018-03-15,"1,880.00","1,880.00","1,880.00","1,880.00",-,0.80%
2018-03-16,"1,910.00","1,910.00","1,910.00","1,910.00",-,1.60%
2018-03-17,"1,910.00","1,910.00","1,910.00","1,910.00",-,1.60%
2018-03-18,"1,910.00","1,910.00","1,910.00","1,910.00",-,1.60%
2018-03-19,"1,935.00","1,935.00","1,935.00","1,935.00",-,1.31%
2018-03-20,"1,935.00","1,935.00","1,935.00","1,935.00",-,0.00%
2018-03-21,"1,975.00","1,975.00","1,975.00","1,975.00",-,2.07%
2018-03-22,"1,985.00","1,985.00","1,985.00","1,985.00",-,0.51%
2018-03-23,"1,985.00","1,985.00","1,985.00","1,985.00",-,0.00%
2018-03-24,"1,985.00","1,985.00","1,985.00","1,985.00",-,0.00%
2018-03-25,"1,985.00","1,985.00","1,985.00","1,985.00",-,0.00%
2018-03-26,"1,985.00","1,985.00","1,985.00","1,985.00",-,0.00%
2018-03-27,"2,000.00","2,000.00","2,000.00","2,000.00",-,0.76%
2018-03-28,"2,030.00","2,030.00","2,030.00","2,030.00",-,1.50%
2018-03-29,"2,030.00","2,030.00","2,030.00","2,030.00",-,0.00%
2018-03-30,"2,030.00","2,030.00","2,030.00","2,030.00",-,0.00%
2018-03-31,"2,030.00","2,030.00","2,030.00","2,030.00",-,0.00%
2018-04-01,"2,030.00","2,030.00","2,030.00","2,030.00",-,0.00%
2018-04-02,"2,030.00","2,030.00","2,030.00","2,030.00",-,0.00%
2018-04-03,"2,030.00","2,030.00","2,030.00","2,030.00",-,0.00%
2018-04-04,"2,030.00","2,030.00","2,030.00","2,030.00",-,0.00%
2018-04-05,"2,030.00","2,030.00","2,030.00","2,030.00",-,0.00%
2018-04-06,"2,030.00","2,030.00","2,030.00","2,030.00",-,0.00%
2018-04-07,"2,030.00","2,030.00","2,030.00","2,030.00",-,0.00%
2018-04-08,"2,030.00","2,030.00","2,030.00","2,030.00",-,0.00%
2018-04-09,"2,030.00","2,030.00","2,030.00","2,030.00",-,0.00%
2018-04-10,"2,040.00","2,040.00","2,040.00","2,040.00",-,0.49%
2018-04-11,"2,040.00","2,040.00","2,040.00","2,040.00",-,0.00%
2018-04-12,"2,060.00","2,060.00","2,060.00","2,060.00",-,0.98%
2018-04-13,"2,085.00","2,085.00","2,085.00","2,085.00",-,1.21%
2018-04-14,"2,085.00","2,085.00","2,085.00","2,085.00",-,1.21%
2018-04-15,"2,085.00","2,085.00","2,085.00","2,085.00",-,1.21%
2018-04-16,"2,085.00","2,085.00","2,085.00","2,085.00",-,0.00%
2018-04-17,"2,085.00","2,085.00","2,085.00","2,085.00",-,0.00%
2018-04-18,"2,085.00","2,085.00","2,085.00","2,085.00",-,0.00%
2018-04-19,"2,090.00","2,090.00","2,090.00","2,090.00",-,0.24%
2018-04-20,"2,110.00","2,110.00","2,110.00","2,110.00",-,0.96%
2018-04-21,"2,110.00","2,110.00","2,110.00","2,110.00",-,0.96%
2018-04-22,"2,110.00","2,110.00","2,110.00","2,110.00",-,0.96%
2018-04-23,"2,110.00","2,110.00","2,110.00","2,110.00",-,0.00%
2018-04-24,"2,100.00","2,100.00","2,100.00","2,100.00",-,-0.47%
2018-04-25,"2,080.00","2,080.00","2,080.00","2,080.00",-,-0.95%
2018-04-26,"2,050.00","2,050.00","2,050.00","2,050.00",-,-1.44%
2018-04-27,"2,050.00","2,050.00","2,050.00","2,050.00",-,0.00%
2018-04-28,"2,050.00","2,050.00","2,050.00","2,050.00",-,0.00%
2018-04-29,"2,050.00","2,050.00","2,050.00","2,050.00",-,0.00%
2018-04-30,"2,050.00","2,050.00","2,050.00","2,050.00",-,0.00%
2018-05-01,"2,035.00","2,035.00","2,035.00","2,035.00",-,-0.73%
2018-05-02,"2,020.00","2,020.00","2,020.00","2,020.00",-,-0.74%
2018-05-03,"2,020.00","2,020.00","2,020.00","2,020.00",-,0.00%
2018-05-04,"2,020.00","2,020.00","2,020.00","2,020.00",-,0.00%
2018-05-05,"2,020.00","2,020.00","2,020.00","2,020.00",-,0.00%
2018-05-06,"2,020.00","2,020.00","2,020.00","2,020.00",-,0.00%
2018-05-07,"2,020.00","2,020.00","2,020.00","2,020.00",-,0.00%
2018-05-08,"2,020.00","2,020.00","2,020.00","2,020.00",-,0.00%
2018-05-09,"2,020.00","2,020.00","2,020.00","2,020.00",-,0.00%
2018-05-10,"2,020.00","2,020.00","2,020.00","2,020.00",-,0.00%
2018-05-11,"2,045.00","2,045.00","2,045.00","2,045.00",-,1.24%
2018-05-12,"2,045.00","2,045.00","2,045.00","2,045.00",-,1.24%
2018-05-13,"2,045.00","2,045.00","2,045.00","2,045.00",-,1.24%
2018-05-14,"2,080.00","2,080.00","2,080.00","2,080.00",-,1.71%
2018-05-15,"2,090.00","2,090.00","2,090.00","2,090.00",-,0.48%
2018-05-16,"2,090.00","2,090.00","2,090.00","2,090.00",-,0.00%
2018-05-17,"2,150.00","2,150.00","2,150.00","2,150.00",-,2.87%
2018-05-18,"2,165.00","2,165.00","2,165.00","2,165.00",-,0.70%
2018-05-19,"2,165.00","2,165.00","2,165.00","2,165.00",-,0.70%
2018-05-20,"2,165.00","2,165.00","2,165.00","2,165.00",-,0.70%
2018-05-21,"2,215.00","2,215.00","2,215.00","2,215.00",-,2.31%
2018-05-22,"2,230.00","2,230.00","2,230.00","2,230.00",-,0.68%
2018-05-23,"2,230.00","2,230.00","2,230.00","2,230.00",-,0.00%
2018-05-24,"2,230.00","2,230.00","2,230.00","2,230.00",-,0.00%
2018-05-25,"2,230.00","2,230.00","2,230.00","2,230.00",-,0.00%
2018-05-26,"2,230.00","2,230.00","2,230.00","2,230.00",-,0.00%
2018-05-27,"2,230.00","2,230.00","2,230.00","2,230.00",-,0.00%
2018-05-28,"2,230.00","2,230.00","2,230.00","2,230.00",-,0.00%
2018-05-29,"2,230.00","2,230.00","2,230.00","2,230.00",-,0.00%
2018-05-30,"2,230.00","2,230.00","2,230.00","2,230.00",-,0.00%
2018-05-31,"2,230.00","2,230.00","2,230.00","2,230.00",-,0.00%
2018-06-01,"2,230.00","2,230.00","2,230.00","2,230.00",-,0.00%
2018-06-02,"2,230.00","2,230.00","2,230.00","2,230.00",-,0.00%
2018-06-03,"2,230.00","2,230.00","2,230.00","2,230.00",-,0.00%
2018-06-04,"2,240.00","2,240.00","2,240.00","2,240.00",-,0.45%
2018-06-05,"2,240.00","2,240.00","2,240.00","2,240.00",-,0.00%
2018-06-06,"2,240.00","2,240.00","2,240.00","2,240.00",-,0.00%
2018-06-07,"2,240.00","2,240.00","2,240.00","2,240.00",-,0.00%
2018-06-08,"2,240.00","2,240.00","2,240.00","2,240.00",-,0.00%
2018-06-09,"2,240.00","2,240.00","2,240.00","2,240.00",-,0.00%
2018-06-10,"2,240.00","2,240.00","2,240.00","2,240.00",-,0.00%
2018-06-11,"2,240.00","2,240.00","2,240.00","2,240.00",-,0.00%
2018-06-12,"2,240.00","2,240.00","2,240.00","2,240.00",-,0.00%
2018-06-13,"2,240.00","2,240.00","2,240.00","2,240.00",-,0.00%
2018-06-14,"2,240.00","2,240.00","2,240.00","2,240.00",-,0.00%
2018-06-15,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.45%
2018-06-16,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.45%
2018-06-17,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.45%
2018-06-18,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-06-19,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-06-20,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-06-21,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-06-22,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-06-23,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-06-24,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-06-25,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-06-26,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-06-27,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-06-28,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-06-29,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-06-30,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-07-01,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-07-02,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-07-03,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-07-04,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-07-05,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-07-06,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-07-07,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-07-08,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-07-09,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-07-10,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-07-11,"2,250.00","2,250.00","2,250.00","2,250.00",-,0.00%
2018-07-12,"2,260.00","2,260.00","2,260.00","2,260.00",-,0.44%
2018-07-13,"2,260.00","2,260.00","2,260.00","2,260.00",-,0.00%
2018-07-14,"2,260.00","2,260.00","2,260.00","2,260.00",-,0.00%
2018-07-15,"2,260.00","2,260.00","2,260.00","2,260.00",-,0.00%
2018-07-16,"2,260.00","2,260.00","2,260.00","2,260.00",-,0.00%
2018-07-17,"2,275.00","2,275.00","2,275.00","2,275.00",-,0.66%
2018-07-18,"2,275.00","2,275.00","2,275.00","2,275.00",-,0.00%
2018-07-19,"2,305.00","2,305.00","2,305.00","2,305.00",-,1.32%
2018-07-20,"2,320.00","2,320.00","2,320.00","2,320.00",-,0.65%
2018-07-21,"2,320.00","2,320.00","2,320.00","2,320.00",-,0.65%
2018-07-22,"2,320.00","2,320.00","2,320.00","2,320.00",-,0.65%
2018-07-23,"2,330.00","2,330.00","2,330.00","2,330.00",-,0.43%
2018-07-24,"2,340.00","2,340.00","2,340.00","2,340.00",-,0.43%
2018-07-25,"2,340.00","2,340.00","2,340.00","2,340.00",-,0.00%
2018-07-26,"2,340.00","2,340.00","2,340.00","2,340.00",-,0.00%
2018-07-27,"2,340.00","2,340.00","2,340.00","2,340.00",-,0.00%
2018-07-28,"2,340.00","2,340.00","2,340.00","2,340.00",-,0.00%
2018-07-29,"2,340.00","2,340.00","2,340.00","2,340.00",-,0.00%
2018-07-30,"2,330.00","2,330.00","2,330.00","2,330.00",-,-0.43%
2018-07-31,"2,330.00","2,330.00","2,330.00","2,330.00",-,0.00%
2018-08-01,"2,315.00","2,315.00","2,315.00","2,315.00",-,-0.64%
2018-08-02,"2,315.00","2,315.00","2,315.00","2,315.00",-,0.00%
2018-08-03,"2,325.00","2,325.00","2,325.00","2,325.00",-,0.43%
2018-08-04,"2,325.00","2,325.00","2,325.00","2,325.00",-,0.43%
2018-08-05,"2,325.00","2,325.00","2,325.00","2,325.00",-,0.43%
2018-08-06,"2,325.00","2,325.00","2,325.00","2,325.00",-,0.00%
2018-08-07,"2,325.00","2,325.00","2,325.00","2,325.00",-,0.00%
2018-08-08,"2,325.00","2,325.00","2,325.00","2,325.00",-,0.00%
2018-08-09,"2,325.00","2,325.00","2,325.00","2,325.00",-,0.00%
2018-08-10,"2,335.00","2,335.00","2,335.00","2,335.00",-,0.43%
2018-08-11,"2,335.00","2,335.00","2,335.00","2,335.00",-,0.43%
2018-08-12,"2,335.00","2,335.00","2,335.00","2,335.00",-,0.43%
2018-08-13,"2,335.00","2,335.00","2,335.00","2,335.00",-,0.00%
2018-08-14,"2,335.00","2,335.00","2,335.00","2,335.00",-,0.00%
2018-08-15,"2,340.00","2,340.00","2,340.00","2,340.00",-,0.21%
2018-08-16,"2,350.00","2,350.00","2,350.00","2,350.00",-,0.43%
2018-08-17,"2,350.00","2,350.00","2,350.00","2,350.00",-,0.43%
2018-08-18,"2,350.00","2,350.00","2,350.00","2,350.00",-,0.43%
2018-08-19,"2,350.00","2,350.00","2,350.00","2,350.00",-,0.43%
2018-08-20,"2,360.00","2,360.00","2,360.00","2,360.00",-,0.43%
2018-08-21,"2,370.00","2,370.00","2,370.00","2,370.00",-,0.42%
2018-08-22,"2,370.00","2,370.00","2,370.00","2,370.00",-,0.00%
2018-08-23,"2,370.00","2,370.00","2,370.00","2,370.00",-,0.00%
2018-08-24,"2,370.00","2,370.00","2,370.00","2,370.00",-,0.00%
2018-08-25,"2,370.00","2,370.00","2,370.00","2,370.00",-,0.00%
2018-08-26,"2,370.00","2,370.00","2,370.00","2,370.00",-,0.00%
2018-08-27,"2,370.00","2,370.00","2,370.00","2,370.00",-,0.00%
2018-08-28,"2,370.00","2,370.00","2,370.00","2,370.00",-,0.00%
2018-08-29,"2,380.00","2,380.00","2,380.00","2,380.00",-,0.42%
2018-08-30,"2,380.00","2,380.00","2,380.00","2,380.00",-,0.00%
2018-08-31,"2,380.00","2,380.00","2,380.00","2,380.00",-,0.00%
2018-09-01,"2,380.00","2,380.00","2,380.00","2,380.00",-,0.00%
2018-09-02,"2,380.00","2,380.00","2,380.00","2,380.00",-,0.00%
2018-09-03,"2,380.00","2,380.00","2,380.00","2,380.00",-,0.00%
2018-09-04,"2,380.00","2,380.00","2,380.00","2,380.00",-,0.00%
2018-09-05,"2,380.00","2,380.00","2,380.00","2,380.00",-,0.00%
2018-09-06,"2,380.00","2,380.00","2,380.00","2,380.00",-,0.00%
2018-09-07,"2,390.00","2,390.00","2,390.00","2,390.00",-,0.42%
2018-09-08,"2,390.00","2,390.00","2,390.00","2,390.00",-,0.42%
2018-09-09,"2,390.00","2,390.00","2,390.00","2,390.00",-,0.42%
2018-09-10,"2,390.00","2,390.00","2,390.00","2,390.00",-,0.00%
2018-09-11,"2,390.00","2,390.00","2,390.00","2,390.00",-,0.00%
2018-09-12,"2,400.00","2,400.00","2,400.00","2,400.00",-,0.42%
2018-09-13,"2,410.00","2,410.00","2,410.00","2,410.00",-,0.42%
2018-09-14,"2,410.00","2,410.00","2,410.00","2,410.00",-,0.00%
2018-09-15,"2,410.00","2,410.00","2,410.00","2,410.00",-,0.00%
2018-09-16,"2,410.00","2,410.00","2,410.00","2,410.00",-,0.00%
2018-09-17,"2,410.00","2,410.00","2,410.00","2,410.00",-,0.00%
2018-09-18,"2,430.00","2,430.00","2,430.00","2,430.00",-,0.83%
2018-09-19,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.82%
2018-09-20,"2,520.00","2,520.00","2,520.00","2,520.00",-,2.86%
2018-09-21,"2,555.00","2,555.00","2,555.00","2,555.00",-,1.39%
2018-09-22,"2,555.00","2,555.00","2,555.00","2,555.00",-,1.39%
2018-09-23,"2,555.00","2,555.00","2,555.00","2,555.00",-,1.39%
2018-09-24,"2,565.00","2,565.00","2,565.00","2,565.00",-,0.39%
2018-09-25,"2,565.00","2,565.00","2,565.00","2,565.00",-,0.00%
2018-09-26,"2,570.00","2,570.00","2,570.00","2,570.00",-,0.19%
2018-09-27,"2,570.00","2,570.00","2,570.00","2,570.00",-,0.00%
2018-09-28,"2,570.00","2,570.00","2,570.00","2,570.00",-,0.00%
2018-09-29,"2,570.00","2,570.00","2,570.00","2,570.00",-,0.00%
2018-09-30,"2,570.00","2,570.00","2,570.00","2,570.00",-,0.00%
2018-10-01,"2,570.00","2,570.00","2,570.00","2,570.00",-,0.00%
2018-10-02,"2,570.00","2,570.00","2,570.00","2,570.00",-,0.00%
2018-10-03,"2,570.00","2,570.00","2,570.00","2,570.00",-,0.00%
2018-10-04,"2,570.00","2,570.00","2,570.00","2,570.00",-,0.00%
2018-10-05,"2,570.00","2,570.00","2,570.00","2,570.00",-,0.00%
2018-10-06,"2,570.00","2,570.00","2,570.00","2,570.00",-,0.00%
2018-10-07,"2,570.00","2,570.00","2,570.00","2,570.00",-,0.00%
2018-10-08,"2,565.00","2,565.00","2,565.00","2,565.00",-,-0.19%
2018-10-09,"2,560.00","2,560.00","2,560.00","2,560.00",-,-0.19%
2018-10-10,"2,560.00","2,560.00","2,560.00","2,560.00",-,0.00%
2018-10-11,"2,545.00","2,545.00","2,545.00","2,545.00",-,-0.59%
2018-10-12,"2,505.00","2,505.00","2,505.00","2,505.00",-,-1.57%
2018-10-13,"2,505.00","2,505.00","2,505.00","2,505.00",-,-1.57%
2018-10-14,"2,505.00","2,505.00","2,505.00","2,505.00",-,-1.57%
2018-10-15,"2,505.00","2,505.00","2,505.00","2,505.00",-,0.00%
2018-10-16,"2,490.00","2,490.00","2,490.00","2,490.00",-,-0.60%
2018-10-17,"2,480.00","2,480.00","2,480.00","2,480.00",-,-0.40%
2018-10-18,"2,480.00","2,480.00","2,480.00","2,480.00",-,0.00%
2018-10-19,"2,480.00","2,480.00","2,480.00","2,480.00",-,0.00%
2018-10-20,"2,480.00","2,480.00","2,480.00","2,480.00",-,0.00%
2018-10-21,"2,480.00","2,480.00","2,480.00","2,480.00",-,0.00%
2018-10-22,"2,480.00","2,480.00","2,480.00","2,480.00",-,0.00%
2018-10-23,"2,470.00","2,470.00","2,470.00","2,470.00",-,-0.40%
2018-10-24,"2,470.00","2,470.00","2,470.00","2,470.00",-,0.00%
2018-10-25,"2,460.00","2,460.00","2,460.00","2,460.00",-,-0.40%
2018-10-26,"2,440.00","2,440.00","2,440.00","2,440.00",-,-0.81%
2018-10-27,"2,440.00","2,440.00","2,440.00","2,440.00",-,-0.81%
2018-10-28,"2,440.00","2,440.00","2,440.00","2,440.00",-,-0.81%
2018-10-29,"2,440.00","2,440.00","2,440.00","2,440.00",-,0.00%
2018-10-30,"2,415.00","2,415.00","2,415.00","2,415.00",-,-1.02%
2018-10-31,"2,415.00","2,415.00","2,415.00","2,415.00",-,0.00%
2018-11-01,"2,415.00","2,415.00","2,415.00","2,415.00",-,0.00%
2018-11-02,"2,415.00","2,415.00","2,415.00","2,415.00",-,0.00%
2018-11-03,"2,415.00","2,415.00","2,415.00","2,415.00",-,0.00%
2018-11-04,"2,415.00","2,415.00","2,415.00","2,415.00",-,0.00%
2018-11-05,"2,415.00","2,415.00","2,415.00","2,415.00",-,0.00%
2018-11-06,"2,415.00","2,415.00","2,415.00","2,415.00",-,0.00%
2018-11-07,"2,430.00","2,430.00","2,430.00","2,430.00",-,0.62%
2018-11-08,"2,430.00","2,430.00","2,430.00","2,430.00",-,0.00%
2018-11-09,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.82%
2018-11-10,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.82%
2018-11-11,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.82%
2018-11-12,"2,475.00","2,475.00","2,475.00","2,475.00",-,1.02%
2018-11-13,"2,490.00","2,490.00","2,490.00","2,490.00",-,0.61%
2018-11-14,"2,505.00","2,505.00","2,505.00","2,505.00",-,0.60%
2018-11-15,"2,505.00","2,505.00","2,505.00","2,505.00",-,0.00%
2018-11-16,"2,505.00","2,505.00","2,505.00","2,505.00",-,0.00%
2018-11-17,"2,505.00","2,505.00","2,505.00","2,505.00",-,0.00%
2018-11-18,"2,505.00","2,505.00","2,505.00","2,505.00",-,0.00%
2018-11-19,"2,530.00","2,530.00","2,530.00","2,530.00",-,1.00%
2018-11-20,"2,540.00","2,540.00","2,540.00","2,540.00",-,0.40%
2018-11-21,"2,550.00","2,550.00","2,550.00","2,550.00",-,0.39%
2018-11-22,"2,560.00","2,560.00","2,560.00","2,560.00",-,0.39%
2018-11-23,"2,565.00","2,565.00","2,565.00","2,565.00",-,0.20%
2018-11-24,"2,565.00","2,565.00","2,565.00","2,565.00",-,0.20%
2018-11-25,"2,565.00","2,565.00","2,565.00","2,565.00",-,0.20%
2018-11-26,"2,565.00","2,565.00","2,565.00","2,565.00",-,0.00%
2018-11-27,"2,565.00","2,565.00","2,565.00","2,565.00",-,0.00%
2018-11-28,"2,575.00","2,575.00","2,575.00","2,575.00",-,0.39%
2018-11-29,"2,580.00","2,580.00","2,580.00","2,580.00",-,0.19%
2018-11-30,"2,590.00","2,590.00","2,590.00","2,590.00",-,0.39%
2018-12-01,"2,590.00","2,590.00","2,590.00","2,590.00",-,0.39%
2018-12-02,"2,590.00","2,590.00","2,590.00","2,590.00",-,0.39%
2018-12-03,"2,590.00","2,590.00","2,590.00","2,590.00",-,0.00%
2018-12-04,"2,590.00","2,590.00","2,590.00","2,590.00",-,0.00%
2018-12-05,"2,590.00","2,590.00","2,590.00","2,590.00",-,0.00%
2018-12-06,"2,590.00","2,590.00","2,590.00","2,590.00",-,0.00%
2018-12-07,"2,590.00","2,590.00","2,590.00","2,590.00",-,0.00%
2018-12-08,"2,590.00","2,590.00","2,590.00","2,590.00",-,0.00%
2018-12-09,"2,590.00","2,590.00","2,590.00","2,590.00",-,0.00%
2018-12-10,"2,590.00","2,590.00","2,590.00","2,590.00",-,0.00%
2018-12-11,"2,570.00","2,570.00","2,570.00","2,570.00",-,-0.77%
2018-12-12,"2,560.00","2,560.00","2,560.00","2,560.00",-,-0.39%
2018-12-13,"2,560.00","2,560.00","2,560.00","2,560.00",-,0.00%
2018-12-14,"2,535.00","2,535.00","2,535.00","2,535.00",-,-0.98%
2018-12-15,"2,535.00","2,535.00","2,535.00","2,535.00",-,-0.98%
2018-12-16,"2,535.00","2,535.00","2,535.00","2,535.00",-,-0.98%
2018-12-17,"2,535.00","2,535.00","2,535.00","2,535.00",-,0.00%
2018-12-18,"2,505.00","2,505.00","2,505.00","2,505.00",-,-1.18%
2018-12-19,"2,500.00","2,500.00","2,500.00","2,500.00",-,-0.20%
2018-12-20,"2,490.00","2,490.00","2,490.00","2,490.00",-,-0.40%
2018-12-21,"2,480.00","2,480.00","2,480.00","2,480.00",-,-0.40%
2018-12-22,"2,480.00","2,480.00","2,480.00","2,480.00",-,-0.40%
2018-12-23,"2,480.00","2,480.00","2,480.00","2,480.00",-,-0.40%
2018-12-24,"2,470.00","2,470.00","2,470.00","2,470.00",-,-0.40%
2018-12-25,"2,470.00","2,470.00","2,470.00","2,470.00",-,-0.40%
2018-12-26,"2,470.00","2,470.00","2,470.00","2,470.00",-,0.00%
2018-12-27,"2,560.00","2,560.00","2,560.00","2,560.00",-,3.64%
2018-12-28,"2,450.00","2,450.00","2,450.00","2,450.00",-,-4.30%
2018-12-29,"2,450.00","2,450.00","2,450.00","2,450.00",-,-4.30%
2018-12-30,"2,450.00","2,450.00","2,450.00","2,450.00",-,-4.30%
2018-12-31,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.00%
2019-01-01,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.00%
2019-01-02,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.00%
2019-01-03,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.00%
2019-01-04,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.00%
2019-01-05,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.00%
2019-01-06,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.00%
2019-01-07,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.00%
2019-01-08,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.00%
2019-01-09,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.00%
2019-01-10,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.00%
2019-01-11,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.00%
2019-01-12,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.00%
2019-01-13,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.00%
2019-01-14,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.00%
2019-01-15,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.00%
2019-01-16,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.00%
2019-01-17,"2,450.00","2,450.00","2,450.00","2,450.00",-,0.00%
2019-01-18,"2,460.00","2,460.00","2,460.00","2,460.00",-,0.41%
2019-01-19,"2,460.00","2,460.00","2,460.00","2,460.00",-,0.41%
2019-01-20,"2,460.00","2,460.00","2,460.00","2,460.00",-,0.41%
2019-01-21,"2,470.00","2,470.00","2,470.00","2,470.00",-,0.41%
2019-01-22,"2,475.00","2,475.00","2,475.00","2,475.00",-,0.20%
