Date,Price,Open,High,Low,Change %
2019-02-21,"1,471.00","1,490.50","1,499.50","1,460.50",-1.34%
2019-02-22,"1,500.00","1,470.50","1,501.00","1,468.50",1.97%
2019-02-23,"1,500.00","1,470.50","1,501.00","1,468.50",1.97%
2019-02-24,"1,500.00","1,470.50","1,501.00","1,468.50",1.97%
2019-02-25,"1,543.50","1,497.50","1,544.00","1,493.50",2.90%
2019-02-26,"1,562.50","1,543.00","1,567.59","1,531.00",1.23%
2019-02-27,"1,531.00","1,563.00","1,565.50","1,514.00",-2.02%
2019-02-28,"1,546.00","1,532.00","1,556.00","1,525.00",0.98%
2019-03-01,"1,546.92","1,544.00","1,565.99","1,527.50",0.06%
2019-03-02,"1,546.92","1,544.00","1,565.99","1,527.50",0.06%
2019-03-03,"1,546.92","1,544.00","1,565.99","1,527.50",0.06%
2019-03-04,"1,534.51","1,550.00","1,561.50","1,513.19",-0.80%
2019-03-05,"1,516.91","1,535.14","1,537.02","1,501.60",-1.15%
2019-03-06,"1,539.76","1,516.00","1,543.59","1,505.45",1.51%
2019-03-07,"1,528.96","1,539.51","1,554.11","1,515.50",-0.70%
2019-03-08,"1,517.00","1,529.50","1,533.21","1,501.50",-0.78%
2019-03-09,"1,517.00","1,529.50","1,533.21","1,501.50",-0.78%
2019-03-10,"1,517.00","1,529.50","1,533.21","1,501.50",-0.78%
2019-03-11,"1,537.51","1,513.50","1,540.02","1,507.50",1.35%
2019-03-12,"1,543.08","1,537.51","1,553.55","1,530.09",0.36%
2019-03-13,"1,557.51","1,543.08","1,562.27","1,531.00",0.94%
2019-03-14,"1,560.50","1,558.00","1,564.13","1,543.59",0.19%
2019-03-15,"1,560.00","1,557.50","1,569.63","1,550.06",-0.03%
2019-03-16,"1,560.00","1,557.50","1,569.63","1,550.06",-0.03%
2019-03-17,"1,560.00","1,557.50","1,569.63","1,550.06",-0.03%
2019-03-18,"1,583.50","1,557.50","1,587.30","1,546.50",1.51%
2019-03-19,"1,596.50","1,584.50","1,608.50","1,579.40",0.82%
2019-03-20,"1,603.50","1,597.00","1,610.25","1,591.88",0.44%
2019-03-21,"1,608.50","1,603.00","1,622.44","1,583.84",0.31%
2019-03-22,"1,564.00","1,609.50","1,616.17","1,556.88",-2.77%
2019-03-23,"1,564.00","1,609.50","1,616.17","1,556.88",-2.77%
2019-03-24,"1,564.00","1,609.50","1,616.17","1,556.88",-2.77%
2019-03-25,"1,576.00","1,563.50","1,581.01","1,534.78",0.77%
2019-03-26,"1,540.50","1,575.50","1,584.00","1,533.95",-2.25%
2019-03-27,"1,444.00","1,540.00","1,552.54","1,438.70",-6.26%
2019-03-28,"1,348.00","1,445.50","1,457.50","1,332.59",-6.65%
2019-03-29,"1,383.50","1,348.50","1,398.50","1,337.95",2.63%
2019-03-30,"1,383.50","1,348.50","1,398.50","1,337.95",2.63%
2019-03-31,"1,383.50","1,348.50","1,398.50","1,337.95",2.63%
2019-04-01,"1,420.00","1,375.50","1,428.40","1,370.85",2.64%
2019-04-02,"1,429.00","1,420.50","1,440.50","1,396.47",0.63%
2019-04-03,"1,405.00","1,429.50","1,446.41","1,383.91",-1.68%
2019-04-04,"1,366.00","1,405.50","1,415.85","1,362.77",-2.78%
2019-04-05,"1,370.00","1,366.50","1,388.16","1,327.83",0.29%
2019-04-06,"1,370.00","1,366.50","1,388.16","1,327.83",0.29%
2019-04-07,"1,370.00","1,366.50","1,388.16","1,327.83",0.29%
2019-04-08,"1,383.50","1,369.00","1,392.00","1,361.18",0.99%
2019-04-09,"1,389.00","1,383.00","1,401.99","1,368.21",0.40%
2019-04-10,"1,387.50","1,388.00","1,398.55","1,380.45",-0.11%
2019-04-11,"1,365.50","1,387.00","1,401.00","1,352.38",-1.59%
2019-04-12,"1,371.50","1,366.51","1,384.58","1,363.00",0.44%
2019-04-13,"1,371.50","1,366.51","1,384.58","1,363.00",0.44%
2019-04-14,"1,371.50","1,366.51","1,384.58","1,363.00",0.44%
2019-04-15,"1,361.50","1,371.50","1,376.63","1,360.96",-0.73%
2019-04-16,"1,349.50","1,362.51","1,377.20","1,349.50",-0.88%
2019-04-17,"1,401.50","1,350.00","1,408.91","1,351.44",3.85%
2019-04-18,"1,422.00","1,402.50","1,424.50","1,381.98",1.46%
2019-04-19,"1,422.00","1,402.50","1,424.50","1,381.98",1.46%
2019-04-20,"1,422.00","1,402.50","1,424.50","1,381.98",1.46%
2019-04-21,"1,422.00","1,402.50","1,424.50","1,381.98",1.46%
2019-04-22,"1,386.00","1,417.50","1,432.16","1,375.00",-2.53%
2019-04-23,"1,390.50","1,384.50","1,396.85","1,367.15",0.32%
2019-04-24,"1,417.00","1,390.00","1,424.26","1,382.88",1.91%
2019-04-25,"1,414.50","1,416.50","1,425.76","1,409.43",-0.18%
2019-04-26,"1,464.50","1,415.50","1,467.25","1,408.91",3.53%
2019-04-27,"1,464.50","1,415.50","1,467.25","1,408.91",3.53%
2019-04-28,"1,464.50","1,415.50","1,467.25","1,408.91",3.53%
2019-04-29,"1,370.50","1,464.00","1,468.19","1,363.50",-6.42%
2019-04-30,"1,388.00","1,371.50","1,399.01","1,356.50",1.28%
2019-05-01,"1,352.50","1,387.50","1,390.32","1,311.88",-2.56%
2019-05-02,"1,354.50","1,353.00","1,366.15","1,335.50",0.15%
2019-05-03,"1,371.00","1,356.40","1,382.11","1,344.30",1.22%
2019-05-04,"1,371.00","1,356.40","1,382.11","1,344.30",1.22%
2019-05-05,"1,371.00","1,356.40","1,382.11","1,344.30",1.22%
2019-05-06,"1,337.00","1,368.00","1,373.52","1,332.26",-2.48%
2019-05-07,"1,327.50","1,337.50","1,355.75","1,316.43",-0.71%
2019-05-08,"1,317.50","1,327.00","1,341.82","1,313.43",-0.75%
2019-05-09,"1,293.50","1,317.00","1,327.43","1,266.10",-1.82%
2019-05-10,"1,357.00","1,294.00","1,363.00","1,294.39",4.91%
2019-05-11,"1,357.00","1,294.00","1,363.00","1,294.39",4.91%
2019-05-12,"1,357.00","1,294.00","1,363.00","1,294.39",4.91%
2019-05-13,"1,322.00","1,355.00","1,358.00","1,319.45",-2.58%
2019-05-14,"1,336.00","1,321.00","1,345.21","1,316.68",1.06%
2019-05-15,"1,344.51","1,336.50","1,354.16","1,305.99",0.64%
2019-05-16,"1,330.50","1,342.50","1,348.35","1,327.80",-1.04%
2019-05-17,"1,310.00","1,331.00","1,337.25","1,310.51",-1.54%
2019-05-18,"1,310.00","1,331.00","1,337.25","1,310.51",-1.54%
2019-05-19,"1,310.00","1,331.00","1,337.25","1,310.51",-1.54%
2019-05-20,"1,329.00","1,311.00","1,341.07","1,312.00",1.45%
2019-05-21,"1,319.50","1,329.50","1,341.00","1,317.00",-0.71%
2019-05-22,"1,314.50","1,320.00","1,326.88","1,298.45",-0.38%
2019-05-23,"1,310.50","1,315.00","1,324.02","1,307.79",-0.30%
2019-05-24,"1,335.00","1,308.50","1,341.47","1,310.54",1.87%
2019-05-25,"1,335.00","1,308.50","1,341.47","1,310.54",1.87%
2019-05-26,"1,335.00","1,308.50","1,341.47","1,310.54",1.87%
2019-05-27,"1,336.51","1,335.51","1,341.50","1,323.90",0.11%
2019-05-28,"1,336.50","1,335.50","1,351.50","1,329.69",-0.00%
2019-05-29,"1,349.50","1,339.50","1,355.13","1,330.77",0.97%
2019-05-30,"1,367.50","1,350.23","1,383.00","1,333.00",1.33%
2019-05-31,"1,325.00","1,368.00","1,374.13","1,321.75",-3.11%
2019-06-01,"1,325.00","1,368.00","1,374.13","1,321.75",-3.11%
2019-06-02,"1,325.00","1,368.00","1,374.13","1,321.75",-3.11%
2019-06-03,"1,323.50","1,326.50","1,350.50","1,314.28",-0.11%
2019-06-04,"1,346.50","1,324.00","1,357.30","1,316.00",1.74%
2019-06-05,"1,328.50","1,347.00","1,352.83","1,317.50",-1.34%
2019-06-06,"1,351.65","1,327.50","1,359.00","1,329.52",1.74%
2019-06-07,"1,357.50","1,351.51","1,377.35","1,346.69",0.43%
2019-06-08,"1,357.50","1,351.51","1,377.35","1,346.69",0.43%
2019-06-09,"1,357.50","1,351.51","1,377.35","1,346.69",0.43%
2019-06-10,"1,382.00","1,357.00","1,396.01","1,348.35",1.80%
2019-06-11,"1,394.00","1,381.50","1,403.00","1,377.70",0.87%
2019-06-12,"1,406.00","1,393.50","1,417.06","1,386.65",0.86%
2019-06-13,"1,444.50","1,406.50","1,450.38","1,403.55",2.74%
2019-06-14,"1,465.00","1,447.00","1,471.78","1,443.30",1.42%
2019-06-15,"1,465.00","1,447.00","1,471.78","1,443.30",1.42%
2019-06-16,"1,465.00","1,447.00","1,471.78","1,443.30",1.42%
2019-06-17,"1,450.00","1,465.50","1,471.00","1,445.75",-1.02%
2019-06-18,"1,480.00","1,453.50","1,491.52","1,452.65",2.07%
2019-06-19,"1,500.50","1,482.00","1,505.19","1,481.56",1.39%
2019-06-20,"1,478.00","1,501.00","1,533.44","1,472.39",-1.50%
2019-06-21,"1,500.00","1,477.50","1,516.25","1,474.21",1.49%
2019-06-22,"1,500.00","1,477.50","1,516.25","1,474.21",1.49%
2019-06-23,"1,500.00","1,477.50","1,516.25","1,474.21",1.49%
2019-06-24,"1,535.00","1,501.00","1,547.26","1,502.82",2.33%
2019-06-25,"1,528.00","1,535.50","1,552.97","1,511.00",-0.46%
2019-06-26,"1,522.00","1,527.50","1,544.16","1,521.25",-0.39%
2019-06-27,"1,550.50","1,521.50","1,554.36","1,518.45",1.87%
2019-06-28,"1,538.00","1,551.50","1,568.05","1,520.15",-0.81%
2019-06-29,"1,538.00","1,551.50","1,568.05","1,520.15",-0.81%
2019-06-30,"1,538.00","1,551.50","1,568.05","1,520.15",-0.81%
2019-07-01,"1,547.00","1,536.50","1,560.00","1,533.30",0.59%
2019-07-02,"1,558.00","1,548.51","1,565.74","1,542.62",0.71%
2019-07-03,"1,571.50","1,562.00","1,576.30","1,555.00",0.87%
2019-07-04,"1,562.00","1,572.00","1,575.00","1,554.52",-0.60%
2019-07-05,"1,566.50","1,561.50","1,578.50","1,554.56",0.29%
2019-07-06,"1,566.50","1,561.50","1,578.50","1,554.56",0.29%
2019-07-07,"1,566.50","1,561.50","1,578.50","1,554.56",0.29%
2019-07-08,"1,561.50","1,565.50","1,576.00","1,557.74",-0.32%
2019-07-09,"1,547.00","1,560.50","1,564.01","1,541.25",-0.93%
2019-07-10,"1,588.50","1,546.50","1,600.75","1,544.11",2.68%
2019-07-11,"1,561.00","1,589.00","1,607.51","1,555.50",-1.73%
2019-07-12,"1,545.50","1,560.50","1,565.76","1,534.08",-0.99%
2019-07-13,"1,545.50","1,560.50","1,565.76","1,534.08",-0.99%
2019-07-14,"1,545.50","1,560.50","1,565.76","1,534.08",-0.99%
2019-07-15,"1,567.50","1,545.00","1,575.00","1,545.52",1.42%
2019-07-16,"1,525.00","1,565.50","1,571.50","1,512.50",-2.71%
2019-07-17,"1,537.50","1,525.50","1,550.18","1,518.77",0.82%
2019-07-18,"1,526.00","1,539.00","1,551.43","1,508.71",-0.75%
2019-07-19,"1,505.50","1,525.50","1,538.04","1,499.00",-1.34%
2019-07-20,"1,505.50","1,525.50","1,538.04","1,499.00",-1.34%
2019-07-21,"1,505.50","1,525.50","1,538.04","1,499.00",-1.34%
2019-07-22,"1,528.50","1,507.50","1,535.13","1,499.04",1.53%
2019-07-23,"1,527.00","1,528.00","1,533.25","1,516.25",-0.10%
2019-07-24,"1,540.00","1,525.50","1,545.00","1,520.25",0.85%
2019-07-25,"1,530.50","1,541.50","1,549.75","1,525.71",-0.62%
2019-07-26,"1,535.50","1,531.00","1,542.80","1,521.78",0.33%
2019-07-27,"1,535.50","1,531.00","1,542.80","1,521.78",0.33%
2019-07-28,"1,535.50","1,531.00","1,542.80","1,521.78",0.33%
2019-07-29,"1,553.50","1,533.50","1,560.18","1,517.86",1.17%
2019-07-30,"1,514.51","1,552.00","1,556.75","1,506.94",-2.51%
2019-07-31,"1,516.50","1,513.00","1,540.23","1,514.39",0.13%
2019-08-01,"1,424.00","1,516.00","1,523.63","1,412.50",-6.10%
2019-08-02,"1,406.50","1,424.50","1,447.02","1,381.00",-1.23%
2019-08-03,"1,406.50","1,424.50","1,447.02","1,381.00",-1.23%
2019-08-04,"1,406.50","1,424.50","1,447.02","1,381.00",-1.23%
2019-08-05,"1,414.50","1,407.50","1,453.48","1,395.49",0.57%
2019-08-06,"1,437.00","1,419.00","1,450.70","1,419.66",1.59%
2019-08-07,"1,415.00","1,438.00","1,448.90","1,397.50",-1.53%
2019-08-08,"1,421.00","1,413.50","1,438.07","1,411.50",0.42%
2019-08-09,"1,421.50","1,421.50","1,438.28","1,419.50",0.04%
2019-08-10,"1,421.50","1,421.50","1,438.28","1,419.50",0.04%
2019-08-11,"1,421.50","1,421.50","1,438.28","1,419.50",0.04%
2019-08-12,"1,427.50","1,423.50","1,444.60","1,419.08",0.42%
2019-08-13,"1,455.00","1,428.00","1,465.08","1,419.50",1.93%
2019-08-14,"1,424.00","1,454.00","1,457.36","1,421.56",-2.13%
2019-08-15,"1,444.50","1,423.50","1,453.11","1,421.75",1.44%
2019-08-16,"1,448.00","1,437.00","1,457.48","1,440.76",0.24%
2019-08-17,"1,448.00","1,437.00","1,457.48","1,440.76",0.24%
2019-08-18,"1,448.00","1,437.00","1,457.48","1,440.76",0.24%
2019-08-19,"1,473.30","1,444.00","1,488.06","1,445.10",1.75%
2019-08-20,"1,491.01","1,473.30","1,499.24","1,474.67",1.20%
2019-08-21,"1,471.41","1,489.51","1,498.24","1,463.08",-1.31%
2019-08-22,"1,487.01","1,468.00","1,495.85","1,457.39",1.06%
2019-08-23,"1,460.51","1,487.00","1,493.68","1,456.86",-1.78%
2019-08-24,"1,460.51","1,487.00","1,493.68","1,456.86",-1.78%
2019-08-25,"1,460.51","1,487.00","1,493.68","1,456.86",-1.78%
2019-08-26,"1,473.51","1,458.00","1,485.00","1,454.70",0.89%
2019-08-27,"1,482.02","1,472.01","1,489.76","1,471.59",0.58%
2019-08-28,"1,469.01","1,483.51","1,486.80","1,457.97",-0.88%
2019-08-29,"1,474.52","1,467.51","1,496.25","1,466.28",0.38%
2019-08-30,"1,531.25","1,473.02","1,548.01","1,473.25",3.85%
2019-08-31,"1,531.25","1,473.02","1,548.01","1,473.25",3.85%
2019-09-01,"1,531.25","1,473.02","1,548.01","1,473.25",3.85%
2019-09-02,"1,531.01","1,535.60","1,549.14","1,517.60",-0.02%
2019-09-03,"1,542.01","1,530.75","1,549.41","1,517.88",0.72%
2019-09-04,"1,552.84","1,540.51","1,565.49","1,536.97",0.70%
2019-09-05,"1,559.19","1,554.33","1,569.87","1,542.58",0.41%
2019-09-06,"1,536.75","1,561.51","1,565.91","1,518.35",-1.44%
2019-09-07,"1,536.75","1,561.51","1,565.91","1,518.35",-1.44%
2019-09-08,"1,536.75","1,561.51","1,565.91","1,518.35",-1.44%
2019-09-09,"1,544.01","1,538.00","1,566.68","1,525.50",0.47%
2019-09-10,"1,560.97","1,543.51","1,566.87","1,534.58",1.10%
2019-09-11,"1,571.90","1,559.48","1,594.25","1,554.25",0.70%
2019-09-12,"1,618.01","1,573.01","1,625.78","1,568.59",2.93%
2019-09-13,"1,606.50","1,617.01","1,624.35","1,595.23",-0.71%
2019-09-14,"1,606.50","1,617.01","1,624.35","1,595.23",-0.71%
2019-09-15,"1,606.50","1,617.01","1,624.35","1,595.23",-0.71%
2019-09-16,"1,604.58","1,602.60","1,631.06","1,587.21",-0.12%
2019-09-17,"1,598.75","1,603.09","1,618.98","1,592.01",-0.36%
2019-09-18,"1,591.19","1,601.01","1,609.30","1,573.72",-0.47%
2019-09-19,"1,623.29","1,591.59","1,630.25","1,586.08",2.02%
2019-09-20,"1,641.50","1,620.00","1,656.37","1,618.92",1.12%
2019-09-21,"1,641.50","1,620.00","1,656.37","1,618.92",1.12%
2019-09-22,"1,641.50","1,620.00","1,656.37","1,618.92",1.12%
2019-09-23,"1,653.51","1,645.50","1,667.00","1,642.00",0.73%
2019-09-24,"1,673.01","1,651.00","1,678.00","1,650.45",1.18%
2019-09-25,"1,642.52","1,672.99","1,678.77","1,633.11",-1.82%
2019-09-26,"1,668.00","1,643.01","1,675.07","1,641.93",1.55%
2019-09-27,"1,681.00","1,667.52","1,696.13","1,649.39",0.78%
2019-09-28,"1,681.00","1,667.52","1,696.13","1,649.39",0.78%
2019-09-29,"1,681.00","1,667.52","1,696.13","1,649.39",0.78%
2019-09-30,"1,674.51","1,681.50","1,702.76","1,657.12",-0.39%
2019-10-01,"1,652.00","1,676.00","1,684.07","1,648.91",-1.34%
2019-10-02,"1,687.50","1,654.00","1,699.05","1,638.46",2.15%
2019-10-03,"1,653.51","1,687.00","1,694.58","1,644.50",-2.01%
2019-10-04,"1,665.50","1,653.52","1,685.79","1,653.41",0.73%
2019-10-05,"1,665.50","1,653.52","1,685.79","1,653.41",0.73%
2019-10-06,"1,665.50","1,653.52","1,685.79","1,653.41",0.73%
2019-10-07,"1,659.88","1,665.00","1,674.46","1,647.72",-0.34%
2019-10-08,"1,675.73","1,663.50","1,679.55","1,631.57",0.96%
2019-10-09,"1,682.01","1,675.51","1,694.32","1,655.58",0.37%
2019-10-10,"1,699.52","1,682.14","1,706.64","1,673.93",1.04%
2019-10-11,"1,699.00","1,699.51","1,708.09","1,683.61",-0.03%
2019-10-12,"1,699.00","1,699.51","1,708.09","1,683.61",-0.03%
2019-10-13,"1,699.00","1,699.51","1,708.09","1,683.61",-0.03%
2019-10-14,"1,715.01","1,698.00","1,723.23","1,687.50",0.94%
2019-10-15,"1,733.00","1,714.99","1,741.56","1,708.49",1.05%
2019-10-16,"1,767.00","1,732.50","1,780.82","1,731.79",1.96%
2019-10-17,"1,759.00","1,766.50","1,785.46","1,754.44",-0.45%
2019-10-18,"1,754.50","1,760.50","1,768.68","1,742.30",-0.26%
2019-10-19,"1,754.50","1,760.50","1,768.68","1,742.30",-0.26%
2019-10-20,"1,754.50","1,760.50","1,768.68","1,742.30",-0.26%
2019-10-21,"1,758.00","1,751.50","1,777.98","1,749.00",0.20%
2019-10-22,"1,755.50","1,757.50","1,772.95","1,750.67",-0.14%
2019-10-23,"1,741.50","1,755.00","1,765.56","1,732.39",-0.80%
2019-10-24,"1,777.50","1,741.00","1,785.00","1,741.44",2.07%
2019-10-25,"1,763.50","1,776.00","1,788.25","1,764.38",-0.79%
2019-10-26,"1,763.50","1,776.00","1,788.25","1,764.38",-0.79%
2019-10-27,"1,763.50","1,776.00","1,788.25","1,764.38",-0.79%
2019-10-28,"1,800.06","1,764.50","1,810.85","1,764.50",2.07%
2019-10-29,"1,781.51","1,800.06","1,805.11","1,776.01",-1.03%
2019-10-30,"1,805.33","1,781.29","1,827.00","1,776.56",1.34%
2019-10-31,"1,794.06","1,805.32","1,825.50","1,777.58",-0.62%
2019-11-01,"1,805.50","1,794.00","1,817.78","1,785.68",0.64%
2019-11-02,"1,805.50","1,794.00","1,817.78","1,785.68",0.64%
2019-11-03,"1,805.50","1,794.00","1,817.78","1,785.68",0.64%
2019-11-04,"1,779.11","1,804.50","1,822.50","1,772.50",-1.46%
2019-11-05,"1,777.84","1,779.11","1,791.05","1,760.52",-0.07%
2019-11-06,"1,792.55","1,777.00","1,804.50","1,766.75",0.83%
2019-11-07,"1,801.68","1,793.30","1,814.41","1,788.25",0.51%
2019-11-08,"1,742.90","1,801.61","1,804.47","1,738.10",-3.26%
2019-11-09,"1,742.90","1,801.61","1,804.47","1,738.10",-3.26%
2019-11-10,"1,742.90","1,801.61","1,804.47","1,738.10",-3.26%
2019-11-11,"1,687.96","1,740.50","1,757.18","1,678.40",-3.15%
2019-11-12,"1,699.77","1,687.50","1,717.92","1,686.84",0.70%
2019-11-13,"1,710.00","1,699.51","1,734.78","1,693.82",0.60%
2019-11-14,"1,737.01","1,710.08","1,743.21","1,704.50",1.58%
2019-11-15,"1,704.84","1,736.43","1,749.45","1,701.17",-1.85%
2019-11-16,"1,704.84","1,736.43","1,749.45","1,701.17",-1.85%
2019-11-17,"1,704.84","1,736.43","1,749.45","1,701.17",-1.85%
2019-11-18,"1,737.63","1,709.50","1,745.18","1,707.09",1.92%
2019-11-19,"1,763.00","1,737.00","1,776.82","1,714.71",1.46%
2019-11-20,"1,766.32","1,764.19","1,783.45","1,755.79",0.19%
2019-11-21,"1,760.37","1,766.00","1,775.63","1,757.02",-0.34%
2019-11-22,"1,775.77","1,760.20","1,778.58","1,757.30",0.87%
2019-11-23,"1,775.77","1,760.20","1,778.58","1,757.30",0.87%
2019-11-24,"1,775.77","1,760.20","1,778.58","1,757.30",0.87%
2019-11-25,"1,797.09","1,777.00","1,816.59","1,775.59",1.20%
2019-11-26,"1,809.84","1,796.96","1,821.02","1,779.75",0.71%
2019-11-27,"1,833.26","1,809.94","1,839.13","1,798.18",1.29%
2019-11-28,"1,840.50","1,833.00","1,844.50","1,824.75",0.39%
2019-11-29,"1,841.19","1,838.00","1,848.25","1,822.45",0.04%
2019-11-30,"1,841.19","1,838.00","1,848.25","1,822.45",0.04%
2019-12-01,"1,841.19","1,838.00","1,848.25","1,822.45",0.04%
2019-12-02,"1,852.23","1,839.50","1,863.42","1,834.46",0.60%
2019-12-03,"1,856.08","1,852.22","1,863.90","1,842.83",0.21%
2019-12-04,"1,869.63","1,856.04","1,876.25","1,850.02",0.73%
2019-12-05,"1,872.25","1,869.58","1,878.48","1,848.78",0.14%
2019-12-06,"1,877.79","1,872.00","1,882.90","1,864.33",0.30%
2019-12-07,"1,877.79","1,872.00","1,882.90","1,864.33",0.30%
2019-12-08,"1,877.79","1,872.00","1,882.90","1,864.33",0.30%
2019-12-09,"1,881.73","1,877.50","1,901.00","1,871.85",0.21%
2019-12-10,"1,896.53","1,882.00","1,905.50","1,879.18",0.79%
2019-12-11,"1,910.48","1,896.54","1,919.65","1,891.78",0.74%
2019-12-12,"1,940.16","1,910.00","1,946.50","1,907.49",1.55%
2019-12-13,"1,930.49","1,940.05","1,982.47","1,912.43",-0.50%
2019-12-14,"1,930.49","1,940.05","1,982.47","1,912.43",-0.50%
2019-12-15,"1,930.49","1,940.05","1,982.47","1,912.43",-0.50%
2019-12-16,"1,977.56","1,932.00","1,993.19","1,934.00",2.44%
2019-12-17,"1,954.69","1,977.59","2,001.77","1,932.00",-1.16%
2019-12-18,"1,922.89","1,954.73","1,957.42","1,917.55",-1.63%
2019-12-19,"1,936.37","1,922.93","1,943.43","1,914.90",0.70%
2019-12-20,"1,855.29","1,936.37","1,950.96","1,831.76",-4.19%
2019-12-21,"1,855.29","1,936.37","1,950.96","1,831.76",-4.19%
2019-12-22,"1,855.29","1,936.37","1,950.96","1,831.76",-4.19%
2019-12-23,"1,875.69","1,852.50","1,888.99","1,814.90",1.10%
2019-12-24,"1,883.19","1,875.69","1,898.25","1,863.78",0.40%
2019-12-25,"1,886.89","1,886.26","1,888.52","1,885.52",0.20%
2019-12-26,"1,900.91","1,886.00","1,905.77","1,882.45",0.74%
2019-12-27,"1,905.01","1,900.91","1,914.90","1,895.49",0.22%
2019-12-28,"1,905.01","1,900.91","1,914.90","1,895.49",0.22%
2019-12-29,"1,905.01","1,900.91","1,914.90","1,895.49",0.22%
2019-12-30,"1,906.65","1,908.50","1,916.70","1,901.78",0.09%
2019-12-31,"1,941.50","1,906.67","1,946.03","1,905.66",1.83%
2020-01-01,"1,939.50","1,941.00","1,944.00","1,942.00",-0.10%
2020-01-02,"1,959.54","1,940.50","1,968.20","1,939.50",1.03%
2020-01-03,"1,987.53","1,959.53","1,990.19","1,957.67",1.43%
2020-01-04,"1,987.53","1,959.53","1,990.19","1,957.67",1.43%
2020-01-05,"1,987.53","1,959.53","1,990.19","1,957.67",1.43%
2020-01-06,"2,030.56","1,982.50","2,033.53","1,984.50",2.16%
2020-01-07,"2,051.76","2,030.51","2,057.25","2,013.94",1.04%
2020-01-08,"2,104.75","2,051.81","2,111.03","2,023.27",2.58%
2020-01-09,"2,107.39","2,104.76","2,152.25","2,059.75",0.13%
2020-01-10,"2,117.50","2,107.00","2,133.45","2,097.20",0.48%
2020-01-11,"2,117.50","2,107.00","2,133.45","2,097.20",0.48%
2020-01-12,"2,117.50","2,107.00","2,133.45","2,097.20",0.48%
2020-01-13,"2,132.17","2,118.00","2,149.47","2,110.49",0.69%
2020-01-14,"2,194.38","2,132.11","2,196.25","2,124.93",2.92%
2020-01-15,"2,263.20","2,194.31","2,267.00","2,187.03",3.14%
2020-01-16,"2,312.95","2,263.20","2,397.33","2,257.93",2.20%
2020-01-17,"2,480.42","2,312.98","2,539.62","2,306.56",7.24%
2020-01-18,"2,480.42","2,312.98","2,539.62","2,306.56",7.24%
2020-01-19,"2,480.42","2,312.98","2,539.62","2,306.56",7.24%
2020-01-20,"2,499.06","2,468.50","2,584.69","2,471.00",0.75%
2020-01-21,"2,401.65","2,500.00","2,527.53","2,378.00",-3.90%
2020-01-22,"2,472.00","2,401.64","2,486.50","2,382.00",2.93%
2020-01-23,"2,460.94","2,472.00","2,539.00","2,390.00",-0.45%
2020-01-24,"2,427.74","2,460.95","2,491.00","2,385.00",-1.35%
2020-01-25,"2,427.74","2,460.95","2,491.00","2,385.00",-1.35%
2020-01-26,"2,427.74","2,460.95","2,491.00","2,385.00",-1.35%
2020-01-27,"2,267.93","2,427.74","2,430.73","2,261.75",-6.58%
2020-01-28,"2,289.26","2,267.93","2,339.50","2,251.40",0.94%
2020-01-29,"2,288.90","2,289.13","2,334.41","2,261.71",-0.02%
2020-01-30,"2,310.23","2,288.89","2,322.00","2,256.50",0.93%
2020-01-31,"2,278.04","2,308.00","2,327.00","2,278.24",-1.39%
2020-02-01,"2,278.04","2,308.00","2,327.00","2,278.24",-1.39%
2020-02-02,"2,278.04","2,308.00","2,327.00","2,278.24",-1.39%
2020-02-03,"2,320.17","2,284.50","2,337.27","2,268.50",1.85%
2020-02-04,"2,434.17","2,320.16","2,438.43","2,313.26",4.91%
2020-02-05,"2,431.70","2,434.50","2,500.82","2,416.65",-0.10%
2020-02-06,"2,346.40","2,431.69","2,463.25","2,327.00",-3.51%
2020-02-07,"2,316.43","2,346.59","2,366.39","2,287.00",-1.28%
2020-02-08,"2,316.43","2,346.59","2,366.39","2,287.00",-1.28%
2020-02-09,"2,316.43","2,346.59","2,366.39","2,287.00",-1.28%
2020-02-10,"2,353.39","2,315.50","2,378.00","2,316.50",1.60%
2020-02-11,"2,340.96","2,353.17","2,366.50","2,307.50",-0.53%
2020-02-12,"2,404.71","2,340.98","2,409.00","2,319.20",2.72%
2020-02-13,"2,423.67","2,405.02","2,443.83","2,373.13",0.79%
2020-02-14,"2,431.70","2,423.68","2,461.18","2,406.95",0.33%
2020-02-15,"2,431.70","2,423.68","2,461.18","2,406.95",0.33%
2020-02-16,"2,431.70","2,423.68","2,461.18","2,406.95",0.33%
2020-02-17,"2,522.00","2,422.50","2,536.00","2,425.00",3.71%
2020-02-18,"2,636.00","2,519.00","2,639.50","2,505.55",4.52%
2020-02-19,"2,713.67","2,635.50","2,843.79","2,624.77",2.95%
2020-02-20,"2,690.16","2,712.68","2,772.00","2,643.00",-0.87%
2020-02-21,"2,703.16","2,690.16","2,737.18","2,669.48",0.48%
2020-02-22,"2,703.16","2,690.16","2,737.18","2,669.48",0.48%
2020-02-23,"2,703.16","2,690.16","2,737.18","2,669.48",0.48%
2020-02-24,"2,628.22","2,712.26","2,736.94","2,592.41",-2.77%
2020-02-25,"2,699.23","2,628.22","2,739.79","2,634.86",2.70%
2020-02-26,"2,789.50","2,700.24","2,803.31","2,687.21",3.34%
2020-02-27,"2,844.82","2,791.00","2,882.20","2,730.13",1.98%
2020-02-28,"2,593.19","2,844.82","2,884.04","2,487.00",-8.85%
