Date,Open,High,Low,Close
2018-03-15,8290.759765625,8428.349609375,7783.0498046875,8300.8603515625
2018-03-16,8322.91015625,8585.150390625,8005.3100585938,8338.349609375
2018-03-17,8321.91015625,8346.5302734375,7812.8198242188,7916.8798828125
2018-03-18,7890.5200195313,8245.509765625,7397.990234375,8223.6796875
2018-03-19,8344.1201171875,8675.8701171875,8182.3999023438,8630.650390625
2018-03-20,8619.669921875,9051.01953125,8389.8896484375,8913.4697265625
2018-03-21,8937.48046875,9177.3701171875,8846.330078125,8929.2802734375
2018-03-22,8939.4404296875,9100.7099609375,8564.900390625,8728.4697265625
2018-03-23,8736.25,8879.6201171875,8360.6201171875,8879.6201171875
2018-03-24,8901.9501953125,8996.1796875,8665.7001953125,8668.1201171875
2018-03-25,8612.8095703125,8682.009765625,8449.099609375,8495.7802734375
2018-03-26,8498.4697265625,8530.080078125,7921.4301757813,8209.400390625
2018-03-27,8200.0,8232.7802734375,7797.2797851563,7833.0400390625
2018-03-28,7836.830078125,8122.8901367188,7809.169921875,7954.4799804688
2018-03-29,7979.0698242188,7994.330078125,7081.3798828125,7165.7001953125
2018-03-30,7171.4501953125,7276.66015625,6683.9301757813,6890.5200195313
2018-03-31,6892.4799804688,7207.8500976563,6863.5200195313,6973.5297851563
2018-04-01,7003.0600585938,7060.9501953125,6526.8701171875,6844.2299804688
2018-04-02,6844.8598632813,7135.4702148438,6816.580078125,7083.7998046875
2018-04-03,7102.259765625,7530.9399414063,7072.490234375,7456.1098632813
2018-04-04,7456.41015625,7469.8798828125,6803.8798828125,6853.83984375
2018-04-05,6848.6499023438,6933.8198242188,6644.7998046875,6811.4702148438
2018-04-06,6815.9599609375,6857.490234375,6575.0,6636.3198242188
2018-04-07,6630.509765625,7050.5400390625,6630.509765625,6911.08984375
2018-04-08,6919.9799804688,7111.5600585938,6919.9799804688,7023.5200195313
2018-04-09,7044.3198242188,7178.1098632813,6661.990234375,6770.7299804688
2018-04-10,6795.4399414063,6872.41015625,6704.1499023438,6834.759765625
2018-04-11,6843.4702148438,6968.3198242188,6817.58984375,6968.3198242188
2018-04-12,6955.3798828125,7899.2299804688,6806.509765625,7889.25
2018-04-13,7901.08984375,8183.9599609375,7758.9301757813,7895.9599609375
2018-04-14,7874.669921875,8140.7099609375,7846.0,7986.240234375
2018-04-15,7999.330078125,8338.419921875,7999.330078125,8329.1103515625
2018-04-16,8337.5703125,8371.150390625,7925.7299804688,8058.669921875
2018-04-17,8071.66015625,8285.9599609375,7881.7202148438,7902.08984375
2018-04-18,7944.4301757813,8197.7998046875,7886.009765625,8163.419921875
2018-04-19,8159.2700195313,8298.6904296875,8138.7797851563,8294.3095703125
2018-04-20,8286.8798828125,8880.23046875,8244.5400390625,8845.830078125
2018-04-21,8848.7900390625,8997.5703125,8652.150390625,8895.580078125
2018-04-22,8925.0595703125,9001.6396484375,8779.6103515625,8802.4599609375
2018-04-23,8794.3896484375,8958.5498046875,8788.8095703125,8930.8798828125
2018-04-24,8934.33984375,9732.6103515625,8927.830078125,9697.5
2018-04-25,9701.0302734375,9745.3203125,8799.83984375,8845.740234375
2018-04-26,8867.3203125,9281.509765625,8727.08984375,9281.509765625
2018-04-27,9290.6298828125,9375.4697265625,8987.0498046875,8987.0498046875
2018-04-28,8939.26953125,9412.08984375,8931.990234375,9348.48046875
2018-04-29,9346.41015625,9531.490234375,9193.7099609375,9419.080078125
2018-04-30,9426.1103515625,9477.1396484375,9166.8095703125,9240.5498046875
2018-05-01,9251.4697265625,9255.8798828125,8891.0498046875,9119.009765625
2018-05-02,9104.599609375,9256.51953125,9015.1396484375,9235.919921875
2018-05-03,9233.9697265625,9798.330078125,9188.150390625,9743.8603515625
2018-05-04,9695.5,9779.2001953125,9585.9599609375,9700.759765625
2018-05-05,9700.2802734375,9964.5,9695.1201171875,9858.150390625
2018-05-06,9845.3095703125,9940.1396484375,9465.25,9654.7998046875
2018-05-07,9645.669921875,9665.849609375,9231.5302734375,9373.009765625
2018-05-08,9380.8701171875,9462.75,9127.76953125,9234.8203125
2018-05-09,9223.73046875,9374.759765625,9031.6201171875,9325.1796875
2018-05-10,9325.9599609375,9396.0400390625,9040.51953125,9043.9404296875
2018-05-11,9052.9599609375,9052.9599609375,8394.4599609375,8441.490234375
2018-05-12,8441.4404296875,8664.8603515625,8223.5,8504.8896484375
2018-05-13,8515.490234375,8773.5498046875,8395.1201171875,8723.9404296875
2018-05-14,8713.099609375,8881.1201171875,8367.9697265625,8716.7900390625
2018-05-15,8705.1904296875,8836.1904296875,8456.4501953125,8510.3798828125
2018-05-16,8504.41015625,8508.4296875,8175.490234375,8368.830078125
2018-05-17,8370.0498046875,8445.5400390625,8054.1201171875,8094.3198242188
2018-05-18,8091.830078125,8274.1201171875,7974.8198242188,8250.9697265625
2018-05-19,8255.73046875,8372.0595703125,8183.3500976563,8247.1796875
2018-05-20,8246.990234375,8562.41015625,8205.240234375,8513.25
2018-05-21,8522.330078125,8557.51953125,8365.1201171875,8418.990234375
2018-05-22,8419.8701171875,8423.25,8004.580078125,8041.7797851563
2018-05-23,8037.080078125,8054.66015625,7507.8798828125,7557.8198242188
2018-05-24,7561.1201171875,7738.6000976563,7331.1401367188,7587.33984375
2018-05-25,7592.2998046875,7659.1401367188,7392.6499023438,7480.1401367188
2018-05-26,7486.4799804688,7595.16015625,7349.1201171875,7355.8798828125
2018-05-27,7362.080078125,7381.740234375,7270.9599609375,7368.2202148438
2018-05-28,7371.3100585938,7419.0498046875,7100.8901367188,7135.990234375
2018-05-29,7129.4599609375,7526.419921875,7090.6801757813,7472.58984375
2018-05-30,7469.7299804688,7573.7700195313,7313.6000976563,7406.5200195313
2018-05-31,7406.1499023438,7608.8999023438,7361.1298828125,7494.169921875
2018-06-01,7500.7001953125,7604.7299804688,7407.33984375,7541.4501953125
2018-06-02,7536.7202148438,7695.830078125,7497.259765625,7643.4501953125
2018-06-03,7632.08984375,7754.8901367188,7613.0400390625,7720.25
2018-06-04,7722.5297851563,7753.8198242188,7474.0400390625,7514.4702148438
2018-06-05,7500.8999023438,7643.2299804688,7397.0,7633.759765625
2018-06-06,7625.9702148438,7680.4301757813,7502.009765625,7653.9799804688
2018-06-07,7650.8198242188,7741.2700195313,7650.8198242188,7678.240234375
2018-06-08,7685.1401367188,7698.1899414063,7558.3999023438,7624.919921875
2018-06-09,7632.5200195313,7683.580078125,7531.9799804688,7531.9799804688
2018-06-10,7499.5498046875,7499.5498046875,6709.0698242188,6786.0200195313
2018-06-11,6799.2900390625,6910.1801757813,6706.6298828125,6906.919921875
2018-06-12,6905.8198242188,6907.9599609375,6542.080078125,6582.3598632813
2018-06-13,6596.8798828125,6631.66015625,6285.6298828125,6349.8999023438
2018-06-14,6342.75,6707.1401367188,6334.4599609375,6675.3500976563
2018-06-15,6674.080078125,6681.080078125,6433.8701171875,6456.580078125
2018-06-16,6455.4501953125,6592.490234375,6402.2900390625,6550.16015625
2018-06-17,6545.5297851563,6589.1098632813,6499.2700195313,6499.2700195313
2018-06-18,6510.0698242188,6781.1401367188,6446.6801757813,6734.8198242188
2018-06-19,6742.3901367188,6822.5,6709.919921875,6769.9399414063
2018-06-20,6770.759765625,6821.5600585938,6611.8798828125,6776.5498046875
2018-06-21,6780.08984375,6810.9399414063,6715.169921875,6729.740234375
2018-06-22,6737.8798828125,6747.080078125,6006.6000976563,6083.6899414063
2018-06-23,6090.1000976563,6224.8198242188,6071.8100585938,6162.4799804688
2018-06-24,6164.2797851563,6223.7797851563,5826.41015625,6173.2299804688
2018-06-25,6171.9702148438,6327.3701171875,6119.6801757813,6249.1801757813
2018-06-26,6253.5498046875,6290.16015625,6093.669921875,6093.669921875
2018-06-27,6084.3999023438,6180.0,6052.8500976563,6157.1298828125
2018-06-28,6153.16015625,6170.41015625,5873.0498046875,5903.4399414063
2018-06-29,5898.1298828125,6261.66015625,5835.75,6218.2998046875
2018-06-30,6214.2202148438,6465.509765625,6214.2202148438,6404.0
2018-07-01,6411.6801757813,6432.8500976563,6289.2900390625,6385.8198242188
2018-07-02,6380.3798828125,6683.8598632813,6305.7001953125,6614.1801757813
2018-07-03,6596.66015625,6671.3701171875,6447.75,6529.58984375
2018-07-04,6550.8701171875,6771.919921875,6450.4599609375,6597.5498046875
2018-07-05,6599.7099609375,6749.5400390625,6546.6499023438,6639.1401367188
2018-07-06,6638.6899414063,6700.9399414063,6533.5498046875,6673.5
2018-07-07,6668.7099609375,6863.990234375,6579.240234375,6856.9301757813
2018-07-08,6857.7998046875,6885.91015625,6747.9799804688,6773.8798828125
2018-07-09,6775.080078125,6838.6801757813,6724.33984375,6741.75
2018-07-10,6739.2099609375,6767.740234375,6320.7202148438,6329.9501953125
2018-07-11,6330.7700195313,6444.9599609375,6330.4702148438,6394.7099609375
2018-07-12,6396.7797851563,6397.1000976563,6136.419921875,6228.8100585938
2018-07-13,6235.0297851563,6310.5498046875,6192.240234375,6238.0498046875
2018-07-14,6247.5,6298.1899414063,6212.2202148438,6276.1201171875
2018-07-15,6272.7001953125,6403.4599609375,6256.509765625,6359.6401367188
2018-07-16,6357.009765625,6741.75,6357.009765625,6741.75
2018-07-17,6739.6499023438,7387.240234375,6684.169921875,7321.0400390625
2018-07-18,7315.3198242188,7534.990234375,7280.4702148438,7370.7797851563
2018-07-19,7378.2001953125,7494.4599609375,7295.4599609375,7466.8598632813
2018-07-20,7467.3999023438,7594.669921875,7323.259765625,7354.1298828125
2018-07-21,7352.7202148438,7437.6401367188,7262.41015625,7419.2900390625
2018-07-22,7417.7998046875,7537.9501953125,7383.8198242188,7418.490234375
2018-07-23,7414.7099609375,7771.5,7409.1000976563,7711.1098632813
2018-07-24,7716.509765625,8424.26953125,7705.5,8424.26953125
2018-07-25,8379.66015625,8416.8701171875,8086.3598632813,8181.3901367188
2018-07-26,8176.8500976563,8290.330078125,7878.7099609375,7951.580078125
2018-07-27,7950.3999023438,8262.66015625,7839.759765625,8165.009765625
2018-07-28,8169.0600585938,8222.849609375,8110.7700195313,8192.150390625
2018-07-29,8205.8203125,8272.259765625,8141.1801757813,8218.4599609375
2018-07-30,8221.58,8235.5,7917.5,8180.48
2018-07-31,8181.2,8181.53,7696.93,7780.44
2018-08-01,7769.04,7769.04,7504.95,7624.91
2018-08-02,7634.19,7712.77,7523.44,7567.15
2018-08-03,7562.14,7562.14,7328.65,7434.39
2018-08-04,7438.67,7497.49,6984.07,7032.85
2018-08-05,7031.08,7102.77,6940.7,7068.48
2018-08-06,7062.94,7166.55,6890.54,6951.8
2018-08-07,6958.32,7146.56,6748.24,6753.12
2018-08-08,6746.85,6746.85,6226.22,6305.8
2018-08-09,6305.56,6625.73,6249.07,6568.23
2018-08-10,6571.42,6591.26,6124.52,6184.71
2018-08-11,6185.79,6455.74,6109.03,6295.73
2018-08-12,6283.65,6409.85,6237.5,6322.69
2018-08-13,6341.36,6537.05,6225.72,6297.57
2018-08-14,6287.66,6287.94,5971.05,6199.71
2018-08-15,6221.42,6588.49,6221.42,6308.52
2018-08-16,6294.23,6473.5,6276.41,6334.73
2018-08-17,6340.91,6582.5,6324.97,6580.63
2018-08-18,6583.43,6617.35,6353.73,6423.76
2018-08-19,6422.57,6537.98,6361.55,6506.07
2018-08-20,6500.51,6536.92,6297.93,6308.53
2018-08-21,6301.07,6500.87,6298.24,6488.76
2018-08-22,6486.25,6816.79,6310.11,6376.71
2018-08-23,6371.34,6546.54,6371.34,6534.88
2018-08-24,6551.52,6719.96,6498.64,6719.96
2018-08-25,6719.95,6789.63,6700.96,6763.19
2018-08-26,6754.64,6774.75,6620.75,6707.26
2018-08-27,6710.8,6884.64,6689.71,6884.64
2018-08-28,6891.08,7109.56,6882.34,7096.28
2018-08-29,7091.71,7113.3,6970.82,7047.16
2018-08-30,7043.76,7072.69,6834.69,6978.23
2018-08-31,6973.97,7057.17,6920.16,7037.58
2018-09-01,7044.81,7242.29,7038.05,7193.25
2018-09-02,7189.58,7306.31,7132.16,7272.72
2018-09-03,7279.03,7317.94,7208.15,7260.06
2018-09-04,7263.0,7388.26,7255.44,7361.66
2018-09-05,7361.46,7388.43,6792.83,6792.83
2018-09-06,6755.14,6755.14,6404.72,6529.17
2018-09-07,6528.92,6555.29,6396.87,6467.07
2018-09-08,6460.17,6534.25,6197.52,6225.98
2018-09-09,6223.38,6446.26,6201.22,6300.86
2018-09-10,6301.57,6374.98,6292.76,6329.7
2018-09-11,6331.88,6398.92,6260.21,6321.2
2018-09-12,6317.01,6363.87,6265.09,6351.8
2018-09-13,6354.24,6535.41,6354.24,6517.31
2018-09-14,6515.41,6596.1,6456.17,6512.71
2018-09-15,6509.4,6561.72,6493.55,6543.2
2018-09-16,6536.68,6544.33,6460.1,6517.18
2018-09-17,6514.06,6540.21,6257.52,6281.2
2018-09-18,6280.91,6384.18,6265.71,6371.3
2018-09-19,6371.85,6448.46,6208.34,6398.54
2018-09-20,6398.85,6529.26,6395.95,6519.67
2018-09-21,6513.87,6794.33,6496.36,6734.95
2018-09-22,6735.05,6814.56,6616.8,6721.98
2018-09-23,6715.32,6766.15,6679.42,6710.63
2018-09-24,6704.77,6713.56,6580.9,6595.41
2018-09-25,6603.64,6603.64,6381.86,6446.47
2018-09-26,6452.79,6585.91,6397.89,6495.0
2018-09-27,6495.29,6712.1,6464.95,6676.75
2018-09-28,6678.75,6785.03,6598.32,6644.13
2018-09-29,6643.1,6643.1,6511.65,6601.96
2018-09-30,6604.71,6643.78,6566.54,6625.56
2018-10-01,6619.85,6653.3,6549.08,6589.62
2018-10-02,6593.24,6611.84,6537.9,6556.1
2018-10-03,6553.86,6571.46,6454.03,6502.59
2018-10-04,6497.91,6603.31,6497.91,6576.69
2018-10-05,6574.15,6623.62,6557.41,6622.48
2018-10-06,6622.45,6628.54,6577.8,6588.31
2018-10-07,6590.68,6641.49,6557.04,6602.95
2018-10-08,6600.19,6675.06,6576.04,6652.23
2018-10-09,6653.08,6661.41,6606.94,6642.64
2018-10-10,6640.29,6640.29,6538.96,6585.53
2018-10-11,6586.74,6586.74,6243.74,6256.24
2018-10-12,6239.25,6328.5,6236.47,6274.58
2018-10-13,6278.08,6308.51,6259.81,6285.99
2018-10-14,6288.49,6363.21,6280.15,6290.93
2018-10-15,6292.64,6965.06,6258.68,6596.54
2018-10-16,6601.41,6673.59,6571.37,6596.11
2018-10-17,6590.52,6601.21,6517.45,6544.43
2018-10-18,6542.33,6567.54,6450.04,6476.71
2018-10-19,6478.07,6493.68,6445.31,6465.41
2018-10-20,6460.92,6497.72,6449.0,6489.19
2018-10-21,6490.09,6556.38,6476.0,6482.35
2018-10-22,6486.05,6543.8,6462.98,6487.16
2018-10-23,6472.36,6506.01,6451.27,6475.74
2018-10-24,6478.89,6521.99,6468.86,6495.84
2018-10-25,6484.65,6504.65,6447.03,6476.29
2018-10-26,6468.44,6498.29,6449.61,6474.75
2018-10-27,6480.84,6507.41,6453.53,6480.38
2018-10-28,6482.66,6502.28,6447.91,6486.39
2018-10-29,6492.35,6503.6,6306.99,6332.63
2018-10-30,6337.04,6364.99,6310.14,6334.27
2018-10-31,6336.99,6349.16,6316.88,6317.61
2018-11-01,6318.14,6547.14,6311.83,6377.78
2018-11-02,6378.92,6396.86,6327.38,6388.44
2018-11-03,6387.24,6400.07,6342.37,6361.26
2018-11-04,6365.47,6388.63,6294.57,6376.13
2018-11-05,6363.62,6480.59,6363.62,6419.66
2018-11-06,6433.38,6463.55,6408.16,6461.01
2018-11-07,6468.5,6552.16,6468.31,6530.14
2018-11-08,6522.27,6536.92,6438.53,6453.72
2018-11-09,6442.6,6456.46,6373.37,6385.62
2018-11-10,6386.13,6437.28,6385.31,6409.22
2018-11-11,6413.63,6423.25,6350.17,6411.27
2018-11-12,6411.76,6434.21,6360.47,6371.27
2018-11-13,6373.19,6395.27,6342.67,6359.49
2018-11-14,6351.24,6371.55,5544.09,5738.35
2018-11-15,5736.15,5774.82,5358.38,5648.03
2018-11-16,5645.32,5657.02,5498.94,5575.55
2018-11-17,5578.58,5578.58,5519.56,5554.33
2018-11-18,5559.74,5653.61,5559.74,5623.54
2018-11-19,5620.78,5620.78,4842.91,4871.49
2018-11-20,4863.93,4951.61,4272.11,4451.87
2018-11-21,4465.54,4675.73,4343.98,4602.17
2018-11-22,4611.57,4629.64,4365.64,4365.94
2018-11-23,4360.7,4396.42,4195.68,4347.11
2018-11-24,4347.69,4413.09,3795.16,3880.76
2018-11-25,3880.78,4120.87,3585.06,4009.97
2018-11-26,4015.07,4107.14,3643.92,3779.13
2018-11-27,3765.95,3862.96,3661.01,3820.72
2018-11-28,3822.47,4385.9,3822.47,4257.42
2018-11-29,4269.0043945313,4413.02046804,4145.7651367188,4278.84645524
2018-11-30,4289.08896703,4322.97639207,3942.82208559,4017.26845712
2018-12-01,4024.46424203,4309.37731216,3969.71064261,4214.67193177
2018-12-02,4200.73317961,4301.51941165,4110.97847302,4139.8780641
2018-12-03,4147.32376691,4155.97928378,3840.44626837,3894.1309069
2018-12-04,3886.2948763,4075.62765492,3832.74993843,3956.89386975
2018-12-05,3958.89472485,3969.53585216,3753.99482663,3753.99482663
2018-12-06,3754.07446712,3874.96603127,3521.10172384,3521.10172384
2018-12-07,3512.59040851,3512.59040851,3280.22875211,3419.93720035
2018-12-08,3421.9104035,3506.04339159,3350.65070337,3476.11471452
2018-12-09,3473.22762038,3685.30559965,3469.09435766,3614.23427278
2018-12-10,3612.04639531,3647.33258231,3470.14441964,3502.65599577
2018-12-11,3497.5547337,3513.18494093,3392.2500529,3424.58807495
2018-12-12,3421.4583733,3534.22857953,3413.48135271,3486.95014412
2018-12-13,3487.87935755,3489.73939494,3298.13196161,3313.67725772
2018-12-14,3311.75191371,3329.55602092,3206.54229103,3242.48476281
2018-12-15,3243.99754038,3275.37782696,3191.30356157,3236.76164502
2018-12-16,3236.2747733,3305.75310795,3233.81979097,3252.83902595
2018-12-17,3253.12299273,3597.9178885,3253.12299273,3545.86476058
2018-12-18,3544.76156472,3701.34942887,3487.16920219,3696.05912776
2018-12-19,3706.82484989,3949.32295089,3687.23002226,3745.95076478
2018-12-20,3742.19518335,4191.22870639,3728.97463571,4134.44120304
2018-12-21,4133.703587,4198.42957996,3850.94616856,3896.54371704
2018-12-22,3898.08367671,4014.18251388,3855.73893391,4014.18251388
2018-12-23,4020.99467354,4085.72358463,3976.4057328,3998.98034184
2018-12-24,4000.33178206,4271.79245,4000.33178206,4078.59919478
2018-12-25,4081.03047102,4089.56159334,3760.02039224,3815.49060966
2018-12-26,3819.66669066,3893.35973112,3769.86381605,3857.29751969
2018-12-27,3854.68857317,3874.41687968,3645.44843766,3654.83353854
2018-12-28,3653.13192864,3956.13609361,3642.63210325,3923.91859424
2018-12-29,3932.49180904,3963.75880829,3820.40868219,3820.40868219
2018-12-30,3822.38483485,3901.9090157,3797.21912198,3865.95257679
2018-12-31,3866.83899926,3868.74298842,3725.86749335,3742.70033544
2019-01-01,3746.71338747,3850.91376479,3707.23130258,3843.51996727
2019-01-02,3849.21640853,3947.9812729,3817.40949569,3943.40933686
2019-01-03,3931.04863841,3935.68513083,3826.22287069,3836.74131867
2019-01-04,3832.03996811,3865.93453193,3783.8536653,3857.71761887
2019-01-05,3851.97396457,3904.90309592,3836.90012599,3845.19446017
2019-01-06,3836.51915828,4093.29744447,3826.51306238,4076.63268458
2019-01-07,4078.58505461,4092.61343706,4020.89395079,4025.24828708
2019-01-08,4028.47207166,4109.02106516,3996.95525626,4030.84799935
2019-01-09,4031.55201569,4068.40358144,4022.66280883,4035.29636921
2019-01-10,4034.41144545,4064.06655088,3659.17453883,3678.92468128
2019-01-11,3674.01543102,3713.88184691,3653.06980474,3687.3654818
2019-01-12,3686.97309735,3698.9783488,3653.81085703,3661.30098975
2019-01-13,3658.86811698,3674.75998688,3544.92722821,3552.95306759
2019-01-14,3557.31113168,3727.83629128,3552.28515158,3706.05222041
2019-01-15,3704.21630768,3720.15341533,3619.94912664,3630.67522467
2019-01-16,3631.5098712,3685.77705953,3624.67338834,3655.00688578
2019-01-17,3651.87098588,3680.13601133,3621.96099215,3678.56397636
2019-01-18,3677.99058389,3682.52000204,3637.08086521,3657.83943502
2019-01-19,3652.37783507,3758.53352345,3652.37783507,3728.56836493
2019-01-20,3725.44612463,3743.38797121,3583.01948596,3601.0135915
2019-01-21,3600.37273885,3608.84084892,3558.53714829,3576.03243928
2019-01-22,3575.08123989,3620.74655094,3539.72132372,3604.57705248
2019-01-23,3605.55702187,3623.06775216,3565.31403323,3585.12306636
2019-01-24,3584.5003014,3616.08741447,3569.09284671,3600.86550122
2019-01-25,3607.3903841,3612.92766233,3575.59733314,3599.7658879
2019-01-26,3599.7153629,3654.93319305,3593.34583728,3602.46043861
2019-01-27,3604.68726747,3612.67142766,3567.24575778,3583.96576317
2019-01-28,3584.28327917,3586.75087826,3439.23300929,3470.45054223
2019-01-29,3468.87015541,3476.06536415,3400.81972619,3448.11702209
2019-01-30,3443.89706175,3495.1748876,3429.38794807,3486.18175093
2019-01-31,3485.40928952,3504.80488538,3447.91581548,3457.79274724
2019-02-01,3460.54712403,3501.95413455,3431.59149165,3487.94538683
2019-02-02,3484.62588008,3523.28733174,3467.57468262,3521.06078726
2019-02-03,3516.13956776,3521.38822007,3447.92431416,3464.01332586
2019-02-04,3467.2116661,3476.22377768,3442.5869204,3459.15414635
2019-02-05,3454.9508136,3478.14811641,3451.93695191,3466.35743916
2019-02-06,3469.09170088,3469.09170088,3398.56538208,3413.7677183
2019-02-07,3414.92953864,3427.94560955,3394.21860755,3399.47164359
2019-02-08,3401.37643333,3695.61397521,3391.02375248,3666.78035061
2019-02-09,3671.58595682,3679.94151048,3646.55933455,3671.20370545
2019-02-10,3673.20153682,3695.03601276,3640.97995463,3690.18824383
2019-02-11,3695.61303928,3695.61303928,3642.28773261,3648.43062774
2019-02-12,3642.75185939,3668.58683348,3618.55692543,3653.52864497
2019-02-13,3653.60399078,3669.74651062,3617.2464285,3632.07060268
2019-02-14,3631.17019256,3646.25659694,3607.69780014,3616.88097021
2019-02-15,3617.36836687,3647.7950639,3608.20643294,3620.81075285
2019-02-16,3615.27026725,3652.84126709,3615.27026725,3629.78749138
2019-02-17,3633.35947964,3680.53728847,3619.18213016,3673.83629289
2019-02-18,3671.36998898,3936.66500089,3669.98232379,3915.71447331
2019-02-19,3911.66152075,4010.87942178,3908.15296756,3947.09440657
2019-02-20,3946.68498546,4000.48629461,3926.24692473,3999.82050882
2019-02-21,4000.25678662,4010.009483,3940.10818712,3954.1182433
