Date,Volume
2018-07-07,3961080064
2018-07-08,3386210048
2018-07-09,3718129920
2018-07-10,4052430080
2018-07-11,3644859904
2018-07-12,3770170112
2018-07-13,3805400064
2018-07-14,2923670016
2018-07-15,3285459968
2018-07-16,4725799936
2018-07-17,5961950208
2018-07-18,6103410176
2018-07-19,5111629824
2018-07-20,4936869888
2018-07-21,3726609920
2018-07-22,3695460096
2018-07-23,5132480000
2018-07-24,7277689856
2018-07-25,5845400064
2018-07-26,4899089920
2018-07-27,5195879936
2018-07-28,3988750080
2018-07-29,4107190016
2018-07-30,5551400000
2018-07-31,5287530000
2018-08-01,4797620000
2018-08-02,4214110000
2018-08-03,4627150000
2018-08-04,4268390000
2018-08-05,3679110000
2018-08-06,3925900000
2018-08-07,4682800000
2018-08-08,5064430000
2018-08-09,4267040000
2018-08-10,4528680000
2018-08-11,4047850000
2018-08-12,5665250000
2018-08-13,4083980000
2018-08-14,5301700000
2018-08-15,4895450000
2018-08-16,4328420000
2018-08-17,4992990000
2018-08-18,3984520000
2018-08-19,3311170000
2018-08-20,3665100000
2018-08-21,3377180000
2018-08-22,4668110000
2018-08-23,3426180000
2018-08-24,4097820000
2018-08-25,3312600000
2018-08-26,3295500000
2018-08-27,4019000000
2018-08-28,4659940000
2018-08-29,4145880000
2018-08-30,4463250000
2018-08-31,4495650000
2018-09-01,4116050000
2018-09-02,4329540000
2018-09-03,4087760000
2018-09-04,4273640000
2018-09-05,5800460000
2018-09-06,5523470000
2018-09-07,4264680000
2018-09-08,3835060000
2018-09-09,3671890000
2018-09-10,3714100000
2018-09-11,3849910000
2018-09-12,4064230000
2018-09-13,4210910000
2018-09-14,4076220000
2018-09-15,3216300000
2018-09-16,3273730000
2018-09-17,3910780000
2018-09-18,4180090000
2018-09-19,4431340000
2018-09-20,4348110000
2018-09-21,6531940000
2018-09-22,4509660000
2018-09-23,4197500000
2018-09-24,4177310000
2018-09-25,4726180000
2018-09-26,4437300000
2018-09-27,4606810000
2018-09-28,5014430000
2018-09-29,4363690000
2018-09-30,4002280000
2018-10-01,4000970000
2018-10-02,3979260000
2018-10-03,3887310000
2018-10-04,3838410000
2018-10-05,3671500000
2018-10-06,3259740000
2018-10-07,3306630000
2018-10-08,3979460000
2018-10-09,3580810000
2018-10-10,3787650000
2018-10-11,5181640000
2018-10-12,3783500000
2018-10-13,3064030000
2018-10-14,3085320000
2018-10-15,7370770000
2018-10-16,4074800000
2018-10-17,4088420000
2018-10-18,3924080000
2018-10-19,3578870000
2018-10-20,3379130000
2018-10-21,3253610000
2018-10-22,3672860000
2018-10-23,3716150000
2018-10-24,3424670000
2018-10-25,3230550000
2018-10-26,3306050000
2018-10-27,3393250000
2018-10-28,3445190000
2018-10-29,4199910000
2018-10-30,3781100000
2018-10-31,4191240000
2018-11-01,3789400000
2018-11-02,4234870000
2018-11-03,3658640000
2018-11-04,4390020000
2018-11-05,4174800000
2018-11-06,4700040000
2018-11-07,4941260000
2018-11-08,4665260000
2018-11-09,4346820000
2018-11-10,3705320000
2018-11-11,3939060000
2018-11-12,4295770000
2018-11-13,4503800000
2018-11-14,7398940000
2018-11-15,7032140000
2018-11-16,5279320000
2018-11-17,4303150000
2018-11-18,4159680000
2018-11-19,7039560000
2018-11-20,8428290000
2018-11-21,6120120000
2018-11-22,4569370000
2018-11-23,4871490000
2018-11-24,4679500000
2018-11-25,6825640000
2018-11-26,6476900000
2018-11-27,5998720000
2018-11-28,7280280000
2018-11-29,6503347767
2018-11-30,6048016717
2018-12-01,5375314093
2018-12-02,5262697895
2018-12-03,5089570994
2018-12-04,5028069239
2018-12-05,5302481574
2018-12-06,5878333109
2018-12-07,6835615448
2018-12-08,5305024497
2018-12-09,4947372847
2018-12-10,5020968740
2018-12-11,4696765188
2018-12-12,4139364829
2018-12-13,4343372456
2018-12-14,4372763663
2018-12-15,3551763561
2018-12-16,3744248994
2018-12-17,5409247918
2018-12-18,5911325473
2018-12-19,6810689119
2018-12-20,8927129279
2018-12-21,7206015706
2018-12-22,5605823233
2018-12-23,6151275490
2018-12-24,7240968501
2018-12-25,6158207293
2018-12-26,5326547918
2018-12-27,5130222366
2018-12-28,5631554348
2018-12-29,4991655917
2018-12-30,4770578575
2018-12-31,4661840806
2019-01-01,4324200990
2019-01-02,5244856836
2019-01-03,4530215219
2019-01-04,4847965467
2019-01-05,5137609824
2019-01-06,5597027440
2019-01-07,5228625637
2019-01-08,5306593305
2019-01-09,5115905225
2019-01-10,6874143796
2019-01-11,5538712865
2019-01-12,4778170883
2019-01-13,4681302466
2019-01-14,5651384490
2019-01-15,5537192302
2019-01-16,5394457145
2019-01-17,5464420383
2019-01-18,5002961727
2019-01-19,5955691380
2019-01-20,5582489560
2019-01-21,5004347059
2019-01-22,5313623556
2019-01-23,5433755649
2019-01-24,5262869046
2019-01-25,5265847539
2019-01-26,5098183235
2019-01-27,5570752966
2019-01-28,6908930483
2019-01-29,5897159493
2019-01-30,5955112627
2019-01-31,5831198271
2019-02-01,5422926707
2019-02-02,5071623601
2019-02-03,5043937584
2019-02-04,5332718886
2019-02-05,5227549545
2019-02-06,5482196038
2019-02-07,5004962683
2019-02-08,7735623101
2019-02-09,6158833645
2019-02-10,6282256903
2019-02-11,6277056434
2019-02-12,6480384532
2019-02-13,6438903823
2019-02-14,6271044418
2019-02-15,6091952231
2019-02-16,5934744052
2019-02-17,7039512503
2019-02-18,9908216640
2019-02-19,9933626655
2019-02-20,8693373948
2019-02-21,7775128102
2019-02-22,7826525254
2019-02-23,8922258316
2019-02-24,10794227451
2019-02-25,9318796067
2019-02-26,7931218996
2019-02-27,8301309684
2019-02-28,8399767798
2019-03-01,7661247975
2019-03-02,7578786076
2019-03-03,7253558152
2019-03-04,9029175788
2019-03-05,10174126415
2019-03-06,9175291529
2019-03-07,9584165519
2019-03-08,10638638944
2019-03-09,10796103518
2019-03-10,9713267607
2019-03-11,10125901903
2019-03-12,9809887079
2019-03-13,9469184841
2019-03-14,10480789570
2019-03-15,9394210605
2019-03-16,9856166973
2019-03-17,8221625400
2019-03-18,9646954186
2019-03-19,9344919956
2019-03-20,10175916388
2019-03-21,10831212662
2019-03-22,9252935969
2019-03-23,9578850549
2019-03-24,9144851065
2019-03-25,10359818883
2019-03-26,10707678815
2019-03-27,10897131934
2019-03-28,9353915899
2019-03-29,10918665557
2019-03-30,9732688060
2019-03-31,9045122443
2019-04-01,10157794171
2019-04-02,21315047816
2019-04-03,22899891582
2019-04-04,18251810240
2019-04-05,16837325387
2019-04-06,16929795194
2019-04-07,16655416140
2019-04-08,17154113634
2019-04-09,14722104361
2019-04-10,15504590933
2019-04-11,16555616019
2019-04-12,13675206312
2019-04-13,10823289598
2019-04-14,10391952498
2019-04-15,12290155061
2019-04-16,11618660197
2019-04-17,12438480677
2019-04-18,13256489918
2019-04-19,13780238655
2019-04-20,13169647522
2019-04-21,13731844223
2019-04-22,14601631648
2019-04-23,15867308108
2019-04-24,17048033399
2019-04-25,15330283408
2019-04-26,16812108040
2019-04-27,13111274675
2019-04-28,12819992056
2019-04-29,13735490672
2019-04-30,13878964574
2019-05-01,13679528236
2019-05-02,14644460907
2019-05-03,18720780006
2019-05-04,17567780766
2019-05-05,14808830723
2019-05-06,15737171804
2019-05-07,18026409033
2019-05-08,15320605300
2019-05-09,16784645411
2019-05-10,19419875368
2019-05-11,28867562329
2019-05-12,27773333680
2019-05-13,28677672181
2019-05-14,32031452227
2019-05-15,28344112920
2019-05-16,33167197581
2019-05-17,30066644905
2019-05-18,21354286562
2019-05-19,25902422040
2019-05-20,23843404340
2019-05-21,25127245056
2019-05-22,24719473175
2019-05-23,24457107820
2019-05-24,25919126991
2019-05-25,22256813107
2019-05-26,26677970091
2019-05-27,27949839564
2019-05-28,24226919267
2019-05-29,23473479966
2019-05-30,29246528551
2019-05-31,25365190957
2019-06-01,22488303544
2019-06-02,20266216022
2019-06-03,22004511436
2019-06-04,24609731549
2019-06-05,21760923463
2019-06-06,19474611077
2019-06-07,19141423231
2019-06-08,16522722810
2019-06-09,16610726547
2019-06-10,18689275117
2019-06-11,17107279932
2019-06-12,19034432883
2019-06-13,18669407147
2019-06-14,19831162906
2019-06-15,18371033226
2019-06-16,23348550311
2019-06-17,15562951919
2019-06-18,15848210536
2019-06-19,15546809946
2019-06-20,17846823784
2019-06-21,20624008643
2019-06-22,29995204861
2019-06-23,20998326502
2019-06-24,19271652365
2019-06-25,24879684533
2019-06-26,45105733173
2019-06-27,39977475223
2019-06-28,35087757766
2019-06-29,29923961128
2019-06-30,27256473494
2019-07-01,29378589324
2019-07-02,31015895223
2019-07-03,30796494294
2019-07-04,25920294033
2019-07-05,23838480210
2019-07-06,21092024306
2019-07-07,19369044277
2019-07-08,23482551458
2019-07-09,28167921523
2019-07-10,33627574244
2019-07-11,28595327690
2019-07-12,23534692797
2019-07-13,21042616384
2019-07-14,22486000001
2019-07-15,25384047207
2019-07-16,24151199070
2019-07-17,24569921549
2019-07-18,25187024648
2019-07-19,20727426310
2019-07-20,20206615155
2019-07-21,17130580467
2019-07-22,16334414913
2019-07-23,17851916995
2019-07-24,17398734322
2019-07-25,15821952090
2019-07-26,14495714483
2019-07-27,16817809536
2019-07-28,13738687093
2019-07-29,13791445323
2019-07-30,13829811132
2019-07-31,16631520648
2019-08-01,17165337858
2019-08-02,17489094082
2019-08-03,15352685061
2019-08-04,16530894787
2019-08-05,23875988832
2019-08-06,23635107660
2019-08-07,22194988641
2019-08-08,19481591730
2019-08-09,18339989960
2019-08-10,18125355447
2019-08-11,15774371518
2019-08-12,13647198229
2019-08-13,16681503537
2019-08-14,19990838300
2019-08-15,22899115082
2019-08-16,20228207096
2019-08-17,13778035685
2019-08-18,12999813869
2019-08-19,16038264603
2019-08-20,15053082175
2019-08-21,19473084768
2019-08-22,17097508856
2019-08-23,15627023886
2019-08-24,15451030650
2019-08-25,14153856610
2019-08-26,18438654080
2019-08-27,14762609503
2019-08-28,17603790323
2019-08-29,17045878501
2019-08-30,13595263986
2019-08-31,11454806419
2019-09-01,11445355859
2019-09-02,17248102294
2019-09-03,19384917989
2019-09-04,16742664769
2019-09-05,14551239508
2019-09-06,19536574783
2019-09-07,15307366476
2019-09-08,13670567493
2019-09-09,17595943368
2019-09-10,14906809639
2019-09-11,15428063426
2019-09-12,15323563925
2019-09-13,14109864675
2019-09-14,13468713124
2019-09-15,12043433567
2019-09-16,15160167779
2019-09-17,15304603363
2019-09-18,16169268880
2019-09-19,19937691247
2019-09-20,14734189639
2019-09-21,13425266806
2019-09-22,13199651698
2019-09-23,15144925408
2019-09-24,25002886689
2019-09-25,21744728353
2019-09-26,19258205289
2019-09-27,16408941156
2019-09-28,14141152736
2019-09-29,13034629109
2019-09-30,17115474183
2019-10-01,15305343413
2019-10-02,13125712443
2019-10-03,13668823409
2019-10-04,13139456229
2019-10-05,12200497197
2019-10-06,13160830305
2019-10-07,18009742607
2019-10-08,15592264032
2019-10-09,19384942333
2019-10-10,17618660671
2019-10-11,19604381101
2019-10-12,14532641605
2019-10-13,13808286059
2019-10-14,15151387859
2019-10-15,15220412632
2019-10-16,16071646996
2019-10-17,14313052244
2019-10-18,15651592610
2019-10-19,13797825640
2019-10-20,15504249442
2019-10-21,15868748866
2019-10-22,16803377857
2019-10-23,21942878958
2019-10-24,16268708849
2019-10-25,28705065488
2019-10-26,44496255609
2019-10-27,32593129501
2019-10-28,30948255332
2019-10-29,28426779937
2019-10-30,27706531577
2019-10-31,26583653947
2019-11-01,24324691031
2019-11-02,21242676385
2019-11-03,21132220847
2019-11-04,26170255634
2019-11-05,26198609048
2019-11-06,23133895765
2019-11-07,22700383839
2019-11-08,24333037836
2019-11-09,17578630606
2019-11-10,20587919881
2019-11-11,20265510765
2019-11-12,20309769107
2019-11-13,17545755405
2019-11-14,19084739975
2019-11-15,21796856471
2019-11-16,16495389808
2019-11-17,18668638897
2019-11-18,21579470673
2019-11-19,21083613816
2019-11-20,20764300437
2019-11-21,22514243371
2019-11-22,34242315785
2019-11-23,21008924418
2019-11-24,30433517289
2019-11-25,42685231262
2019-11-26,21129505542
2019-11-27,23991412764
2019-11-28,19050116751
2019-11-29,19709695456
2019-11-30,17158194786
2019-12-01,18720708479
2019-12-02,17082040706
2019-12-03,14797485769
2019-12-04,21664240918
2019-12-05,18816085231
2019-12-06,18104466307
2019-12-07,15453520564
2019-12-08,15409908086
2019-12-09,17872021272
2019-12-10,18249031195
2019-12-11,16350490689
2019-12-12,18927080224
2019-12-13,17125736940
2019-12-14,17137029730
2019-12-15,16881129804
2019-12-16,20213265950
2019-12-17,22363804217
2019-12-18,31836522778
2019-12-19,25904604416
2019-12-20,22633815180
2019-12-21,19312552168
2019-12-22,23134537956
2019-12-23,27831788041
2019-12-24,22991622105
2019-12-25,21559505149
2019-12-26,22787010034
2019-12-27,22777360996
2019-12-28,21365673026
2019-12-29,22445257702
2019-12-30,22874131672
2019-12-31,21167946112
2020-01-01,18565664997
2020-01-02,20802083465
2020-01-03,28111481032
2020-01-04,18444271275
2020-01-05,19725074095
2020-01-06,23276261598
2020-01-07,28767291327
2020-01-08,31672559265
2020-01-09,24045990466
2020-01-10,28714583844
2020-01-11,25521165085
2020-01-12,22903438381
2020-01-13,22482910688
2020-01-14,44841784107
2020-01-15,40102834650
2020-01-16,31313981931
2020-01-17,36372139320
2020-01-18,32337772627
2020-01-19,34217320471
2020-01-20,26422375678
2020-01-21,24097418512
2020-01-22,22600204051
2020-01-23,25770680779
2020-01-24,24397913026
2020-01-25,19647331549
2020-01-26,22177678796
2020-01-27,28647338393
2020-01-28,34398744403
2020-01-29,30682598115
2020-01-30,32378792851
2020-01-31,29432489719
2020-02-01,25922656496
2020-02-02,30835736946
2020-02-03,30934096509
2020-02-04,29893183716
2020-02-05,35222060874
2020-02-06,37628823716
2020-02-07,34522718159
2020-02-08,35172043762
2020-02-09,35807884663
2020-02-10,39386548075
2020-02-11,37648059389
2020-02-12,43444303830
2020-02-13,49356071373
2020-02-14,43338264162
2020-02-15,43865054831
2020-02-16,43374780305
2020-02-17,45998298413
2020-02-18,47271023953
2020-02-19,46992019710
2020-02-20,44925260237
2020-02-21,40930547513
2020-02-22,35838025154
2020-02-23,41185185761
2020-02-24,45080496648
2020-02-25,42515259129
2020-02-26,50420050762
2020-02-27,45470195695
2020-02-28,44605450443
2020-02-29,35792392544
2020-03-01,35349164300
2020-03-02,42857674409
2020-03-03,42386715821
2020-03-04,34746706368
2020-03-05,39698054597
2020-03-06,40826885651
2020-03-07,36216930370
2020-03-08,39973102121
2020-03-09,46936995808
2020-03-10,42213940994
2020-03-11,38682762605
2020-03-12,53980357243
2020-03-13,74156772075
2020-03-14,36154506008
2020-03-15,33997889639
2020-03-16,45368026430
2020-03-17,38622642935
2020-03-18,37878801016
2020-03-19,51000731797
2020-03-20,54442976103
2020-03-21,42494390880
2020-03-22,40099664740
2020-03-23,46491916000
2020-03-24,48221910672
2020-03-25,44590107888
2020-03-26,35319797642
2020-03-27,34585598367
2020-03-28,34885225901
2020-03-29,28373690931
2020-03-30,37101651525
2020-03-31,32786468812
2020-04-01,40346426266
2020-04-02,47660646124
2020-04-03,38976504903
2020-04-04,33185988584
2020-04-05,29510409856
2020-04-06,46896904615
2020-04-07,44243482668
2020-04-08,37563249549
2020-04-09,34815139178
2020-04-10,43622840992
2020-04-11,31222085946
2020-04-12,35759567632
2020-04-13,38619308647
2020-04-14,34110434052
2020-04-15,32288311031
2020-04-16,46783242377
2020-04-17,32513423567
2020-04-18,32447188386
2020-04-19,31311210215
2020-04-20,37747113936
2020-04-21,32589741511
2020-04-22,33249153866
2020-04-23,43500782316
2020-04-24,34636526286
2020-04-25,32941541447
2020-04-26,33070154491
2020-04-27,36162144725
2020-04-28,33187959921
2020-04-29,60201052203
2020-04-30,66964629541
2020-05-01,44068389997
2020-05-02,40134388683
2020-05-03,47101785174
2020-05-04,45718796276
2020-05-05,43148462663
2020-05-06,49371886931
2020-05-07,61112700562
2020-05-08,51780748042
2020-05-09,46566121841
2020-05-10,63325279337
2020-05-11,57119858802
2020-05-12,42142717533
2020-05-13,45558144023
2020-05-14,56426907637
2020-05-15,48158802327
2020-05-16,36164766408
2020-05-17,40084250663
2020-05-18,41827139896
2020-05-19,39254288955
2020-05-20,36546239703
2020-05-21,39326160532
2020-05-22,29810773699
2020-05-23,27727866812
2020-05-24,32518803300
2020-05-25,31288157264
2020-05-26,29584186947
2020-05-27,32740536902
2020-05-28,34367073114
2020-05-29,32896642044
2020-05-30,32722975141
2020-05-31,27773290299
2020-06-01,35198901068
2020-06-02,39137252109
2020-06-03,25007459262
2020-06-04,25921805072
2020-06-05,23509628646
2020-06-06,20438419222
2020-06-07,25015250846
2020-06-08,21486346312
2020-06-09,23717842783
2020-06-10,25706567601
2020-06-11,30247143440
2020-06-12,22610564515
2020-06-13,17564322315
2020-06-14,18991732746
2020-06-15,26699704768
2020-06-16,21565537209
2020-06-17,20177709879
2020-06-18,17770083003
2020-06-19,19632223107
2020-06-20,17130541557
2020-06-21,15324301169
2020-06-22,21104009514
2020-06-23,17006433272
2020-06-24,18961716076
2020-06-25,18616048626
2020-06-26,18341465837
2020-06-27,17273093144
2020-06-28,14560870760
2020-06-29,16460547078
2020-06-30,15735797744
2020-07-01,15971550355
2020-07-02,16338916796
2020-07-03,13078970999
2020-07-04,12290528515
2020-07-05,12903406143
2020-07-06,17889263252
2020-07-07,13839652595
2020-07-08,19702359883
2020-07-09,18000702524
2020-07-10,16860035605
2020-07-11,13249910444
2020-07-12,14452361907
2020-07-13,17519821266
2020-07-14,18085038362
2020-07-15,15844731575
2020-07-16,15713967523
2020-07-17,13944570749
2020-07-18,12252601475
2020-07-19,12939002784
2020-07-20,13755604146
2020-07-21,18069581956
2020-07-22,16532254884
2020-07-23,18146399002
2020-07-24,16552768325
2020-07-25,16610070933
2020-07-26,20507998997
2020-07-27,35359749590
2020-07-28,28766551142
2020-07-29,24617249715
2020-07-30,22857247901
2020-07-31,23160469766
2020-08-01,26075670303
2020-08-02,27410067336
2020-08-03,20271713443
2020-08-04,21250197042
2020-08-05,24411254471
2020-08-06,23400740340
2020-08-07,23132312867
2020-08-08,17572057837
2020-08-09,17489608833
2020-08-10,26114112569
2020-08-11,27039782640
2020-08-12,25064548486
2020-08-13,27522199497
2020-08-14,24237958589
2020-08-15,23354924400
2020-08-16,20583375490
2020-08-17,28227687027
2020-08-18,26043227672
2020-08-19,24502851117
2020-08-20,20175242945
2020-08-21,23762425999
2020-08-22,20224191306
2020-08-23,18482062658
2020-08-24,20681511755
2020-08-25,26301509932
2020-08-26,22466660958
2020-08-27,23240415076
2020-08-28,19807127588
2020-08-29,17485597759
2020-08-30,19760127945
2020-08-31,22285928250
2020-09-01,27311555343
2020-09-02,28037405299
2020-09-03,31927261555
2020-09-04,29965130374
2020-09-05,44916565292
2020-09-06,37071460174
2020-09-07,33703098409
2020-09-08,33430927462
2020-09-09,24128292755
2020-09-10,54406443211
2020-09-11,45201121775
2020-09-12,36750077324
2020-09-13,36506852789
2020-09-14,35453581940
2020-09-15,32509451925
2020-09-16,30769986455
2020-09-17,38151810523
2020-09-18,26341903912
2020-09-19,22764204008
2020-09-20,24699523788
2020-09-21,28884999244
2020-09-22,23621787804
2020-09-23,23788661867
2020-09-24,47144380902
2020-09-25,39348590957
2020-09-26,46852525493
2020-09-27,53745972818
2020-09-28,47762394731
2020-09-29,46582396602
2020-09-30,44171073700
2020-10-01,40023134100
2020-10-02,48661453918
2020-10-03,44660271563
2020-10-04,71251776995
2020-10-05,47537578009
2020-10-06,42623695307
2020-10-07,37799458436
2020-10-08,63314794397
2020-10-09,22799117613
2020-10-10,22877978588
2020-10-11,19968627060
2020-10-12,26163972642
2020-10-13,24241420251
2020-10-14,24103426719
2020-10-15,24487233058
2020-10-16,25635480772
2020-10-17,19130430174
2020-10-18,18283314340
2020-10-19,23860769928
2020-10-20,30915821592
2020-10-21,43414712626
2020-10-22,34729759598
2020-10-23,28974975003
2020-10-24,24542317940
2020-10-25,24406920575
2020-10-26,29461458313
2020-10-27,33749878156
2020-10-28,35867318895
2020-10-29,56499499598
2020-10-30,30581485201
2020-10-31,30306464719
2020-11-01,24453857900
2020-11-02,30771455468
2020-11-03,29869951617
2020-11-04,35116364962
2020-11-05,40856321439
2020-11-06,39837841971
2020-11-07,35024953706
2020-11-08,26632075029
2020-11-09,34149115566
2020-11-10,25574938143
2020-11-11,29772374934
2020-11-12,34175758344
2020-11-13,31599492172
2020-11-14,27481710135
2020-11-15,23653867583
2020-11-16,31526766675
2020-11-17,39006849170
2020-11-18,49064800278
2020-11-19,36985055355
2020-11-20,36992873940
2020-11-21,39650210707
2020-11-22,41280434226
2020-11-23,42741112308
2020-11-24,51469565009
2020-11-25,43710357371
2020-11-26,61396835737
2020-11-27,38886494645
2020-11-28,32601040734
2020-11-29,31133957704
2020-11-30,47728480399
2020-12-01,49633658712
2020-12-02,37387697139
2020-12-03,31930317405
2020-12-04,33872388058
2020-12-05,27242455064
2020-12-06,25293775714
2020-12-07,26896357742
2020-12-08,31692288756
2020-12-09,34420373071
2020-12-10,25547132265
2020-12-11,27919640985
2020-12-12,21752580802
2020-12-13,25450468637
2020-12-14,22473997681
2020-12-15,26741982541
2020-12-16,44409011479
2020-12-17,71378606374
2020-12-18,40387896275
2020-12-19,38487546580
2020-12-20,37844228422
2020-12-21,45852713981
2020-12-22,44171632681
2020-12-23,51146161904
2020-12-24,41080759713
2020-12-25,42068395846
2020-12-26,48332647295
2020-12-27,66479895605
2020-12-28,49056742893
2020-12-29,45265946774
2020-12-30,51287442704
2020-12-31,46754964848
2021-01-01,40730301359
2021-01-02,67865420765
2021-01-03,78665235202
2021-01-04,81163475344
2021-01-05,67547324782
2021-01-06,75289433811
2021-01-07,84762141031
2021-01-08,88107519480
2021-01-09,61984162837
2021-01-10,79980747690
2021-01-11,123320567399
2021-01-12,74773277909
2021-01-13,69364315979
2021-01-14,63615990033
2021-01-15,67760757881
2021-01-16,57706187875
2021-01-17,52359854336
2021-01-18,49511702429
2021-01-19,57244195486
2021-01-20,66834573161
2021-01-21,75643067688
2021-01-22,77207272511
2021-01-23,48354737975
2021-01-24,48643830599
2021-01-25,59897054838
2021-01-26,60255421470
2021-01-27,62576762015
2021-01-28,76517157706
2021-01-29,117894572511
2021-01-30,65141828798
2021-01-31,52754542671
2021-02-01,61400400660
2021-02-02,63088585433
2021-02-03,61166818159
2021-02-04,68838074392
2021-02-05,58598066402
2021-02-06,71326033653
2021-02-07,65500641143
2021-02-08,101467222687
2021-02-09,91809846886
2021-02-10,87301089896
2021-02-11,81388911810
2021-02-12,76555041196
2021-02-13,70250456155
2021-02-14,71248675228
2021-02-15,77069903166
2021-02-16,77049582886
2021-02-17,80820545404
2021-02-18,52054723579
2021-02-19,63495496918
2021-02-20,68145460026
2021-02-21,51897585191
2021-02-22,92052420332
2021-02-23,106102492824
2021-02-24,63695521388
2021-02-25,54506565949
2021-02-26,350967941479
2021-02-27,45910946382
2021-02-28,53443887451
2021-03-01,53891300112
2021-03-02,47530897720
2021-03-03,53220811975
2021-03-04,52343816680
2021-03-05,48625928883
2021-03-06,34363564661
2021-03-07,43137459378
2021-03-08,48597428048
2021-03-09,50912227385
2021-03-10,57295577614
2021-03-11,56772343595
2021-03-12,55689944702
2021-03-13,60669829814
2021-03-14,43901225564
2021-03-15,66419369890
2021-03-16,59749798599
2021-03-17,60258313191
2021-03-18,55746041000
2021-03-19,49063873786
2021-03-20,50361731222
2021-03-21,51943414539
2021-03-22,56521454974
2021-03-23,56435023914
2021-03-24,70567223787
2021-03-25,67999812841
2021-03-26,56652197978
2021-03-27,47266542233
2021-03-28,47686580918
2021-03-29,57625587027
2021-03-30,54414116432
2021-03-31,65520826225
2021-04-01,61669163792
2021-04-02,58727860620
2021-04-03,59641344484
2021-04-04,50749662970
2021-04-05,60706272115
2021-04-06,66058027988
2021-04-07,75645303584
2021-04-08,53053855641
2021-04-09,46655208546
2021-04-10,58238470525
2021-04-11,46280252580
2021-04-12,51828688519
2021-04-13,69983454362
2021-04-14,77451779687
2021-04-15,60954381579
2021-04-16,84293007468
2021-04-17,66138759198
2021-04-18,97468872758
2021-04-19,65344865159
2021-04-20,67849323955
2021-04-21,54926612466
2021-04-22,74798630778
2021-04-23,86668667320
2021-04-24,49014494781
2021-04-25,46117114240
2021-04-26,58284039825
2021-04-27,49448222757
2021-04-28,48000572955
2021-04-29,46088929780
2021-04-30,52395931985
2021-05-01,42836427360
2021-05-02,38177405335
2021-05-03,51713139031
2021-05-04,68564706967
2021-05-05,69241316747
2021-05-06,69523285106
2021-05-07,68434023376
2021-05-08,65382980634
2021-05-09,65906690347
2021-05-10,71776546298
2021-05-11,61308396325
2021-05-12,75215403907
2021-05-13,96721152926
2021-05-14,55737497453
2021-05-15,59161047474
2021-05-16,64047871555
2021-05-17,74903638450
2021-05-18,56187365084
2021-05-19,126358098747
2021-05-20,88281943359
2021-05-21,82051616861
2021-05-22,57377273240
2021-05-23,78469274361
2021-05-24,67359584098
2021-05-25,56211915803
2021-05-26,51346735160
2021-05-27,43210968721
2021-05-28,55200191952
2021-05-29,45231013335
2021-05-30,31646080921
2021-05-31,39009847639
2021-06-01,34639423297
2021-06-02,33070867190
2021-06-03,35460750427
2021-06-04,41831090187
2021-06-05,35959473399
2021-06-06,28913440585
2021-06-07,33683936663
2021-06-08,49902050442
2021-06-09,53972919008
2021-06-10,43576032854
2021-06-11,38699736985
2021-06-12,37924228550
2021-06-13,40669112838
2021-06-14,43148914673
2021-06-15,46420149185
2021-06-16,39211635100
2021-06-17,37096670047
2021-06-18,36200887275
2021-06-19,31207279719
2021-06-20,36664034054
2021-06-21,52809038594
2021-06-22,58964353058
2021-06-23,46317108925
2021-06-24,33123368116
2021-06-25,40230904226
2021-06-26,38585385521
2021-06-27,35511640894
2021-06-28,33892523752
2021-06-29,37901460044
2021-06-30,34059036099
2021-07-01,37838957079
2021-07-02,38728974942
2021-07-03,24383958643
2021-07-04,24924307911
2021-07-05,26721554282
2021-07-06,26501259870
2021-07-07,24796027477
2021-07-08,29910396946
2021-07-09,27436021028
2021-07-10,22971873468
2021-07-11,20108729370
2021-07-12,24321499537
2021-07-13,19120856669
2021-07-14,21376531210
2021-07-15,21300524237
2021-07-16,23699476918
2021-07-17,18895018942
2021-07-18,18787986667
2021-07-19,20434789545
2021-07-20,23148267245
2021-07-21,28203024559
2021-07-22,19555230518
2021-07-23,22552046192
2021-07-24,21664706865
2021-07-25,20856685287
2021-07-26,51022126212
2021-07-27,35097370560
2021-07-28,38702404695
2021-07-29,27167146027
2021-07-30,33072782960
2021-07-31,25802845343
2021-08-01,26688438115
2021-08-02,25595265436
2021-08-03,26189830450
2021-08-04,25372562724
2021-08-05,35185031017
2021-08-06,38226483046
2021-08-07,40030862141
2021-08-08,36302664750
2021-08-09,38734079049
2021-08-10,33546019517
2021-08-11,34319709073
2021-08-12,33723620826
2021-08-13,31744259539
2021-08-14,31211354442
2021-08-15,30988958446
2021-08-16,32776876610
2021-08-17,33451362600
2021-08-18,32194123075
2021-08-19,37204312299
2021-08-20,34706867452
2021-08-21,40585205312
2021-08-22,25370975378
2021-08-23,34305053719
2021-08-24,35361168834
2021-08-25,32646349931
2021-08-26,32666549568
2021-08-27,34511076995
2021-08-28,28568103401
2021-08-29,25889650240
2021-08-30,31847007016
2021-08-31,34730363427
2021-09-01,39139399125
2021-09-02,39508070319
2021-09-03,43206179619
2021-09-04,37471327794
2021-09-05,30322676319
2021-09-06,38884105426
2021-09-07,65210059683
2021-09-08,49007762488
2021-09-09,38672657013
2021-09-10,39154666597
2021-09-11,34499835245
2021-09-12,27881980161
2021-09-13,40969943253
2021-09-14,38652152880
