,date,RV
171,2018-06-21,3.340160871311084e-05
172,2018-06-22,0.0030359592606322107
173,2018-06-23,0.0001805759682860161
174,2018-06-24,0.007126728423496818
175,2018-06-25,0.0002872611859718245
176,2018-06-26,0.00024257476643244522
177,2018-06-27,8.116407292023396e-05
178,2018-06-28,0.001323738420555426
179,2018-06-29,0.002805391580442838
180,2018-06-30,0.0009084949518315686
181,2018-07-01,0.00015889052818622598
182,2018-07-02,0.00184156457861819
183,2018-07-03,0.00043614381055955155
184,2018-07-04,0.0008083264282369588
185,2018-07-05,0.00033788251834913777
186,2018-07-06,0.00017027397590009126
187,2018-07-07,0.0010659916559332648
188,2018-07-08,0.0001345819389821312
189,2018-07-09,0.00010197261627643901
190,2018-07-10,0.0015458507513431987
191,2018-07-11,9.937117482200259e-05
192,2018-07-12,0.0009071865675685035
193,2018-07-13,0.00026711815433584017
194,2018-07-14,3.3485673626881105e-05
195,2018-07-15,0.00018695255608106896
196,2018-07-16,0.0018721420438204835
197,2018-07-17,0.005658679517579447
198,2018-07-18,0.0004569849057965344
199,2018-07-19,0.000341246198148843
200,2018-07-20,0.00035995232592161687
201,2018-07-21,0.00028275014040982175
202,2018-07-22,0.0004137185458536703
203,2018-07-23,0.0013094551807812844
204,2018-07-24,0.0024121726341075236
205,2018-07-25,0.0005022871324907725
206,2018-07-26,0.0019569057116797556
207,2018-07-27,0.0009875895940323883
208,2018-07-28,0.0002267535681293264
209,2018-07-29,0.00011993487803147482
210,2018-07-30,8.543605606484064e-05
211,2018-07-31,0.0011391095408332715
212,2018-08-01,0.000799945158471014
213,2018-08-02,0.0002614414576376356
214,2018-08-03,0.0013714506132326875
215,2018-08-04,0.003617678472477929
216,2018-08-05,0.00028882356065485605
217,2018-08-06,0.00023864190349148068
218,2018-08-07,0.002328340964068739
219,2018-08-08,0.0013552459360980957
220,2018-08-09,0.0005073688978298917
221,2018-08-10,0.0025020967289576066
222,2018-08-11,0.0027732881616301286
223,2018-08-12,0.0002171151783824639
224,2018-08-13,0.0008543134893852156
225,2018-08-14,0.0024167479044188327
226,2018-08-15,0.0011043194631458126
227,2018-08-16,0.0005503411311990926
228,2018-08-17,0.0006210053433212814
229,2018-08-18,0.0007898366031975046
230,2018-08-19,0.0005171671199207274
231,2018-08-20,0.0009931091771719516
232,2018-08-21,0.00037948715267286916
233,2018-08-22,0.0027510756782711397
234,2018-08-23,0.0005068722970370386
235,2018-08-24,0.000535874715414065
236,2018-08-25,0.00013510394578693496
237,2018-08-26,0.00036067484457050393
238,2018-08-27,0.0006676230877380958
239,2018-08-28,0.0003831911616024545
240,2018-08-29,0.00041896636177374817
241,2018-08-30,0.0009068221939771864
242,2018-08-31,0.00017999851417715344
243,2018-09-01,0.0004552526193497682
244,2018-09-02,0.00018455918319877887
245,2018-09-03,0.0001702136894252282
246,2018-09-04,8.22882045060382e-05
247,2018-09-05,0.003900552528859395
248,2018-09-06,0.0016729205150641695
249,2018-09-07,0.0004037646180216639
250,2018-09-08,0.0016457169369319654
251,2018-09-09,0.0013066602525322478
252,2018-09-10,0.00016352468839233924
253,2018-09-11,0.00016352419703126366
254,2018-09-12,0.00011702106383592638
255,2018-09-13,0.00027574821365768397
256,2018-09-14,0.00047194756560667425
257,2018-09-15,2.997643841033491e-05
258,2018-09-16,0.00013331115521319494
259,2018-09-17,0.0011537317862740607
260,2018-09-18,0.0002533471154884416
261,2018-09-19,0.00033503298156384374
262,2018-09-20,0.00014492495964204925
263,2018-09-21,0.0005047114254517947
264,2018-09-22,0.00010237610121236955
265,2018-09-23,0.00012560243312738484
266,2018-09-24,0.00027529140981465627
267,2018-09-25,0.0006615672747581176
268,2018-09-26,0.0003511498776547253
269,2018-09-27,0.0008736042779260209
270,2018-09-28,0.0005645123547428046
271,2018-09-29,0.0005536650263674875
272,2018-09-30,7.799430826294668e-05
273,2018-10-01,0.00011049593166903495
274,2018-10-02,3.7500051226942274e-05
275,2018-10-03,0.00024856746729047107
276,2018-10-04,0.000249176028074193
277,2018-10-05,5.8999777355706845e-05
278,2018-10-06,5.0647461190824427e-05
279,2018-10-07,7.129583429193087e-05
280,2018-10-08,9.440510262931034e-05
281,2018-10-09,2.3000486538410072e-05
282,2018-10-10,0.00011945388069363066
283,2018-10-11,0.002110957937456529
284,2018-10-12,0.00017726437384925613
285,2018-10-13,1.5540195778487596e-05
286,2018-10-14,0.00019016790908498766
287,2018-10-15,0.006363862499164005
288,2018-10-16,0.00032459721192993886
289,2018-10-17,4.708376167163956e-05
290,2018-10-18,0.00013442291021027882
291,2018-10-19,5.97740340012667e-05
292,2018-10-20,7.04288625237125e-05
293,2018-10-21,6.651540901205159e-05
294,2018-10-22,5.422356683943959e-05
295,2018-10-23,4.7555979674743857e-05
296,2018-10-24,5.857260854992185e-05
297,2018-10-25,3.7451337593450134e-05
298,2018-10-26,2.0451355566820746e-05
299,2018-10-27,4.5046243121012656e-05
300,2018-10-28,2.602750081583812e-05
301,2018-10-29,0.00022260629966751783
302,2018-10-30,2.9237024541384046e-05
303,2018-10-31,8.631118868636732e-05
304,2018-11-01,4.854242986613005e-05
305,2018-11-02,2.121985833920366e-05
306,2018-11-03,5.157813780326473e-05
307,2018-11-04,0.00015076554427225213
308,2018-11-05,4.006347771443309e-05
309,2018-11-06,0.00010108306258980269
310,2018-11-07,0.00011485590673356436
311,2018-11-08,0.00016321710927203674
312,2018-11-09,0.00013193645451687263
313,2018-11-10,1.8073746040603126e-05
314,2018-11-11,0.00012161849981292575
315,2018-11-12,7.09318210580738e-06
316,2018-11-13,6.146215007511526e-06
317,2018-11-14,0.005180598604301445
318,2018-11-15,0.0018250298051386428
319,2018-11-16,0.00031574164701560887
320,2018-11-17,0.0002524763190365687
321,2018-11-18,0.0001954330392020045
322,2018-11-19,0.0035506180116552776
323,2018-11-20,0.01660427038585318
324,2018-11-21,0.001461365293909922
325,2018-11-22,0.0015235201440900108
326,2018-11-23,0.0005180480262360947
327,2018-11-24,0.0076695466201783915
328,2018-11-25,0.004370800050469794
329,2018-11-26,0.00339632202439763
330,2018-11-27,0.0012005412901338747
331,2018-11-28,0.004001825187876676
332,2018-11-29,0.0034548142257156537
333,2018-11-30,0.0027162825788063926
334,2018-12-01,0.002697638623581027
335,2018-12-02,0.00012963958343085947
336,2018-12-03,0.002229489934173736
337,2018-12-04,0.002130876951567316
338,2018-12-05,0.0016154373418699592
339,2018-12-06,0.004053645000139171
340,2018-12-07,0.005423931556838784
341,2018-12-08,0.0005390963561630347
342,2018-12-09,0.0016681436620576671
343,2018-12-10,0.000942549674228074
344,2018-12-11,0.00033421043085639493
345,2018-12-12,0.00024899066693414147
346,2018-12-13,0.0009263018321040339
347,2018-12-14,0.00031161154277256604
348,2018-12-15,0.0004061789454238764
349,2018-12-16,0.0005818773210819608
350,2018-12-17,0.0032780045340584938
351,2018-12-18,0.0013419125764818655
352,2018-12-19,0.002160616557812359
353,2018-12-20,0.0040972375532970515
354,2018-12-21,0.0016961663659646757
355,2018-12-22,0.0008530589109398082
356,2018-12-23,0.0007322416153493422
357,2018-12-24,0.003362714847347872
358,2018-12-25,0.006365748890754511
359,2018-12-26,0.000790296346074347
360,2018-12-27,0.0017248321165483308
361,2018-12-28,0.0023659940797457284
362,2018-12-29,0.0011187489900230238
363,2018-12-30,0.0003863546410410297
364,2018-12-31,0.0006032051699196145
365,2019-01-01,0.0007728352718377272
366,2019-01-02,0.00018211365340724793
367,2019-01-03,0.00027288086471844147
368,2019-01-04,0.00034246597133108
369,2019-01-05,0.0002257703241232805
370,2019-01-06,0.002709454506729139
371,2019-01-07,5.584569422320512e-05
372,2019-01-08,0.00029993670608196226
373,2019-01-09,0.00013598567362358221
374,2019-01-10,0.0041043198161147265
375,2019-01-11,5.560189891099549e-05
376,2019-01-12,8.078437298845256e-05
377,2019-01-13,0.0009101914614390404
378,2019-01-14,0.0017081274136323548
379,2019-01-15,0.00017805283677924086
380,2019-01-16,0.00014413636718254793
381,2019-01-17,7.22715812449898e-05
382,2019-01-18,0.0001788804883596506
383,2019-01-19,0.000629332056396059
384,2019-01-20,0.0010212148078127033
385,2019-01-21,6.599516339798154e-05
386,2019-01-22,0.00021001822869584914
387,2019-01-23,0.0001440455953609606
388,2019-01-24,8.497032113056437e-05
389,2019-01-25,0.0001318114199824044
390,2019-01-26,0.00027515512858108796
391,2019-01-27,9.596519433626521e-05
392,2019-01-28,0.0005627099808638223
393,2019-01-29,0.0005113592078185246
394,2019-01-30,0.00010703432514123667
395,2019-01-31,0.0002309604682801378
396,2019-02-01,0.00017047860242540717
397,2019-02-02,0.0002340572996832038
398,2019-02-03,0.00012248344507795482
399,2019-02-04,0.00013299877042083266
400,2019-02-05,1.152801951104817e-05
401,2019-02-06,0.00028297602739140343
402,2019-02-07,7.424393133845308e-06
403,2019-02-08,0.0024907367133033035
404,2019-02-09,0.00011881444063789927
405,2019-02-10,0.0001600123461636841
406,2019-02-11,0.00020901491939362237
407,2019-02-12,0.00010818282337371275
408,2019-02-13,5.297277442268616e-05
409,2019-02-14,7.877488169572778e-05
410,2019-02-15,0.00012549593788293645
411,2019-02-16,3.279468527820785e-05
412,2019-02-17,0.00024008403419110026
413,2019-02-18,0.0011047340486740104
414,2019-02-19,0.0005982659481028634
415,2019-02-20,0.00016045485279783786
416,2019-02-21,0.00011020688796735615
417,2019-02-22,5.9729261608040166e-05
418,2019-02-23,0.001517125253302316
419,2019-02-24,0.008436716221613736
420,2019-02-25,0.00040837368162198847
421,2019-02-26,9.120523661696297e-05
422,2019-02-27,3.843132483508165e-05
423,2019-02-28,0.00010874690929329977
424,2019-03-01,7.169746384106854e-05
425,2019-03-02,0.00010969916455861947
426,2019-03-03,5.4303644429176544e-05
427,2019-03-04,0.0004394931381668164
428,2019-03-05,0.000661018341506126
429,2019-03-06,0.00010486118570439314
430,2019-03-07,6.274658583365112e-05
431,2019-03-08,0.0002849182761481667
432,2019-03-09,0.0002339426357498931
433,2019-03-10,6.740688266443114e-05
434,2019-03-11,0.00018610214511753892
435,2019-03-12,0.0002890165016573071
436,2019-03-13,7.147119413553407e-05
437,2019-03-14,4.107261240663805e-05
438,2019-03-15,7.35818027620878e-05
439,2019-03-16,0.00033655175374638446
440,2019-03-17,8.970478292973846e-05
441,2019-03-18,0.00011982231607868564
442,2019-03-19,2.5895429870269143e-05
443,2019-03-20,5.792531904763428e-05
444,2019-03-21,0.0002830160830211862
445,2019-03-22,2.0988421354407246e-05
446,2019-03-23,4.263779717687812e-05
447,2019-03-24,2.766931305690831e-05
448,2019-03-25,8.698890214707829e-05
449,2019-03-26,8.431152503392225e-05
450,2019-03-27,0.00026552322486903413
451,2019-03-28,9.017436721405901e-05
452,2019-03-29,0.0003087023554379872
453,2019-03-30,5.847766022439446e-05
454,2019-03-31,5.457453139590264e-05
455,2019-04-01,6.457938129999488e-05
456,2019-04-02,0.012452654751739426
457,2019-04-03,0.0030564171840326707
458,2019-04-04,0.0019610110145190413
459,2019-04-05,0.00023868500769911558
460,2019-04-06,0.0008402375680160461
461,2019-04-07,0.000374977372751083
462,2019-04-08,0.0018330206915276087
463,2019-04-09,0.0002854009488494216
464,2019-04-10,0.0006915856475260964
465,2019-04-11,0.0022569235431857634
466,2019-04-12,0.00018586577937897193
467,2019-04-13,0.0001760371170416741
468,2019-04-14,0.00014850003265435595
469,2019-04-15,0.0006365994926078873
470,2019-04-16,0.0003600801800909563
471,2019-04-17,0.00010111773231064898
472,2019-04-18,0.00017716036239632147
473,2019-04-19,0.00012034766915944795
474,2019-04-20,7.458414602204991e-05
475,2019-04-21,0.00020359551447077072
476,2019-04-22,0.00027302166655903147
477,2019-04-23,0.000610724803782952
478,2019-04-24,0.0006343088190968572
479,2019-04-25,0.00214674392690824
480,2019-04-26,0.0007775534043473431
481,2019-04-27,0.0002067436631488041
482,2019-04-28,0.00010349151822617499
483,2019-04-29,8.25377595619592e-05
484,2019-04-30,0.0002274180496462266
485,2019-05-01,9.234756018743549e-05
486,2019-05-02,0.00025706473201003764
487,2019-05-03,0.0007643676187105832
488,2019-05-04,0.001714738327842706
489,2019-05-05,0.00016382636419254003
490,2019-05-06,0.0007523135866796427
491,2019-05-07,0.001605265732958399
492,2019-05-08,0.0001220068107032067
493,2019-05-09,0.00048057180392953
494,2019-05-10,0.0005455560622125129
495,2019-05-11,0.004217702567370866
496,2019-05-12,0.0061163436681692255
497,2019-05-13,0.006469489810342008
498,2019-05-14,0.004296866223941976
499,2019-05-15,0.0009127357784166498
500,2019-05-16,0.0018297485771261767
501,2019-05-17,0.006288602685047788
502,2019-05-18,0.00036492278312626284
503,2019-05-19,0.007721130034643804
504,2019-05-20,0.0009077494711391506
505,2019-05-21,0.00022244669255841785
506,2019-05-22,0.0015404916133842548
507,2019-05-23,0.0007024295810266464
508,2019-05-24,0.0004474560344976297
509,2019-05-25,0.00022524661224768004
510,2019-05-26,0.004290182226834593
511,2019-05-27,0.00023903619075746186
512,2019-05-28,7.508008134710628e-05
513,2019-05-29,0.00036595272494803895
514,2019-05-30,0.003776762632866448
515,2019-05-31,0.0003605199035180635
516,2019-06-01,3.34158070251608e-05
517,2019-06-02,0.0004122149942141934
518,2019-06-03,0.0037564290004185514
519,2019-06-04,0.002468498965827029
520,2019-06-05,0.0010371398228582434
521,2019-06-06,0.0012934043254755959
522,2019-06-07,0.00043811752735981204
523,2019-06-08,0.0005103726558749286
524,2019-06-09,0.0004933222057797163
525,2019-06-10,0.0008695929727215465
526,2019-06-11,0.0005995555089771815
527,2019-06-12,0.0005694061898397976
528,2019-06-13,0.00022002104521978745
529,2019-06-14,0.001384429903100828
530,2019-06-15,0.0004136803162316616
531,2019-06-16,0.0028694865123200476
532,2019-06-17,0.0009694442742486753
533,2019-06-18,0.0004601138918917708
534,2019-06-19,0.0002538796698593837
535,2019-06-20,0.0004638559276592995
536,2019-06-21,0.001413049375984252
537,2019-06-22,0.001970847585223859
538,2019-06-23,0.0009246292675901886
539,2019-06-24,0.0005358912769851242
540,2019-06-25,0.001683458028650019
541,2019-06-26,0.012588829723079861
542,2019-06-27,0.008417952341192771
543,2019-06-28,0.005850386706724972
544,2019-06-29,0.0051502533332933136
545,2019-06-30,0.0050834970992705425
546,2019-07-01,0.0065494519010573325
547,2019-07-02,0.007059528346976341
548,2019-07-03,0.005724168620911355
549,2019-07-04,0.0032949733648411834
550,2019-07-05,0.0009386034434028842
551,2019-07-06,0.0027379943202504786
552,2019-07-07,0.0009285498142394565
553,2019-07-08,0.002531932028953915
554,2019-07-09,0.001664652563050201
555,2019-07-10,0.0038016472075903225
556,2019-07-11,0.0018116271693768664
557,2019-07-12,0.0022278678635968855
558,2019-07-13,0.0012913679082184402
559,2019-07-14,0.003538495471329961
560,2019-07-15,0.0014268605272508724
561,2019-07-16,0.007740026782482945
562,2019-07-17,0.0061415502092532215
563,2019-07-18,0.0049625917501
564,2019-07-19,0.0011152325327085048
565,2019-07-20,0.0009124764272594109
566,2019-07-21,0.0007091108784567529
567,2019-07-22,0.0013638654413986018
568,2019-07-23,0.0014031720977517566
569,2019-07-24,0.001793762806650979
570,2019-07-25,0.0013742923392152764
571,2019-07-26,0.0004475914438004982
572,2019-07-27,0.0038174846001735405
573,2019-07-28,7.699270132187152e-05
574,2019-07-29,0.00028366157083418504
575,2019-07-30,0.0004417263765335612
576,2019-07-31,0.0010567249186520463
577,2019-08-01,0.0008366622101421988
578,2019-08-02,0.000811924043171319
579,2019-08-03,0.0007541533000432794
580,2019-08-04,0.0007762459977490793
581,2019-08-05,0.003191179511614015
582,2019-08-06,0.0032373834900290078
583,2019-08-07,0.0008257115986454629
584,2019-08-08,0.0012493089739484492
585,2019-08-09,0.00043838674194084836
586,2019-08-10,0.0015021430315524332
587,2019-08-11,0.00043493268659094937
588,2019-08-12,0.00017143922009929693
589,2019-08-13,0.0009178609361519038
590,2019-08-14,0.0018585764720782537
591,2019-08-15,0.0016969735589109345
592,2019-08-16,0.002415601808374861
593,2019-08-17,0.00029076697585513013
594,2019-08-18,0.0007344087753541433
595,2019-08-19,0.0013939020389351084
596,2019-08-20,0.00028384089879310114
597,2019-08-21,0.00248554631311304
598,2019-08-22,0.001023789326880412
599,2019-08-23,0.0008121630206030283
600,2019-08-24,0.0009820889851013725
601,2019-08-25,6.065801684505528e-05
602,2019-08-26,0.0002765440489437897
603,2019-08-27,0.0003756997246288911
604,2019-08-28,0.0033945216000508156
605,2019-08-29,0.0007994069220790147
606,2019-08-30,0.00011294148609766254
607,2019-08-31,5.613036001526307e-05
608,2019-09-01,0.00016288006099403728
609,2019-09-02,0.0012478640324233886
610,2019-09-03,0.0006404973592262798
611,2019-09-04,0.0009726598277714718
612,2019-09-05,3.070997962305634e-05
613,2019-09-06,0.0021815043966846833
614,2019-09-07,6.122633106825231e-05
615,2019-09-08,0.0002627183753669812
616,2019-09-09,0.0011051900544111672
617,2019-09-10,0.0003605943147899332
618,2019-09-11,0.00023577852596365885
619,2019-09-12,0.00039725933422075064
620,2019-09-13,0.00033841864066299547
621,2019-09-14,0.00010544839076366434
622,2019-09-15,2.5298043218090044e-05
623,2019-09-16,0.00036789271629835297
624,2019-09-17,9.8398082044998e-05
625,2019-09-18,1.7473430743539677e-05
626,2019-09-19,0.001885324618335197
627,2019-09-20,6.494491644599223e-05
628,2019-09-21,6.351834658342506e-05
629,2019-09-22,0.00036985515521650153
630,2019-09-23,0.00028895207746346347
631,2019-09-24,0.018747531273138277
632,2019-09-25,0.0009276443459948951
633,2019-09-26,0.003621200814936958
634,2019-09-27,0.0005669950425414471
635,2019-09-28,0.000389347816772669
636,2019-09-29,0.0005058824104784681
637,2019-09-30,0.0021894190266399985
638,2019-10-01,0.00031247686314793123
639,2019-10-02,0.0003103276824635322
640,2019-10-03,0.0003429730444142125
641,2019-10-04,0.00020268688698824372
642,2019-10-05,5.4377999241150955e-05
643,2019-10-06,0.0005077327467969705
644,2019-10-07,0.0008295169073060183
645,2019-10-08,8.671916632807636e-05
646,2019-10-09,0.0019961373856628986
647,2019-10-10,0.0001697182536193003
648,2019-10-11,0.0006493407649191731
649,2019-10-12,0.000216671600153033
650,2019-10-13,0.0003729301222956809
651,2019-10-14,9.880973734045346e-05
652,2019-10-15,0.00033015592384324355
653,2019-10-16,0.00030924125952625186
654,2019-10-17,0.0001627072374980988
655,2019-10-18,0.0003604573144831207
656,2019-10-19,4.841182868504637e-05
657,2019-10-20,0.00077198707792635
658,2019-10-21,2.0971269825267696e-05
659,2019-10-22,0.000466347328051174
660,2019-10-23,0.004526786306759399
661,2019-10-24,0.0001254709522045687
662,2019-10-25,0.009702371427221707
663,2019-10-26,0.01184026282685595
664,2019-10-27,0.0017511364301772423
665,2019-10-28,0.0008289526769025646
666,2019-10-29,0.00093606725739207
667,2019-10-30,0.0005568138609285746
668,2019-10-31,0.00020116687461296296
669,2019-11-01,0.0002744291930156245
670,2019-11-02,8.448818811515954e-05
671,2019-11-03,0.00024808610728295504
672,2019-11-04,0.00032863122406551714
673,2019-11-05,0.0005541299759241803
674,2019-11-06,0.00016489243536213592
675,2019-11-07,7.87433949952362e-05
676,2019-11-08,0.0008637780399615967
677,2019-11-09,0.00010462935409416731
678,2019-11-10,0.0008776194626008466
679,2019-11-11,0.0006790641110011916
680,2019-11-12,0.00014625489254983093
681,2019-11-13,0.00013879387811640534
682,2019-11-14,0.0001284286200236532
683,2019-11-15,0.00046858212960465003
684,2019-11-16,3.1026890179431914e-05
685,2019-11-17,0.0002056198273827354
686,2019-11-18,0.0006098850584008208
687,2019-11-19,9.518462974482011e-05
688,2019-11-20,6.781176912198767e-05
689,2019-11-21,0.0017679538923472047
690,2019-11-22,0.00444659461210343
691,2019-11-23,0.00045550600221440075
692,2019-11-24,0.0017112080575313743
693,2019-11-25,0.004957923623295342
694,2019-11-26,0.0006410724715235825
695,2019-11-27,0.0018896360694077396
696,2019-11-28,0.0009450246278228127
697,2019-11-29,0.0016913228743888925
698,2019-11-30,0.00042550606211886314
699,2019-12-01,0.0012282347370463405
700,2019-12-02,0.0002893951453364925
701,2019-12-03,0.00022185318466795643
702,2019-12-04,0.00341114097267616
703,2019-12-05,0.0002818285986353921
704,2019-12-06,0.0002624764153523404
705,2019-12-07,2.1005380699551263e-05
706,2019-12-08,0.0002910227527170602
707,2019-12-09,0.00013849531799486447
708,2019-12-10,0.00025739435858315566
709,2019-12-11,7.205011079862661e-05
710,2019-12-12,9.46537824419008e-05
711,2019-12-13,3.550228615768238e-05
712,2019-12-14,0.00040471026969212244
713,2019-12-15,0.00016659002722965344
714,2019-12-16,0.0007610145893640852
715,2019-12-17,0.001381905678109939
716,2019-12-18,0.003588489891469619
717,2019-12-19,0.00044213229544763497
718,2019-12-20,2.896677079886593e-05
719,2019-12-21,4.8037788774115286e-05
720,2019-12-22,0.001142098770796873
721,2019-12-23,0.001033271606888274
722,2019-12-24,0.0005108190126160871
723,2019-12-25,0.00013457200329416698
724,2019-12-26,0.00036612205320379464
725,2019-12-27,0.0003526670400410272
726,2019-12-28,7.604455373148294e-05
727,2019-12-29,0.0003059158395165598
728,2019-12-30,0.00021401427413235592
729,2019-12-31,7.171010304618204e-05
730,2020-01-01,6.201525411637324e-05
731,2020-01-02,0.0005806213172381337
732,2020-01-03,0.0016600270613772842
733,2020-01-04,2.557185707987657e-05
734,2020-01-05,0.00048003183071484897
735,2020-01-06,0.0014544645266717157
736,2020-01-07,0.002192703734200692
