,Date,Open,High,Low,Close,Adj Close
0,2015-02-20,0.752163,0.755572,0.751597,0.751936,0.751936
1,2015-02-21,0.752163,0.755572,0.751597,0.751936,0.751936
2,2015-02-22,0.752163,0.755572,0.751597,0.751936,0.751936
3,2015-02-23,0.752899,0.753807,0.749008,0.753012,0.753012
4,2015-02-24,0.753125,0.753693,0.742501,0.753125,0.753125
5,2015-02-25,0.748223,0.756487,0.748223,0.748391,0.748391
6,2015-02-26,0.757174,0.761441,0.753977,0.757117,0.757117
7,2015-02-27,0.753977,0.757289,0.753523,0.75392,0.75392
8,2015-02-28,0.753977,0.757289,0.753523,0.75392,0.75392
9,2015-03-01,0.753977,0.757289,0.753523,0.75392,0.75392
10,2015-03-02,0.755059,0.755687,0.751484,0.754888,0.754888
11,2015-03-03,0.750582,0.756716,0.750413,0.750582,0.750582
12,2015-03-04,0.756029,0.761209,0.75466,0.756258,0.756258
13,2015-03-05,0.758956,0.759647,0.747161,0.759129,0.759129
14,2015-03-06,0.748895,0.75171,0.737137,0.749008,0.749008
15,2015-03-07,0.748895,0.75171,0.737137,0.749008,0.749008
16,2015-03-08,0.748895,0.75171,0.737137,0.749008,0.749008
17,2015-03-09,0.736431,0.73888,0.732601,0.736377,0.736377
18,2015-03-10,0.733999,0.733999,0.726269,0.734107,0.734107
19,2015-03-11,0.729075,0.729874,0.719787,0.729182,0.729182
20,2015-03-12,0.730674,0.743605,0.729075,0.730674,0.730674
21,2015-03-13,0.740796,0.740796,0.731582,0.740576,0.740576
22,2015-03-14,0.740796,0.740796,0.731582,0.740576,0.740576
23,2015-03-15,0.740796,0.740796,0.731582,0.740576,0.740576
24,2015-03-16,0.731904,0.740192,0.731904,0.731904,0.731904
25,2015-03-17,0.738007,0.740576,0.731797,0.738062,0.738062
26,2015-03-18,0.731582,0.737191,0.72759,0.731582,0.731582
27,2015-03-19,0.750075,0.753693,0.737626,0.750582,0.750582
28,2015-03-20,0.743494,0.756601,0.742391,0.743218,0.743218
29,2015-03-21,0.743494,0.756601,0.742391,0.743218,0.743218
30,2015-03-22,0.743494,0.756601,0.742391,0.743218,0.743218
31,2015-03-23,0.757117,0.766518,0.755173,0.757002,0.757002
32,2015-03-24,0.765814,0.769823,0.762021,0.765521,0.765521
33,2015-03-25,0.762776,0.769112,0.760688,0.762486,0.762486
34,2015-03-26,0.75861,0.766518,0.757461,0.758495,0.758495
35,2015-03-27,0.75884,0.759878,0.754717,0.759186,0.759186
36,2015-03-28,0.75884,0.759878,0.754717,0.759186,0.759186
37,2015-03-29,0.75884,0.759878,0.754717,0.759186,0.759186
38,2015-03-30,0.75466,0.754888,0.750019,0.754717,0.754717
39,2015-03-31,0.750019,0.751089,0.745823,0.750131,0.750131
40,2015-04-01,0.74499,0.749176,0.739372,0.744546,0.744546
41,2015-04-02,0.744269,0.751597,0.742887,0.744103,0.744103
42,2015-04-03,0.750751,0.763126,0.74985,0.750694,0.750694
43,2015-04-04,0.750751,0.763126,0.74985,0.750694,0.750694
44,2015-04-05,0.750751,0.763126,0.74985,0.750694,0.750694
45,2015-04-06,0.761557,0.762253,0.759129,0.761673,0.761673
46,2015-04-07,0.753579,0.756716,0.750525,0.753579,0.753579
47,2015-04-08,0.750807,0.760919,0.750807,0.750751,0.750751
48,2015-04-09,0.755401,0.760572,0.753125,0.755401,0.755401
49,2015-04-10,0.757461,0.759705,0.751597,0.757633,0.757633
50,2015-04-11,0.757461,0.759705,0.751597,0.757633,0.757633
51,2015-04-12,0.757461,0.759705,0.751597,0.757633,0.757633
52,2015-04-13,0.753466,0.75392,0.742391,0.753807,0.753807
53,2015-04-14,0.746213,0.75523,0.744048,0.746213,0.746213
54,2015-04-15,0.751202,0.756201,0.749232,0.751202,0.751202
55,2015-04-16,0.759129,0.766401,0.758668,0.758956,0.758956
