,Date,Open,High,Low,Close,Adj Close
0,2015-02-20,1.053363,1.060333,1.048933,1.053264,1.053264
1,2015-02-21,1.053363,1.060333,1.048933,1.053264,1.053264
2,2015-02-22,1.053363,1.060333,1.048933,1.053264,1.053264
3,2015-02-23,1.063355,1.063717,1.051304,1.063151,1.063151
4,2015-02-24,1.051326,1.055844,1.050398,1.051967,1.051967
5,2015-02-25,1.052499,1.056558,1.052,1.052521,1.052521
6,2015-02-26,1.053963,1.058313,1.047998,1.054285,1.054285
7,2015-02-27,1.049593,1.058201,1.048394,1.049759,1.049759
8,2015-02-28,1.049593,1.058201,1.048394,1.049759,1.049759
9,2015-03-01,1.049593,1.058201,1.048394,1.049759,1.049759
10,2015-03-02,1.047899,1.048361,1.04395,1.047889,1.047889
11,2015-03-03,1.043297,1.046353,1.040128,1.043297,1.043297
12,2015-03-04,1.041016,1.042427,1.033154,1.040799,1.040799
13,2015-03-05,1.03799,1.038314,1.029516,1.03799,1.03799
14,2015-03-06,1.026947,1.028817,1.01625,1.027084,1.027084
15,2015-03-07,1.026947,1.028817,1.01625,1.027084,1.027084
16,2015-03-08,1.026947,1.028817,1.01625,1.027084,1.027084
17,2015-03-09,1.015744,1.01833,1.012925,1.015744,1.015744
18,2015-03-10,1.013171,1.013582,1.0004,1.012976,1.012976
19,2015-03-11,1.001853,1.00311,0.991306,1.001904,1.001904
20,2015-03-12,0.99108,1.001743,0.987459,0.991031,0.991031
21,2015-03-13,0.997307,0.997307,0.989247,0.997307,0.997307
22,2015-03-14,0.997307,0.997307,0.989247,0.997307,0.997307
23,2015-03-15,0.997307,0.997307,0.989247,0.997307,0.997307
24,2015-03-16,0.993759,0.997705,0.992851,0.993394,0.993394
25,2015-03-17,0.992438,0.999001,0.991012,0.992359,0.992359
26,2015-03-18,0.994402,1.005055,0.993246,0.994402,0.994402
27,2015-03-19,1.018952,1.023123,1.002104,1.019264,1.019264
28,2015-03-20,1.01053,1.025326,1.009897,1.010366,1.010366
29,2015-03-21,1.01053,1.025326,1.009897,1.010366,1.010366
30,2015-03-22,1.01053,1.025326,1.009897,1.010366,1.010366
31,2015-03-23,1.023018,1.035625,1.019233,1.023018,1.023018
32,2015-03-24,1.034875,1.04868,1.031672,1.035197,1.035197
33,2015-03-25,1.042535,1.046529,1.040864,1.042133,1.042133
34,2015-03-26,1.041688,1.05363,1.040269,1.041255,1.041255
35,2015-03-27,1.038206,1.043101,1.032002,1.038228,1.038228
36,2015-03-28,1.038206,1.043101,1.032002,1.038228,1.038228
37,2015-03-29,1.038206,1.043101,1.032002,1.038228,1.038228
38,2015-03-30,1.040161,1.040918,1.032194,1.040344,1.040344
39,2015-03-31,1.033624,1.035261,1.025336,1.033741,1.033741
40,2015-04-01,1.029018,1.03584,1.026715,1.028595,1.028595
41,2015-04-02,1.035057,1.045292,1.034009,1.034982,1.034982
42,2015-04-03,1.041558,1.054596,1.040854,1.041699,1.041699
43,2015-04-04,1.041558,1.054596,1.040854,1.041699,1.041699
44,2015-04-05,1.041558,1.054596,1.040854,1.041699,1.041699
45,2015-04-06,1.050045,1.052742,1.048878,1.050266,1.050266
46,2015-04-07,1.043929,1.046934,1.036688,1.043896,1.043896
47,2015-04-08,1.035518,1.041884,1.034233,1.035625,1.035625
48,2015-04-09,1.034982,1.03509,1.024118,1.035036,1.035036
49,2015-04-10,1.023562,1.025641,1.016746,1.023573,1.023573
50,2015-04-11,1.023562,1.025641,1.016746,1.023573,1.023573
51,2015-04-12,1.023562,1.025641,1.016746,1.023573,1.023573
52,2015-04-13,1.021231,1.023667,1.013993,1.021367,1.021367
53,2015-04-14,1.023175,1.033763,1.021023,1.023332,1.023332
54,2015-04-15,1.028013,1.031566,1.023688,1.028024,1.028024
55,2015-04-16,1.036302,1.043732,1.030174,1.036484,1.036484
56,2015-04-17,1.045478,1.053252,1.043667,1.045522,1.045522
57,2015-04-18,1.045478,1.053252,1.043667,1.045522,1.045522
58,2015-04-19,1.045478,1.053252,1.043667,1.045522,1.045522
59,2015-04-20,1.050862,1.052742,1.041895,1.051083,1.051083
60,2015-04-21,1.046682,1.050089,1.039415,1.046792,1.046792
61,2015-04-22,1.04712,1.052111,1.032151,1.047559,1.047559
62,2015-04-23,1.031183,1.047867,1.029103,1.031566,1.031566
63,2015-04-24,1.046353,1.051525,1.04467,1.046792,1.046792
64,2015-04-25,1.046353,1.051525,1.04467,1.046792,1.046792
65,2015-04-26,1.046353,1.051525,1.04467,1.046792,1.046792
66,2015-04-27,1.048878,1.052997,1.043558,1.048834,1.048834
67,2015-04-28,1.046901,1.051857,1.041927,1.04689,1.04689
68,2015-04-29,1.046003,1.068502,1.044867,1.045708,1.045708
69,2015-04-30,1.06349,1.071938,1.058918,1.06349,1.06349
70,2015-05-01,1.071123,1.077935,1.069542,1.071582,1.071582
71,2015-05-02,1.071123,1.077935,1.069542,1.071582,1.071582
72,2015-05-03,1.071123,1.077935,1.069542,1.071582,1.071582
73,2015-05-04,1.071582,1.073768,1.065837,1.071467,1.071467
74,2015-05-05,1.071008,1.081432,1.062699,1.071054,1.071054
75,2015-05-06,1.078516,1.096816,1.077819,1.078528,1.078528
76,2015-05-07,1.091072,1.102293,1.08593,1.091048,1.091048
77,2015-05-08,1.085069,1.086614,1.075986,1.084952,1.084952
78,2015-05-09,1.085069,1.086614,1.075986,1.084952,1.084952
79,2015-05-10,1.085069,1.086614,1.075986,1.084952,1.084952
80,2015-05-11,1.073272,1.075616,1.06945,1.073514,1.073514
81,2015-05-12,1.070045,1.085541,1.068821,1.070091,1.070091
82,2015-05-13,1.076936,1.092299,1.076195,1.077215,1.077215
83,2015-05-14,1.090631,1.101443,1.0898,1.090513,1.090513
84,2015-05-15,1.09589,1.097045,1.080731,1.09577,1.09577
85,2015-05-16,1.09589,1.097045,1.080731,1.09577,1.09577
86,2015-05-17,1.09589,1.097045,1.080731,1.09577,1.09577
87,2015-05-18,1.092419,1.092538,1.083295,1.092538,1.092538
88,2015-05-19,1.079914,1.081549,1.065791,1.079914,1.079914
89,2015-05-20,1.066985,1.069256,1.063309,1.067122,1.067122
90,2015-05-21,1.068376,1.074402,1.066075,1.068262,1.068262
91,2015-05-22,1.066837,1.076484,1.057787,1.067281,1.067281
92,2015-05-23,1.066837,1.076484,1.057787,1.067281,1.067281
93,2015-05-24,1.066837,1.076484,1.057787,1.067281,1.067281
94,2015-05-25,1.060108,1.063377,1.058313,1.060108,1.060108
95,2015-05-26,1.05744,1.057641,1.05063,1.057641,1.057641
96,2015-05-27,1.050685,1.056278,1.048097,1.050751,1.050751
97,2015-05-28,1.052864,1.058089,1.051359,1.052864,1.052864
