,Date,Open,High,Low,Close,Adj Close
0,2015-02-20,0.160151,0.160151,0.160151,0.160151,0.160151
1,2015-02-21,0.160151,0.160151,0.160151,0.160151,0.160151
2,2015-02-22,0.160151,0.160151,0.160151,0.160151,0.160151
3,2015-02-23,0.160151,0.160151,0.160126,0.160151,0.160151
4,2015-02-24,0.160126,0.160126,0.160126,0.160126,0.160126
5,2015-02-25,0.160126,0.160126,0.160013,0.160126,0.160126
6,2015-02-26,0.160013,0.160013,0.160013,0.160013,0.160013
7,2015-02-27,0.160013,0.160013,0.15978,0.160013,0.160013
8,2015-02-28,0.160013,0.160013,0.15978,0.160013,0.160013
9,2015-03-01,0.160013,0.160013,0.15978,0.160013,0.160013
10,2015-03-02,0.15978,0.15978,0.15965,0.15978,0.15978
11,2015-03-03,0.15965,0.15965,0.15965,0.15965,0.15965
12,2015-03-04,0.15965,0.159729,0.15965,0.15965,0.15965
13,2015-03-05,0.159729,0.159811,0.159729,0.159729,0.159729
14,2015-03-06,0.159811,0.159903,0.159811,0.159811,0.159811
15,2015-03-07,0.159811,0.159903,0.159811,0.159811,0.159811
16,2015-03-08,0.159811,0.159903,0.159811,0.159811,0.159811
17,2015-03-09,0.159903,0.159903,0.159872,0.159903,0.159903
18,2015-03-10,0.159872,0.159949,0.159872,0.159872,0.159872
19,2015-03-11,0.159949,0.159949,0.159949,0.159949,0.159949
20,2015-03-12,0.159949,0.159949,0.159949,0.159949,0.159949
21,2015-03-13,0.159949,0.160033,0.159949,0.159949,0.159949
22,2015-03-14,0.159949,0.160033,0.159949,0.159949,0.159949
23,2015-03-15,0.159949,0.160033,0.159949,0.159949,0.159949
24,2015-03-16,0.160033,0.160033,0.159954,0.160033,0.160033
25,2015-03-17,0.159954,0.160269,0.159954,0.159954,0.159954
26,2015-03-18,0.160269,0.160805,0.160264,0.160269,0.160269
27,2015-03-19,0.160805,0.161823,0.160805,0.160805,0.160805
28,2015-03-20,0.161655,0.162038,0.161023,0.161655,0.161655
29,2015-03-21,0.161655,0.162038,0.161023,0.161655,0.161655
30,2015-03-22,0.161655,0.162038,0.161023,0.161655,0.161655
31,2015-03-23,0.161394,0.161394,0.161075,0.161394,0.161394
32,2015-03-24,0.16116,0.161527,0.16116,0.16116,0.16116
33,2015-03-25,0.161413,0.161496,0.161179,0.161413,0.161413
34,2015-03-26,0.161264,0.161348,0.161173,0.161264,0.161264
35,2015-03-27,0.161254,0.161254,0.16108,0.161254,0.161254
36,2015-03-28,0.161254,0.161254,0.16108,0.161254,0.161254
37,2015-03-29,0.161254,0.161254,0.16108,0.161254,0.161254
38,2015-03-30,0.161155,0.161381,0.161155,0.161155,0.161155
39,2015-03-31,0.161381,0.161616,0.161381,0.161381,0.161381
40,2015-04-01,0.161616,0.161708,0.161616,0.161616,0.161616
41,2015-04-02,0.161627,0.161708,0.161627,0.161627,0.161627
42,2015-04-03,0.161629,0.161629,0.161629,0.161629,0.161629
43,2015-04-04,0.161629,0.161629,0.161629,0.161629,0.161629
44,2015-04-05,0.161629,0.161629,0.161629,0.161629,0.161629
45,2015-04-06,0.161629,0.161629,0.161629,0.161629,0.161629
46,2015-04-07,0.161629,0.161757,0.161598,0.161629,0.161629
47,2015-04-08,0.161598,0.161598,0.161434,0.161598,0.161598
48,2015-04-09,0.161514,0.161514,0.161428,0.161514,0.161514
49,2015-04-10,0.161428,0.161428,0.161215,0.161428,0.161428
50,2015-04-11,0.161428,0.161428,0.161215,0.161428,0.161428
51,2015-04-12,0.161428,0.161428,0.161215,0.161428,0.161428
52,2015-04-13,0.161314,0.161314,0.161168,0.161314,0.161314
53,2015-04-14,0.161168,0.161249,0.161168,0.161168,0.161168
54,2015-04-15,0.161236,0.161467,0.161236,0.161236,0.161236
55,2015-04-16,0.161454,0.16171,0.161454,0.161454,0.161454
56,2015-04-17,0.161632,0.161799,0.161632,0.161632,0.161632
57,2015-04-18,0.161632,0.161799,0.161632,0.161632,0.161632
58,2015-04-19,0.161632,0.161799,0.161632,0.161632,0.161632
59,2015-04-20,0.16164,0.16164,0.161501,0.16164,0.16164
60,2015-04-21,0.161501,0.161501,0.161501,0.161501,0.161501
61,2015-04-22,0.161501,0.161663,0.161501,0.161501,0.161501
62,2015-04-23,0.161663,0.161663,0.161585,0.161663,0.161663
63,2015-04-24,0.161585,0.161687,0.161585,0.161585,0.161585
64,2015-04-25,0.161585,0.161687,0.161585,0.161585,0.161585
65,2015-04-26,0.161585,0.161687,0.161585,0.161585,0.161585
66,2015-04-27,0.161687,0.161687,0.161057,0.161687,0.161687
67,2015-04-28,0.161057,0.16147,0.161057,0.161057,0.161057
68,2015-04-29,0.161381,0.161546,0.161379,0.161381,0.161381
69,2015-04-30,0.161546,0.161629,0.161384,0.161546,0.161546
70,2015-05-01,0.161525,0.161525,0.161525,0.161525,0.161525
71,2015-05-02,0.161525,0.161525,0.161525,0.161525,0.161525
72,2015-05-03,0.161525,0.161525,0.161525,0.161525,0.161525
73,2015-05-04,0.161525,0.161525,0.161332,0.161525,0.161525
74,2015-05-05,0.161332,0.161415,0.161332,0.161332,0.161332
75,2015-05-06,0.161415,0.161655,0.161415,0.161415,0.161415
76,2015-05-07,0.161577,0.161577,0.161342,0.161577,0.161577
77,2015-05-08,0.161342,0.161342,0.161342,0.161342,0.161342
78,2015-05-09,0.161342,0.161342,0.161342,0.161342,0.161342
79,2015-05-10,0.161342,0.161342,0.161342,0.161342,0.161342
80,2015-05-11,0.161342,0.161342,0.160911,0.161342,0.161342
81,2015-05-12,0.161311,0.161319,0.161311,0.161311,0.161311
82,2015-05-13,0.161319,0.161431,0.161319,0.161319,0.161319
83,2015-05-14,0.161431,0.161551,0.161431,0.161431,0.161431
84,2015-05-15,0.161509,0.161509,0.161379,0.161509,0.161509
85,2015-05-16,0.161509,0.161509,0.161379,0.161509,0.161509
86,2015-05-17,0.161509,0.161509,0.161379,0.161509,0.161509
87,2015-05-18,0.161392,0.161452,0.161392,0.161392,0.161392
88,2015-05-19,0.161439,0.161504,0.161376,0.161439,0.161439
89,2015-05-20,0.161376,0.161462,0.161376,0.161376,0.161376
90,2015-05-21,0.161454,0.161637,0.161454,0.161454,0.161454
91,2015-05-22,0.161634,0.161734,0.161577,0.161634,0.161634
92,2015-05-23,0.161634,0.161734,0.161577,0.161634,0.161634
93,2015-05-24,0.161634,0.161734,0.161577,0.161634,0.161634
94,2015-05-25,0.161619,0.161619,0.161486,0.161619,0.161619
95,2015-05-26,0.161499,0.161499,0.161376,0.161499,0.161499
96,2015-05-27,0.161449,0.161517,0.1614,0.161449,0.161449
97,2015-05-28,0.161517,0.161614,0.161488,0.161517,0.161517
98,2015-05-29,0.16152,0.161595,0.161491,0.16152,0.16152
99,2015-05-30,0.16152,0.161595,0.161491,0.16152,0.16152
100,2015-05-31,0.16152,0.161595,0.161491,0.16152,0.16152
101,2015-06-01,0.161595,0.161614,0.161564,0.161595,0.161595
102,2015-06-02,0.161564,0.161629,0.161527,0.161564,0.161564
103,2015-06-03,0.161598,0.161692,0.161598,0.161598,0.161598
104,2015-06-04,0.161608,0.161627,0.161465,0.161608,0.161608
105,2015-06-05,0.161522,0.161522,0.161316,0.161522,0.161522
106,2015-06-06,0.161522,0.161522,0.161316,0.161522,0.161522
107,2015-06-07,0.161522,0.161522,0.161316,0.161522,0.161522
108,2015-06-08,0.161462,0.161462,0.161389,0.161462,0.161462
109,2015-06-09,0.161405,0.161434,0.161394,0.161405,0.161405
110,2015-06-10,0.161402,0.161426,0.161374,0.161402,0.161402
111,2015-06-11,0.1614,0.161402,0.161348,0.1614,0.1614
112,2015-06-12,0.161379,0.161387,0.161335,0.161379,0.161379
113,2015-06-13,0.161379,0.161387,0.161335,0.161379,0.161379
114,2015-06-14,0.161379,0.161387,0.161335,0.161379,0.161379
115,2015-06-15,0.161335,0.161335,0.161309,0.161335,0.161335
116,2015-06-16,0.161316,0.161355,0.161316,0.161316,0.161316
117,2015-06-17,0.161327,0.161384,0.161301,0.161327,0.161327
118,2015-06-18,0.161301,0.161353,0.161301,0.161301,0.161301
119,2015-06-19,0.161345,0.161355,0.161205,0.161345,0.161345
120,2015-06-20,0.161345,0.161355,0.161205,0.161345,0.161345
121,2015-06-21,0.161345,0.161355,0.161205,0.161345,0.161345
122,2015-06-22,0.161303,0.161303,0.161303,0.161303,0.161303
123,2015-06-23,0.161303,0.161376,0.161303,0.161303,0.161303
124,2015-06-24,0.161374,0.161379,0.161311,0.161374,0.161374
125,2015-06-25,0.161366,0.161366,0.161306,0.161366,0.161366
126,2015-06-26,0.161306,0.161332,0.161296,0.161306,0.161306
127,2015-06-27,0.161306,0.161332,0.161296,0.161306,0.161306
128,2015-06-28,0.161306,0.161332,0.161296,0.161306,0.161306
129,2015-06-29,0.161316,0.161322,0.161309,0.161316,0.161316
130,2015-06-30,0.161322,0.161525,0.161322,0.161322,0.161322
131,2015-07-01,0.161525,0.161535,0.161483,0.161525,0.161525
132,2015-07-02,0.161512,0.161512,0.161387,0.161512,0.161512
133,2015-07-03,0.161428,0.16146,0.161387,0.161428,0.161428
134,2015-07-04,0.161428,0.16146,0.161387,0.161428,0.161428
135,2015-07-05,0.161428,0.16146,0.161387,0.161428,0.161428
136,2015-07-06,0.161402,0.161402,0.161311,0.161402,0.161402
137,2015-07-07,0.161311,0.161319,0.16129,0.161311,0.161311
138,2015-07-08,0.16129,0.161322,0.16129,0.16129,0.16129
139,2015-07-09,0.161316,0.161361,0.161316,0.161316,0.161316
140,2015-07-10,0.161322,0.161348,0.161309,0.161322,0.161322
141,2015-07-11,0.161322,0.161348,0.161309,0.161322,0.161322
142,2015-07-12,0.161322,0.161348,0.161309,0.161322,0.161322
143,2015-07-13,0.161309,0.16134,0.161309,0.161309,0.161309
144,2015-07-14,0.161332,0.161337,0.161314,0.161332,0.161332
145,2015-07-15,0.161319,0.161332,0.161309,0.161319,0.161319
146,2015-07-16,0.161311,0.161314,0.161298,0.161311,0.161311
147,2015-07-17,0.161303,0.161314,0.161303,0.161303,0.161303
148,2015-07-18,0.161303,0.161314,0.161303,0.161303,0.161303
149,2015-07-19,0.161303,0.161314,0.161303,0.161303,0.161303
150,2015-07-20,0.161303,0.161303,0.161296,0.161303,0.161303
