,Date,Open,High,Low,Close,Adj Close,Volume
0,2015-02-20,3230.884033,3255.725098,3230.771973,3246.906006,3246.906006,228300.0
1,2015-02-21,3230.884033,3255.725098,3230.771973,3246.906006,3246.906006,228300.0
2,2015-02-22,3230.884033,3255.725098,3230.771973,3246.906006,3246.906006,228300.0
3,2015-02-23,3230.884033,3255.725098,3230.771973,3246.906006,3246.906006,228300.0
4,2015-02-24,3230.884033,3255.725098,3230.771973,3246.906006,3246.906006,228300.0
5,2015-02-25,3256.479004,3257.2229,3215.552002,3228.843018,3228.843018,233300.0
6,2015-02-26,3222.150879,3300.615967,3202.187988,3298.358887,3298.358887,301300.0
7,2015-02-27,3296.831055,3324.545898,3291.00708,3310.302979,3310.302979,299200.0
8,2015-02-28,3296.831055,3324.545898,3291.00708,3310.302979,3310.302979,299200.0
9,2015-03-01,3296.831055,3324.545898,3291.00708,3310.302979,3310.302979,299200.0
10,2015-03-02,3332.720947,3336.76001,3298.668945,3336.284912,3336.284912,346400.0
11,2015-03-03,3317.695068,3317.695068,3260.428955,3263.052002,3263.052002,382000.0
12,2015-03-04,3264.181885,3286.587891,3250.483887,3279.532959,3279.532959,293600.0
13,2015-03-05,3264.084961,3266.637939,3221.666016,3248.476074,3248.476074,320700.0
14,2015-03-06,3248.035889,3266.933105,3234.532959,3241.187012,3241.187012,282900.0
15,2015-03-07,3248.035889,3266.933105,3234.532959,3241.187012,3241.187012,282900.0
16,2015-03-08,3248.035889,3266.933105,3234.532959,3241.187012,3241.187012,282900.0
17,2015-03-09,3224.313965,3307.701904,3198.370117,3302.407959,3302.407959,321500.0
18,2015-03-10,3289.084961,3309.915039,3277.094971,3286.068115,3286.068115,285800.0
19,2015-03-11,3289.593994,3325.053955,3278.470947,3290.899902,3290.899902,283000.0
20,2015-03-12,3314.812988,3360.053955,3300.488037,3349.322998,3349.322998,357300.0
21,2015-03-13,3359.488037,3391.254883,3352.149902,3372.910889,3372.910889,328400.0
22,2015-03-14,3359.488037,3391.254883,3352.149902,3372.910889,3372.910889,328400.0
23,2015-03-15,3359.488037,3391.254883,3352.149902,3372.910889,3372.910889,328400.0
24,2015-03-16,3391.157959,3449.304932,3377.086914,3449.304932,3449.304932,399100.0
25,2015-03-17,3469.603027,3504.123047,3459.694092,3502.846924,3502.846924,520900.0
26,2015-03-18,3510.500977,3577.662109,3503.853027,3577.301025,3577.301025,545200.0
27,2015-03-19,3576.019043,3600.684082,3546.843994,3582.270996,3582.270996,537300.0
28,2015-03-20,3587.083984,3632.337891,3569.379883,3617.318115,3617.318115,516700.0
29,2015-03-21,3587.083984,3632.337891,3569.379883,3617.318115,3617.318115,516700.0
30,2015-03-22,3587.083984,3632.337891,3569.379883,3617.318115,3617.318115,516700.0
31,2015-03-23,3640.104004,3688.249023,3635.485107,3687.728027,3687.728027,536100.0
32,2015-03-24,3692.569092,3715.873047,3600.697998,3691.409912,3691.409912,639600.0
33,2015-03-25,3680.952881,3693.150879,3634.559082,3660.727051,3660.727051,521900.0
34,2015-03-26,3641.941895,3707.318115,3615.010986,3682.094971,3682.094971,488600.0
35,2015-03-27,3686.134033,3710.477051,3656.831055,3691.095947,3691.095947,408900.0
36,2015-03-28,3686.134033,3710.477051,3656.831055,3691.095947,3691.095947,408900.0
37,2015-03-29,3686.134033,3710.477051,3656.831055,3691.095947,3691.095947,408900.0
38,2015-03-30,3710.612061,3795.935059,3710.612061,3786.568115,3786.568115,564700.0
39,2015-03-31,3822.987061,3835.566895,3737.042969,3747.898926,3747.898926,561700.0
40,2015-04-01,3748.340088,3817.082031,3742.212891,3810.293945,3810.293945,447500.0
41,2015-04-02,3827.688965,3835.450928,3775.894043,3825.783936,3825.783936,479300.0
42,2015-04-03,3803.383057,3864.405029,3792.210938,3863.928955,3863.928955,473000.0
43,2015-04-04,3803.383057,3864.405029,3792.210938,3863.928955,3863.928955,473000.0
