Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,29914.050781,29997.960938,29849.310547,29919.150391,29919.150391,1365770800.0
2018-01-02,30028.289063,30515.310547,30028.289063,30515.310547,30515.310547,2442333400.0
2018-01-03,30658.730469,30724.320313,30456.759766,30560.949219,30560.949219,2309467700.0
2018-01-04,30691.710938,30796.929688,30560.429688,30736.480469,30736.480469,2995571100.0
2018-01-05,30893.859375,30911.009766,30638.529297,30814.640625,30814.640625,2263930100.0
2018-01-06,30893.859375,30911.009766,30638.529297,30814.640625,30814.640625,2263930100.0
2018-01-07,30893.859375,30911.009766,30638.529297,30814.640625,30814.640625,2263930100.0
2018-01-08,30895.089844,30929.150391,30732.539063,30899.529297,30899.529297,2004162500.0
2018-01-09,30933.509766,31056.699219,30852.429688,31011.410156,31011.410156,2004940800.0
2018-01-10,31009.240234,31267.570313,30928.580078,31073.720703,31073.720703,2595365800.0
2018-01-11,31066.210938,31133.179688,30950.070313,31120.390625,31120.390625,1794778900.0
2018-01-12,31298.050781,31412.539063,31198.359375,31412.539063,31412.539063,2327417400.0
2018-01-13,31298.050781,31412.539063,31198.359375,31412.539063,31412.539063,2327417400.0
2018-01-14,31298.050781,31412.539063,31198.359375,31412.539063,31412.539063,2327417400.0
2018-01-15,31702.560547,31733.179688,31265.25,31338.869141,31338.869141,2664144600.0
2018-01-16,31423.619141,31904.75,31423.619141,31904.75,31904.75,3097059200.0
2018-01-17,31825.519531,31983.410156,31642.269531,31983.410156,31983.410156,3999243800.0
2018-01-18,32148.449219,32233.810547,31869.699219,32121.939453,32121.939453,3741499700.0
2018-01-19,32142.160156,32254.890625,31986.0,32254.890625,32254.890625,2906627500.0
2018-01-20,32142.160156,32254.890625,31986.0,32254.890625,32254.890625,2906627500.0
2018-01-21,32142.160156,32254.890625,31986.0,32254.890625,32254.890625,2906627500.0
2018-01-22,32276.960938,32417.230469,32046.839844,32393.410156,32393.410156,2880231400.0
2018-01-23,32606.140625,32930.699219,32554.230469,32930.699219,32930.699219,3954770600.0
2018-01-24,32907.230469,33018.710938,32728.509766,32958.691406,32958.691406,3897512100.0
2018-01-25,32979.378906,32998.050781,32650.220703,32654.449219,32654.449219,3554766400.0
2018-01-26,32836.28125,33223.578125,32794.128906,33154.121094,33154.121094,3892652400.0
2018-01-27,32836.28125,33223.578125,32794.128906,33154.121094,33154.121094,3892652400.0
2018-01-28,32836.28125,33223.578125,32794.128906,33154.121094,33154.121094,3892652400.0
2018-01-29,33335.480469,33484.078125,32897.039063,32966.890625,32966.890625,3605090600.0
2018-01-30,32751.720703,32976.75,32501.349609,32607.289063,32607.289063,3177122400.0
2018-01-31,32435.759766,32933.980469,32330.390625,32887.269531,32887.269531,3314255500.0
2018-02-01,32950.300781,33048.039063,32642.089844,32642.089844,32642.089844,2769125200.0
2018-02-02,32569.009766,32778.511719,32321.419922,32601.779297,32601.779297,2571367100.0
2018-02-03,32569.009766,32778.511719,32321.419922,32601.779297,32601.779297,2571367100.0
2018-02-04,32569.009766,32778.511719,32321.419922,32601.779297,32601.779297,2571367100.0
2018-02-05,31715.560547,32394.869141,31712.019531,32245.220703,32245.220703,3135015100.0
2018-02-06,31028.679688,31286.029297,30577.830078,30595.419922,30595.419922,5531270100.0
2018-02-07,31378.349609,31472.470703,30292.150391,30323.199219,30323.199219,4620281500.0
2018-02-08,30555.800781,30739.109375,30251.320313,30451.269531,30451.269531,3145081200.0
2018-02-09,29679.210938,29679.210938,29129.259766,29507.419922,29507.419922,5171294500.0
2018-02-10,29679.210938,29679.210938,29129.259766,29507.419922,29507.419922,5171294500.0
2018-02-11,29679.210938,29679.210938,29129.259766,29507.419922,29507.419922,5171294500.0
2018-02-12,29713.080078,29801.519531,29459.630859,29459.630859,29459.630859,2815461600.0
2018-02-13,29850.150391,30169.0,29783.099609,29839.529297,29839.529297,2709197500.0
2018-02-14,30024.470703,30637.230469,29968.539063,30515.599609,30515.599609,2408651200.0
2018-02-15,30958.710938,31145.099609,30816.650391,31115.429688,31115.429688,2070618100.0
2018-02-16,30958.710938,31145.099609,30816.650391,31115.429688,31115.429688,2070618100.0
2018-02-17,30958.710938,31145.099609,30816.650391,31115.429688,31115.429688,2070618100.0
2018-02-18,30958.710938,31145.099609,30816.650391,31115.429688,31115.429688,2070618100.0
2018-02-19,30958.710938,31145.099609,30816.650391,31115.429688,31115.429688,2070618100.0
2018-02-20,31165.289063,31339.689453,30720.480469,30873.630859,30873.630859,2033432100.0
2018-02-21,31050.519531,31477.849609,30885.949219,31431.890625,31431.890625,1933845300.0
2018-02-22,31084.449219,31195.269531,30930.099609,30965.679688,30965.679688,2391326700.0
2018-02-23,31289.080078,31386.810547,31149.320313,31267.169922,31267.169922,1667179100.0
2018-02-24,31289.080078,31386.810547,31149.320313,31267.169922,31267.169922,1667179100.0
2018-02-25,31289.080078,31386.810547,31149.320313,31267.169922,31267.169922,1667179100.0
2018-02-26,31528.289063,31567.460938,31273.949219,31498.599609,31498.599609,2025591300.0
2018-02-27,31790.849609,31798.980469,31141.519531,31268.660156,31268.660156,2579124300.0
2018-02-28,31037.410156,31061.759766,30703.900391,30844.720703,30844.720703,2407877200.0
2018-03-01,30476.990234,31081.679688,30453.820313,31044.25,31044.25,2116269800.0
2018-03-02,30611.099609,30670.939453,30477.949219,30583.449219,30583.449219,2955637100.0
2018-03-03,30611.099609,30670.939453,30477.949219,30583.449219,30583.449219,2955637100.0
2018-03-04,30611.099609,30670.939453,30477.949219,30583.449219,30583.449219,2955637100.0
2018-03-05,30524.259766,30679.470703,29852.419922,29886.390625,29886.390625,2279546200.0
2018-03-06,30380.960938,30620.060547,30129.800781,30510.730469,30510.730469,2270403000.0
2018-03-07,30323.769531,30673.080078,30117.400391,30196.919922,30196.919922,2135337500.0
2018-03-08,30523.679688,30724.029297,30428.609375,30654.519531,30654.519531,1529390000.0
2018-03-09,30858.269531,30996.210938,30840.800781,30996.210938,30996.210938,1470749100.0
2018-03-10,30858.269531,30996.210938,30840.800781,30996.210938,30996.210938,1470749100.0
2018-03-11,30858.269531,30996.210938,30840.800781,30996.210938,30996.210938,1470749100.0
2018-03-12,31536.300781,31607.580078,31342.480469,31594.330078,31594.330078,2173275800.0
2018-03-13,31570.199219,31709.990234,31461.470703,31601.449219,31601.449219,2111965400.0
2018-03-14,31321.789063,31453.480469,31141.849609,31435.009766,31435.009766,1707584900.0
2018-03-15,31181.150391,31583.380859,31121.660156,31541.099609,31541.099609,1496758200.0
2018-03-16,31363.029297,31564.779297,31337.449219,31501.970703,31501.970703,2345452800.0
2018-03-17,31363.029297,31564.779297,31337.449219,31501.970703,31501.970703,2345452800.0
2018-03-18,31363.029297,31564.779297,31337.449219,31501.970703,31501.970703,2345452800.0
2018-03-19,31370.470703,31656.300781,31244.619141,31513.759766,31513.759766,1440844700.0
2018-03-20,31315.419922,31576.050781,31183.400391,31549.929688,31549.929688,1746878600.0
2018-03-21,31811.980469,31978.140625,31381.539063,31414.519531,31414.519531,2309098300.0
2018-03-22,31575.929688,31686.669922,31018.439453,31071.050781,31071.050781,2103533300.0
2018-03-23,29930.230469,30320.310547,29930.230469,30309.289063,30309.289063,3522395400.0
2018-03-24,29930.230469,30320.310547,29930.230469,30309.289063,30309.289063,3522395400.0
2018-03-25,29930.230469,30320.310547,29930.230469,30309.289063,30309.289063,3522395400.0
2018-03-26,30267.070313,30548.769531,29995.160156,30548.769531,30548.769531,2317282800.0
2018-03-27,30985.75,30985.75,30738.759766,30790.830078,30790.830078,2049855800.0
2018-03-28,30510.380859,30637.210938,30022.529297,30022.529297,30022.529297,2209028300.0
2018-03-29,30154.179688,30252.949219,29819.630859,30093.380859,30093.380859,2167328200.0
2018-03-30,30154.179688,30252.949219,29819.630859,30093.380859,30093.380859,2167328200.0
2018-03-31,30154.179688,30252.949219,29819.630859,30093.380859,30093.380859,2167328200.0
2018-04-01,30154.179688,30252.949219,29819.630859,30093.380859,30093.380859,2167328200.0
2018-04-02,30154.179688,30252.949219,29819.630859,30093.380859,30093.380859,2167328200.0
2018-04-03,29927.880859,30269.279297,29755.359375,30180.099609,30180.099609,1908642500.0
2018-04-04,30244.220703,30329.080078,29518.689453,29518.689453,29518.689453,1816082600.0
2018-04-05,30244.220703,30329.080078,29518.689453,29518.689453,29518.689453,1816082600.0
2018-04-06,29750.240234,29980.560547,29608.330078,29844.939453,29844.939453,1698284100.0
2018-04-07,29750.240234,29980.560547,29608.330078,29844.939453,29844.939453,1698284100.0
2018-04-08,29750.240234,29980.560547,29608.330078,29844.939453,29844.939453,1698284100.0
2018-04-09,30104.320313,30514.800781,29909.369141,30229.580078,30229.580078,1841272200.0
2018-04-10,30205.089844,30806.859375,30163.089844,30728.740234,30728.740234,2270263700.0
2018-04-11,30761.230469,31021.119141,30723.070313,30897.710938,30897.710938,2291863000.0
2018-04-12,31094.109375,31094.109375,30637.140625,30831.279297,30831.279297,1754477200.0
2018-04-13,31076.759766,31076.759766,30707.769531,30808.380859,30808.380859,1406304600.0
2018-04-14,31076.759766,31076.759766,30707.769531,30808.380859,30808.380859,1406304600.0
2018-04-15,31076.759766,31076.759766,30707.769531,30808.380859,30808.380859,1406304600.0
2018-04-16,30849.720703,30849.720703,30190.75,30315.589844,30315.589844,1827774700.0
2018-04-17,30354.890625,30477.789063,30012.699219,30062.75,30062.75,1916884600.0
2018-04-18,30469.949219,30487.169922,29979.400391,30284.25,30284.25,2001652800.0
2018-04-19,30532.949219,30761.470703,30451.0,30708.439453,30708.439453,2221670500.0
2018-04-20,30647.939453,30848.470703,30355.789063,30418.330078,30418.330078,1661298600.0
2018-04-21,30647.939453,30848.470703,30355.789063,30418.330078,30418.330078,1661298600.0
2018-04-22,30647.939453,30848.470703,30355.789063,30418.330078,30418.330078,1661298600.0
2018-04-23,30327.029297,30481.859375,30184.449219,30254.400391,30254.400391,1516737400.0
2018-04-24,30353.830078,30665.099609,30335.289063,30636.240234,30636.240234,1741299100.0
2018-04-25,30486.859375,30507.189453,30244.160156,30328.150391,30328.150391,1674472500.0
2018-04-26,30378.150391,30463.419922,29871.199219,30007.679688,30007.679688,1765452500.0
2018-04-27,30300.830078,30336.0,30019.119141,30280.669922,30280.669922,1610929100.0
2018-04-28,30300.830078,30336.0,30019.119141,30280.669922,30280.669922,1610929100.0
2018-04-29,30300.830078,30336.0,30019.119141,30280.669922,30280.669922,1610929100.0
