,0
0,0.029647522794123696
1,0.029871884656126776
2,0.03819197378771567
3,0.036065808808524016
4,0.034523094850198666
5,0.033584413967472485
6,0.032646157533070395
7,0.03180412116835968
8,0.033878164359270935
9,0.034109463209265535
10,0.03233341806778708
11,0.03232757381819609
12,0.031941295003915286
13,0.029543329781125238
14,0.030985156726260024
15,0.031699880211946516
16,0.0295140255775654
17,0.045561503828850776
18,0.04222909977205433
19,0.0415421776295508
20,0.04320216646847186
21,0.03922842314718668
22,0.03728741292568045
23,0.03653141187834691
24,0.036705436236562666
25,0.035148397246194056
26,0.03388268912460734
27,0.033512283956253004
28,0.035306228540400074
29,0.038635929265304285
30,0.03649126370229754
31,0.03473139241413329
32,0.0363884396228984
33,0.03466908423045252
34,0.03334515651211959
35,0.032755390275182115
36,0.03402482331938384
37,0.033128128941182625
38,0.04530292572296645
39,0.040633917713270726
40,0.03990912992648009
41,0.03961839187772752
42,0.04382316070482943
43,0.043467250334812454
44,0.04307396210646777
45,0.03919816030750733
46,0.040670546224894785
47,0.03806753814961487
48,0.03692108573883426
49,0.03514356742820926
50,0.037571182774122094
51,0.03577330041309031
52,0.03455164520866397
53,0.03327791598870826
54,0.034808573738427606
55,0.03370746343489654
56,0.03289146784897334
57,0.03205197637565372
58,0.044204881182797806
59,0.04756473187215739
60,0.04437117623206726
61,0.04273720739910304
62,0.0405163318056865
63,0.039620511315117776
64,0.03997071918925304
65,0.03863614509579173
66,0.03714968265256436
67,0.036925362157283884
68,0.04276467904896605
69,0.0401564566656855
70,0.03826762928588952
71,0.03708027050844595
72,0.03895745115219848
73,0.03722760898307481
74,0.035531677844870775
75,0.04609911092364146
76,0.04303366418649893
77,0.04030694674967086
78,0.042798543540679995
79,0.04651123761267726
80,0.05133801618901935
81,0.048968848186460225
82,0.04578824992414459
83,0.04618299212064485
84,0.05089841485847266
85,0.05021760216052486
86,0.05717779059423235
87,0.05388124484930582
88,0.05574651997087767
89,0.050539537484563704
90,0.04816540868100208
91,0.045400103461316454
92,0.042788394906556386
93,0.040495224125695325
94,0.06302663665003462
95,0.06252000870461255
96,0.054959047622964566
97,0.05406855048938738
98,0.04942943414575098
99,0.04671282143820717
100,0.0465643816427299
101,0.05264519863271394
102,0.052861273190247374
103,0.049115261797480415
104,0.04743623835084889
105,0.04187552973545935
106,0.045848366410592374
107,0.044142192036322636
108,0.043855081730542964
109,0.04250147794492227
110,0.039843840641345545
111,0.038938910875136394
112,0.06783260014218825
113,0.06263357903916077
114,0.05931292667087456
115,0.058956926775714
116,0.0549453748171118
117,0.05139529089923395
118,0.04923666070467524
119,0.04656710210364902
120,0.044510072424292536
121,0.04587190127166793
122,0.04335663772505927
123,0.04799343602737475
124,0.04511838363671871
125,0.04323369331605048
126,0.04419280255994906
127,0.05534489565637765
128,0.05191243593733691
129,0.05194206312893491
130,0.047498602943667756
131,0.046064615688803545
132,0.04416700190687097
133,0.0515616763754879
134,0.0491522578470635
135,0.047711502814157446
136,0.044789268034268914
137,0.04457892766383442
138,0.04214062582132
139,0.04241469241950484
140,0.040637231451739676
141,0.04141338640953986
142,0.039342511042830736
143,0.03909476164215078
144,0.03741695923073187
145,0.0413104162389474
146,0.04025750839189227
147,0.04343731512371215
148,0.04137659279577853
149,0.04047858803620991
150,0.039275462162184055
151,0.03724372002360992
152,0.035731058427167964
153,0.03413075060930034
154,0.03797115423938782
155,0.03619689135474245
156,0.03695765644371986
157,0.036131085926311965
158,0.039868712446035334
159,0.038349201151707965
160,0.036650571407159376
161,0.036421118820091615
162,0.03525033427038613
163,0.034660637195991315
164,0.032911738195755956
165,0.03188363710912348
166,0.0329007421021047
167,0.032174108612285715
168,0.03239405945387295
169,0.030878716307430585
170,0.03265588032173325
171,0.03388750683071814
172,0.03273568602409965
173,0.032649495929624996
174,0.03267213003074223
175,0.030869004812331215
176,0.03602401103435098
177,0.03532516696527275
178,0.03272010064285274
179,0.03310554115349275
180,0.03364486006764725
181,0.04016981759437023
182,0.03837507846008944
183,0.03684923006074253
184,0.038507581072851335
185,0.03916659022147472
186,0.038440042710644745
187,0.036738842767518994
188,0.0363517900022796
189,0.045955013742387515
190,0.04368879107253334
191,0.041425950849461136
192,0.040198811354730406
193,0.04476739067989716
194,0.04235426951438013
195,0.040869706960071514
196,0.03900717273718321
197,0.04354406495517657
198,0.04713500087489915
199,0.04491109461640911
200,0.04276731559424275
201,0.04124582744070153
202,0.03943768126966569
203,0.04004066395586778
204,0.03841959584739471
205,0.05824303607814494
206,0.05452772518560278
