Date,Open,High,Low,Close,Adj Close
2018-01-01,0.780701,0.781494,0.780153,0.780214,0.780214
2018-01-02,0.780031,0.784621,0.780031,0.780104,0.780104
2018-01-03,0.783269,0.784498,0.780579,0.783392,0.783392
2018-01-04,0.782901,0.786281,0.781537,0.78284,0.78284
2018-01-05,0.786392,0.787092,0.783589,0.78638,0.78638
2018-01-06,0.786392,0.787092,0.783589,0.78638,0.78638
2018-01-07,0.786392,0.787092,0.783589,0.78638,0.78638
2018-01-08,0.786164,0.787253,0.78284,0.786102,0.786102
2018-01-09,0.784498,0.786491,0.780829,0.784806,0.784806
2018-01-10,0.781152,0.786658,0.780933,0.781067,0.781067
2018-01-11,0.784708,0.788706,0.783945,0.784732,0.784732
2018-01-12,0.788581,0.79032,0.784868,0.788581,0.788581
2018-01-13,0.788581,0.79032,0.784868,0.788581,0.788581
2018-01-14,0.788581,0.79032,0.784868,0.788581,0.788581
2018-01-15,0.790889,0.797894,0.790889,0.790889,0.790889
2018-01-16,0.796052,0.797703,0.793777,0.796292,0.796292
2018-01-17,0.797257,0.799898,0.79413,0.79713,0.79713
2018-01-18,0.797162,0.800705,0.794281,0.797251,0.797251
2018-01-19,0.800692,0.803988,0.799399,0.800576,0.800576
2018-01-20,0.800692,0.803988,0.799399,0.800576,0.800576
2018-01-21,0.800692,0.803988,0.799399,0.800576,0.800576
2018-01-22,0.800192,0.80289,0.797938,0.800211,0.800211
2018-01-23,0.80082,0.803019,0.795697,0.800833,0.800833
2018-01-24,0.800384,0.808277,0.799424,0.800448,0.800448
2018-01-25,0.805121,0.812018,0.805121,0.804894,0.804894
2018-01-26,0.803019,0.810833,0.802607,0.802923,0.802923
2018-01-27,0.803019,0.810833,0.802607,0.802923,0.802923
2018-01-28,0.803019,0.810833,0.802607,0.802923,0.802923
2018-01-29,0.811603,0.81182,0.807559,0.811688,0.811688
2018-01-30,0.809697,0.8113,0.804382,0.809599,0.809599
2018-01-31,0.809782,0.811622,0.804693,0.81011,0.81011
2018-02-01,0.806192,0.806712,0.798913,0.806127,0.806127
2018-02-02,0.804117,0.804117,0.792205,0.804052,0.804052
2018-02-03,0.804117,0.804117,0.792205,0.804052,0.804052
2018-02-04,0.804117,0.804117,0.792205,0.804052,0.804052
2018-02-05,0.79067,0.795437,0.790389,0.790639,0.790639
2018-02-06,0.787637,0.789079,0.783638,0.787464,0.787464
2018-02-07,0.789278,0.790776,0.783908,0.789391,0.789391
2018-02-08,0.781739,0.784375,0.778452,0.781739,0.781739
2018-02-09,0.778574,0.783012,0.776036,0.77875,0.77875
2018-02-10,0.778574,0.783012,0.776036,0.77875,0.77875
2018-02-11,0.778574,0.783012,0.776036,0.77875,0.77875
2018-02-12,0.781983,0.784511,0.781116,0.78202,0.78202
2018-02-13,0.78575,0.787588,0.783098,0.785916,0.785916
2018-02-14,0.786139,0.789017,0.777544,0.786102,0.786102
2018-02-15,0.792958,0.796686,0.789328,0.792833,0.792833
2018-02-16,0.794723,0.798977,0.790451,0.794382,0.794382
2018-02-17,0.794723,0.798977,0.790451,0.794382,0.794382
2018-02-18,0.794723,0.798977,0.790451,0.794382,0.794382
2018-02-19,0.791208,0.793714,0.790002,0.791202,0.791202
2018-02-20,0.790952,0.793147,0.788103,0.790889,0.790889
2018-02-21,0.78809,0.789827,0.783061,0.78809,0.78809
2018-02-22,0.779757,0.785978,0.77912,0.779843,0.779843
2018-02-23,0.783822,0.784375,0.78064,0.783951,0.783951
2018-02-24,0.783822,0.784375,0.78064,0.783951,0.783951
2018-02-25,0.783822,0.784375,0.78064,0.783951,0.783951
2018-02-26,0.783945,0.789079,0.782822,0.78384,0.78384
2018-02-27,0.784991,0.786906,0.779618,0.784991,0.784991
2018-02-28,0.779041,0.782105,0.778331,0.779362,0.779362
2018-03-01,0.776199,0.776699,0.771367,0.776578,0.776578
2018-03-02,0.776554,0.777424,0.773814,0.77647,0.77647
2018-03-03,0.776554,0.777424,0.773814,0.77647,0.77647
2018-03-04,0.776554,0.777424,0.773814,0.77647,0.77647
2018-03-05,0.775609,0.777122,0.772678,0.77547,0.77547
2018-03-06,0.776651,0.784068,0.775723,0.776699,0.776699
2018-03-07,0.778634,0.782981,0.777303,0.778634,0.778634
2018-03-08,0.782963,0.783822,0.777726,0.782712,0.782712
2018-03-09,0.778998,0.785299,0.777768,0.779059,0.779059
2018-03-10,0.778998,0.785299,0.777768,0.779059,0.779059
2018-03-11,0.778998,0.785299,0.777768,0.779059,0.779059
2018-03-12,0.786287,0.788022,0.785583,0.786269,0.786269
2018-03-13,0.787278,0.789889,0.78596,0.78729,0.78729
2018-03-14,0.785978,0.791703,0.785731,0.785799,0.785799
2018-03-15,0.788171,0.788581,0.781006,0.787979,0.787979
2018-03-16,0.779059,0.780579,0.771968,0.778938,0.778938
