Date,Open,High,Low,Close,Adj Close
2018-01-01,0.153711,0.153822,0.153695,0.153711,0.153711
2018-01-02,0.153709,0.154319,0.153674,0.153709,0.153709
2018-01-03,0.154022,0.154083,0.153626,0.153988,0.153988
2018-01-04,0.15378,0.154154,0.153636,0.153773,0.153773
2018-01-05,0.154007,0.154574,0.153915,0.154005,0.154005
2018-01-06,0.154007,0.154574,0.153915,0.154005,0.154005
2018-01-07,0.154007,0.154574,0.153915,0.154005,0.154005
2018-01-08,0.154145,0.15425,0.153851,0.154143,0.154143
2018-01-09,0.153908,0.154055,0.153123,0.153903,0.153903
2018-01-10,0.153168,0.153889,0.153041,0.153153,0.153153
2018-01-11,0.153669,0.153967,0.153428,0.153676,0.153676
2018-01-12,0.153957,0.155104,0.153884,0.154078,0.154078
2018-01-13,0.153957,0.155104,0.153884,0.154078,0.154078
2018-01-14,0.153957,0.155104,0.153884,0.154078,0.154078
2018-01-15,0.154847,0.155814,0.154799,0.15489,0.15489
2018-01-16,0.155371,0.155887,0.155212,0.155395,0.155395
2018-01-17,0.155224,0.155877,0.155113,0.155224,0.155224
2018-01-18,0.155465,0.155812,0.155284,0.15547,0.15547
2018-01-19,0.155768,0.156693,0.155693,0.155749,0.155749
2018-01-20,0.155768,0.156693,0.155693,0.155749,0.155749
2018-01-21,0.155768,0.156693,0.155693,0.155749,0.155749
2018-01-22,0.156174,0.156387,0.15604,0.156177,0.156177
2018-01-23,0.156148,0.156416,0.155962,0.156143,0.156143
2018-01-24,0.156189,0.157129,0.156109,0.156179,0.156179
2018-01-25,0.157006,0.158534,0.156971,0.157003,0.157003
2018-01-26,0.158148,0.158529,0.157868,0.158158,0.158158
2018-01-27,0.158148,0.158529,0.157868,0.158158,0.158158
2018-01-28,0.158148,0.158529,0.157868,0.158158,0.158158
2018-01-29,0.158338,0.158474,0.157796,0.158331,0.158331
2018-01-30,0.157826,0.158263,0.157639,0.157821,0.157821
2018-01-31,0.158223,0.159236,0.157958,0.1582,0.1582
2018-02-01,0.159003,0.159264,0.158572,0.159028,0.159028
2018-02-02,0.15876,0.159533,0.15866,0.15877,0.15877
2018-02-03,0.15876,0.159533,0.15866,0.15877,0.15877
2018-02-04,0.15876,0.159533,0.15866,0.15877,0.15877
2018-02-05,0.158529,0.159332,0.158464,0.158539,0.158539
2018-02-06,0.158929,0.159627,0.158725,0.15899,0.15899
2018-02-07,0.159172,0.160097,0.159119,0.159172,0.159172
2018-02-08,0.159561,0.159622,0.157642,0.159551,0.159551
2018-02-09,0.158073,0.158919,0.157925,0.15807,0.15807
2018-02-10,0.158073,0.158919,0.157925,0.15807,0.15807
2018-02-11,0.158073,0.158919,0.157925,0.15807,0.15807
2018-02-12,0.159038,0.159284,0.157955,0.159061,0.159061
2018-02-13,0.158033,0.158408,0.157527,0.158065,0.158065
2018-02-14,0.157741,0.15823,0.157428,0.157729,0.157729
2018-02-15,0.15759,0.157771,0.157456,0.15758,0.15758
2018-02-16,0.15753,0.157751,0.157438,0.15755,0.15755
2018-02-17,0.15753,0.157751,0.157438,0.15755,0.15755
2018-02-18,0.15753,0.157751,0.157438,0.15755,0.15755
2018-02-19,0.157639,0.157901,0.15747,0.157726,0.157726
2018-02-20,0.157545,0.157771,0.157428,0.15752,0.15752
2018-02-21,0.157525,0.157811,0.157468,0.157575,0.157575
2018-02-22,0.157555,0.157754,0.157173,0.157565,0.157565
2018-02-23,0.157406,0.15797,0.157401,0.157475,0.157475
2018-02-24,0.157406,0.15797,0.157401,0.157475,0.157475
2018-02-25,0.157406,0.15797,0.157401,0.157475,0.157475
2018-02-26,0.157821,0.158783,0.157786,0.158045,0.158045
2018-02-27,0.158373,0.159031,0.158265,0.158376,0.158376
2018-02-28,0.158298,0.158418,0.157863,0.158311,0.158311
2018-03-01,0.157968,0.158013,0.15727,0.157955,0.157955
2018-03-02,0.157282,0.15797,0.157203,0.157297,0.157297
2018-03-03,0.157282,0.15797,0.157203,0.157297,0.157297
2018-03-04,0.157282,0.15797,0.157203,0.157297,0.157297
2018-03-05,0.157473,0.158053,0.157473,0.157473,0.157473
2018-03-06,0.157515,0.158496,0.157465,0.157508,0.157508
2018-03-07,0.158489,0.158544,0.15799,0.158494,0.158494
2018-03-08,0.15811,0.158248,0.157684,0.158103,0.158103
2018-03-09,0.157689,0.15823,0.157438,0.157689,0.157689
2018-03-10,0.157689,0.15823,0.157438,0.157689,0.157689
2018-03-11,0.157689,0.15823,0.157438,0.157689,0.157689
2018-03-12,0.157978,0.158371,0.157833,0.158015,0.158015
2018-03-13,0.158018,0.158431,0.157911,0.158,0.158
2018-03-14,0.158223,0.158569,0.15816,0.158218,0.158218
2018-03-15,0.158366,0.15871,0.158143,0.158328,0.158328
2018-03-16,0.15821,0.158376,0.157903,0.158205,0.158205
2018-03-17,0.15821,0.158376,0.157903,0.158205,0.158205
2018-03-18,0.15821,0.158376,0.157903,0.158205,0.158205
2018-03-19,0.157764,0.158225,0.157624,0.157773,0.157773
2018-03-20,0.157898,0.158228,0.157881,0.157938,0.157938
2018-03-21,0.157911,0.158228,0.157848,0.157906,0.157906
2018-03-22,0.15815,0.158551,0.157871,0.158213,0.158213
2018-03-23,0.157861,0.158346,0.157808,0.157861,0.157861
2018-03-24,0.157861,0.158346,0.157808,0.157861,0.157861
2018-03-25,0.157861,0.158346,0.157808,0.157861,0.157861
2018-03-26,0.15827,0.159462,0.15826,0.158228,0.158228
2018-03-27,0.159658,0.160406,0.15917,0.159429,0.159429
2018-03-28,0.15919,0.159793,0.158773,0.15919,0.15919
