,Date,Return
0,2015-02-21,-0.6645892042327588
1,2015-02-22,0.46348423947074113
2,2015-02-23,-0.17451678842820717
3,2015-02-24,-0.14401120160559241
4,2015-02-25,-0.21125358724356683
5,2015-02-26,0.16947870090658074
6,2015-02-27,1.1730102462328258
7,2015-02-28,-1.1490761653235138
8,2015-03-01,0.5919581697895873
9,2015-03-02,0.47306720411185155
10,2015-03-03,0.22075200416330532
11,2015-03-04,-0.19833653738045712
12,2015-03-05,-0.0019495588224419048
13,2015-03-06,-0.3564252490528255
14,2015-03-07,-0.48384290469657754
15,2015-03-08,0.21347160804233808
16,2015-03-09,0.9864291668768577
17,2015-03-10,0.13557819288314196
18,2015-03-11,-0.6908332278728418
19,2015-03-12,-0.04143999827985349
20,2015-03-13,-0.03636582557822003
21,2015-03-14,-0.32899836596401255
22,2015-03-15,-0.6360821322628721
23,2015-03-16,0.5863896183503639
24,2015-03-17,-0.000878798009748191
25,2015-03-18,0.9752689147689985
26,2015-03-19,-0.07796912696775668
27,2015-03-20,-1.049795033698441
28,2015-03-21,-0.07459029816667644
29,2015-03-22,0.07358202591282213
30,2015-03-23,0.2128631536835318
31,2015-03-24,0.563437929165951
32,2015-03-25,-0.1109053941782899
33,2015-03-26,-0.33215723832096855
34,2015-03-27,-0.3984030453686855
35,2015-03-28,-0.07411287033500495
36,2015-03-29,0.30214289980460424
37,2015-03-30,0.058626909755411474
38,2015-03-31,-0.014780837201653544
39,2015-04-01,0.009010098452142665
40,2015-04-02,0.13838578961120326
41,2015-04-03,-0.12667866951616505
42,2015-04-04,-0.6166393924341378
43,2015-04-05,0.452828115956934
44,2015-04-06,0.019404188150291556
45,2015-04-07,-0.08143379768059758
46,2015-04-08,0.488066226919624
47,2015-04-09,-0.3293680639843366
48,2015-04-10,0.2885133852810903
49,2015-04-11,-0.5680614346221192
50,2015-04-12,-0.27843693933193864
51,2015-04-13,0.9231144015267048
52,2015-04-14,0.017081279141478774
53,2015-04-15,-0.34064879523577063
54,2015-04-16,0.09479429622135718
55,2015-04-17,-0.19406675214768082
56,2015-04-18,-0.45674861292258917
57,2015-04-19,0.1492365018600193
58,2015-04-20,0.20094783552373405
59,2015-04-21,0.30756509372332436
60,2015-04-22,-0.046299274297665116
61,2015-04-23,-0.33636741108226126
62,2015-04-24,0.2303352854158313
63,2015-04-25,-0.429668533325942
64,2015-04-26,0.7293570596059132
65,2015-04-27,0.28722591063083514
66,2015-04-28,-0.5859591244859643
67,2015-04-29,-0.12552807330682847
68,2015-04-30,0.5799196703949087
69,2015-05-01,-0.5863405783464822
70,2015-05-02,-0.40610574951577477
71,2015-05-03,0.38888714317244344
72,2015-05-04,0.1376525842527799
73,2015-05-05,0.11999094496538934
74,2015-05-06,0.21224654385363842
75,2015-05-07,-0.01782777781699347
76,2015-05-08,-0.05731183746412772
77,2015-05-09,-0.3270001955097832
78,2015-05-10,-0.2758793001466273
79,2015-05-11,0.33005794560024126
80,2015-05-12,-0.0801775351723276
81,2015-05-13,0.3432819530299976
82,2015-05-14,-0.10734063775144206
83,2015-05-15,-0.40217728602557334
84,2015-05-16,-0.38695041451635426
85,2015-05-17,0.004013684293936754
86,2015-05-18,0.41017514541328004
87,2015-05-19,-0.1640172552564056
88,2015-05-20,0.08461298944900672
89,2015-05-21,-0.025517339334453847
90,2015-05-22,0.580663996778969
91,2015-05-23,-0.6145840351033536
92,2015-05-24,-0.23832149015040277
93,2015-05-25,0.22584410729805368
94,2015-05-26,0.12991801138331907
95,2015-05-27,0.1370184564294078
96,2015-05-28,-0.30901179817364216
97,2015-05-29,0.06815373892711457
98,2015-05-30,-0.048889459879229685
99,2015-05-31,0.0438650382555035
100,2015-06-01,0.5716307234659898
101,2015-06-02,-0.24314837992212873
102,2015-06-03,-0.14190216542487857
103,2015-06-04,-0.18676348435292603
104,2015-06-05,0.20374849706199605
105,2015-06-06,-0.48372680366171994
106,2015-06-07,0.1793676106809626
107,2015-06-08,0.562665981365595
108,2015-06-09,0.19292385249572747
109,2015-06-10,-0.5781154211784563
110,2015-06-11,-0.09828224959400762
111,2015-06-12,-0.028017884072640404
112,2015-06-13,-0.05215836470357166
113,2015-06-14,-0.08952549585351056
114,2015-06-15,0.49269063091364845
115,2015-06-16,0.7370610000587409
116,2015-06-17,0.05257767540753027
117,2015-06-18,-0.34761797187037363
118,2015-06-19,-0.2567413399567738
119,2015-06-20,-0.1509227483943897
120,2015-06-21,-0.6647452992205247
121,2015-06-22,0.5122019177936855
122,2015-06-23,-0.1578700841223629
123,2015-06-24,0.13802777820940845
124,2015-06-25,-0.07242545291487676
125,2015-06-26,-0.14299499901476384
126,2015-06-27,0.38199057077858334
127,2015-06-28,-0.30268691893574823
128,2015-06-29,0.8307935196205266
129,2015-06-30,0.24827321683287762
130,2015-07-01,-0.49930849034655445
131,2015-07-02,-0.2264759813582577
132,2015-07-03,-0.12424763363455926
133,2015-07-04,-0.19763859380379767
134,2015-07-05,1.0391533305731522
135,2015-07-06,0.10724341919710095
136,2015-07-07,-0.5326011122439578
137,2015-07-08,0.24800924446860687
138,2015-07-09,0.08599861091107866
139,2015-07-10,0.9126813555191764
140,2015-07-11,-0.8928136322947823
141,2015-07-12,0.3163088386482308
142,2015-07-13,0.0954455551568702
143,2015-07-14,-0.7701589530739865
144,2015-07-15,-0.04414579595044904
145,2015-07-16,0.5879224794378785
146,2015-07-17,-0.5841169626625513
147,2015-07-18,-0.0911721712771467
148,2015-07-19,-0.4963572001694971
149,2015-07-20,0.3928922425509836
150,2015-07-21,0.009609623027846
