date,RV
2019-03-19,2.5895429870269143e-05
2019-03-20,5.792531904763428e-05
2019-03-21,0.0002830160830211
2019-03-22,2.0988421354407246e-05
2019-03-23,4.263779717687812e-05
2019-03-24,2.766931305690831e-05
2019-03-25,8.698890214707829e-05
2019-03-26,8.431152503392225e-05
2019-03-27,0.000265523224869
2019-03-28,9.0174367214059e-05
2019-03-29,0.0003087023554379
2019-03-30,5.847766022439446e-05
2019-03-31,5.457453139590264e-05
2019-04-01,6.457938129999488e-05
2019-04-02,0.0124526547517394
2019-04-03,0.0030564171840326
2019-04-04,0.001961011014519
2019-04-05,0.0002386850076991
2019-04-06,0.000840237568016
2019-04-07,0.000374977372751
2019-04-08,0.0018330206915276
2019-04-09,0.0002854009488494
2019-04-10,0.000691585647526
2019-04-11,0.0022569235431857
2019-04-12,0.0001858657793789
2019-04-13,0.0001760371170416
2019-04-14,0.0001485000326543
2019-04-15,0.0006365994926078
2019-04-16,0.0003600801800909
2019-04-17,0.0001011177323106
2019-04-18,0.0001771603623963
2019-04-19,0.0001203476691594
2019-04-20,7.458414602204991e-05
2019-04-21,0.0002035955144707
2019-04-22,0.000273021666559
2019-04-23,0.0006107248037829
2019-04-24,0.0006343088190968
2019-04-25,0.0021467439269082
2019-04-26,0.0007775534043473
2019-04-27,0.0002067436631488
2019-04-28,0.0001034915182261
2019-04-29,8.25377595619592e-05
2019-04-30,0.0002274180496462
2019-05-01,9.234756018743548e-05
2019-05-02,0.00025706473201
2019-05-03,0.0007643676187105
2019-05-04,0.0017147383278427
2019-05-05,0.0001638263641925
2019-05-06,0.0007523135866796
2019-05-07,0.0016052657329583
2019-05-08,0.0001220068107032
2019-05-09,0.0004805718039295
2019-05-10,0.0005455560622125
2019-05-11,0.0042177025673708
2019-05-12,0.0061163436681692
2019-05-13,0.006469489810342
2019-05-14,0.0042968662239419
2019-05-15,0.0009127357784166
2019-05-16,0.0018297485771261
2019-05-17,0.0062886026850477
2019-05-18,0.0003649227831262
2019-05-19,0.0077211300346438
2019-05-20,0.0009077494711391
2019-05-21,0.0002224466925584
2019-05-22,0.0015404916133842
2019-05-23,0.0007024295810266
2019-05-24,0.0004474560344976
2019-05-25,0.0002252466122476
2019-05-26,0.0042901822268345
2019-05-27,0.0002390361907574
2019-05-28,7.508008134710628e-05
2019-05-29,0.000365952724948
2019-05-30,0.0037767626328664
2019-05-31,0.000360519903518
2019-06-01,3.34158070251608e-05
2019-06-02,0.0004122149942141
2019-06-03,0.0037564290004185
2019-06-04,0.002468498965827
2019-06-05,0.0010371398228582
2019-06-06,0.0012934043254755
2019-06-07,0.0004381175273598
2019-06-08,0.0005103726558749
2019-06-09,0.0004933222057797
2019-06-10,0.0008695929727215
2019-06-11,0.0005995555089771
2019-06-12,0.0005694061898397
2019-06-13,0.0002200210452197
2019-06-14,0.0013844299031008
2019-06-15,0.0004136803162316
2019-06-16,0.00286948651232
2019-06-17,0.0009694442742486
2019-06-18,0.0004601138918917
2019-06-19,0.0002538796698593
2019-06-20,0.0004638559276592
2019-06-21,0.0014130493759842
2019-06-22,0.0019708475852238
2019-06-23,0.0009246292675901
2019-06-24,0.0005358912769851
2019-06-25,0.00168345802865
2019-06-26,0.0125888297230798
2019-06-27,0.0084179523411927
2019-06-28,0.0058503867067249
2019-06-29,0.0051502533332933
2019-06-30,0.0050834970992705
2019-07-01,0.0065494519010573
2019-07-02,0.0070595283469763
2019-07-03,0.0057241686209113
2019-07-04,0.0032949733648411
2019-07-05,0.0009386034434028
2019-07-06,0.0027379943202504
2019-07-07,0.0009285498142394
2019-07-08,0.0025319320289539
2019-07-09,0.0016646525630502
2019-07-10,0.0038016472075903
2019-07-11,0.0018116271693768
2019-07-12,0.0022278678635968
2019-07-13,0.0012913679082184
2019-07-14,0.0035384954713299
2019-07-15,0.0014268605272508
2019-07-16,0.0077400267824829
2019-07-17,0.0061415502092532
2019-07-18,0.0049625917501
2019-07-19,0.0011152325327085
2019-07-20,0.0009124764272594
2019-07-21,0.0007091108784567
2019-07-22,0.0013638654413986
2019-07-23,0.0014031720977517
2019-07-24,0.0017937628066509
2019-07-25,0.0013742923392152
2019-07-26,0.0004475914438004
2019-07-27,0.0038174846001735
2019-07-28,7.699270132187152e-05
2019-07-29,0.0002836615708341
2019-07-30,0.0004417263765335
2019-07-31,0.001056724918652
2019-08-01,0.0008366622101421
2019-08-02,0.0008119240431713
2019-08-03,0.0007541533000432
2019-08-04,0.000776245997749
2019-08-05,0.003191179511614
2019-08-06,0.003237383490029
2019-08-07,0.0008257115986454
2019-08-08,0.0012493089739484
2019-08-09,0.0004383867419408
2019-08-10,0.0015021430315524
2019-08-11,0.0004349326865909
2019-08-12,0.0001714392200992
2019-08-13,0.0009178609361519
2019-08-14,0.0018585764720782
2019-08-15,0.0016969735589109
2019-08-16,0.0024156018083748
2019-08-17,0.0002907669758551
2019-08-18,0.0007344087753541
2019-08-19,0.0013939020389351
2019-08-20,0.0002838408987931
2019-08-21,0.002485546313113
2019-08-22,0.0010237893268804
2019-08-23,0.000812163020603
2019-08-24,0.0009820889851013
2019-08-25,6.065801684505528e-05
2019-08-26,0.0002765440489437
2019-08-27,0.0003756997246288
2019-08-28,0.0033945216000508
2019-08-29,0.000799406922079
2019-08-30,0.0001129414860976
2019-08-31,5.613036001526307e-05
2019-09-01,0.000162880060994
2019-09-02,0.0012478640324233
2019-09-03,0.0006404973592262
2019-09-04,0.0009726598277714
2019-09-05,3.070997962305634e-05
2019-09-06,0.0021815043966846
2019-09-07,6.122633106825231e-05
2019-09-08,0.0002627183753669
2019-09-09,0.0011051900544111
2019-09-10,0.0003605943147899
2019-09-11,0.0002357785259636
2019-09-12,0.0003972593342207
2019-09-13,0.0003384186406629
2019-09-14,0.0001054483907636
2019-09-15,2.5298043218090044e-05
2019-09-16,0.0003678927162983
2019-09-17,9.8398082044998e-05
2019-09-18,1.7473430743539677e-05
2019-09-19,0.0018853246183351
2019-09-20,6.494491644599223e-05
2019-09-21,6.351834658342506e-05
2019-09-22,0.0003698551552165
2019-09-23,0.0002889520774634
2019-09-24,0.0187475312731382
2019-09-25,0.0009276443459948
2019-09-26,0.0036212008149369
2019-09-27,0.0005669950425414
2019-09-28,0.0003893478167726
2019-09-29,0.0005058824104784
2019-09-30,0.0021894190266399
2019-10-01,0.0003124768631479
2019-10-02,0.0003103276824635
2019-10-03,0.0003429730444142
2019-10-04,0.0002026868869882
2019-10-05,5.437799924115096e-05
2019-10-06,0.0005077327467969
2019-10-07,0.000829516907306
2019-10-08,8.671916632807636e-05
2019-10-09,0.0019961373856628
2019-10-10,0.0001697182536193
2019-10-11,0.0006493407649191
2019-10-12,0.000216671600153
2019-10-13,0.0003729301222956
2019-10-14,9.880973734045346e-05
2019-10-15,0.0003301559238432
2019-10-16,0.0003092412595262
2019-10-17,0.000162707237498
2019-10-18,0.0003604573144831
2019-10-19,4.841182868504637e-05
2019-10-20,0.0007719870779263
2019-10-21,2.0971269825267696e-05
2019-10-22,0.0004663473280511
2019-10-23,0.0045267863067593
2019-10-24,0.0001254709522045
2019-10-25,0.0097023714272217
2019-10-26,0.0118402628268559
2019-10-27,0.0017511364301772
2019-10-28,0.0008289526769025
2019-10-29,0.000936067257392
2019-10-30,0.0005568138609285
2019-10-31,0.0002011668746129
2019-11-01,0.0002744291930156
2019-11-02,8.448818811515954e-05
2019-11-03,0.0002480861072829
2019-11-04,0.0003286312240655
2019-11-05,0.0005541299759241
2019-11-06,0.0001648924353621
2019-11-07,7.87433949952362e-05
2019-11-08,0.0008637780399615
2019-11-09,0.0001046293540941
2019-11-10,0.0008776194626008
2019-11-11,0.0006790641110011
